K-M3,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
In,49,###,###,###,###,###,###,10323.1655,6511.199533,4150.253284,2709.087348,1838.165868,1251.834337,891.332394,648.160427,468.69341,338.958626,1203.90606,1048.89379,816.504433,639.103821,503.879903,400.899995,322.176159,261.168208,213.14336,174.688984,142.933545,117.636015,97.501961,81.358338,68.310013,57.649651,48.937676,41.729705,35.747033,30.711221,26.450313,22.838678,19.75633,17.14806,14.941619,13.062291,11.457961,10.081419,8.897439,7.836162,44.550584,39.746681,35.555998,31.877043,28.641132,25.772872,23.233715,20.945559,18.903333,17.08087,15.45734,14.006744,12.711,11.547969,10.505614,9.570061,8.726583,7.967134,7.276837,6.649526,6.078349,5.562057,5.093306,4.671413,4.287995,3.939223,3.622234,3.333601,3.070482,2.829048,2.60841,2.40532,2.217661,2.046066,1.889322,1.745795,1.613603,1.492545,1.381502,1.279188,1.185438,1.098899,1.019281
Sn,50,###,###,###,###,###,###,10365.79287,6818.810444,4365.360879,2849.207353,1937.278249,1326.377572,940.581637,684.255246,495.85555,358.931726,921.916183,942.387194,846.181332,666.356323,526.635434,419.102782,336.58494,272.909688,222.97755,182.992646,149.756748,123.222276,102.115587,85.186139,71.515164,60.382977,51.266852,43.708517,37.455958,32.220662,27.801079,24.043292,20.828794,18.09003,15.759462,13.775073,12.081491,10.62847,9.378625,8.250887,7.265342,41.219213,36.833037,32.995494,29.645811,26.685584,24.072,21.731549,19.642429,17.754827,16.072405,14.567902,13.222918,12.014406,10.931162,9.958794,9.081603,8.291414,7.579495,6.937043,6.347012,5.80899,5.320392,4.880516,4.480689,4.116944,3.78629,3.485199,3.210676,2.95874,2.728466,2.516436,2.320437,2.141191,1.977457,1.827508,1.689384,1.562877,1.446824,1.339904,1.241917,1.151435,1.06817
Sb,51,###,###,###,###,###,###,10933.26785,7167.739872,4603.881662,3008.726547,2046.604092,1412.632805,1000.535276,726.461663,529.013146,383.394323,283.482626,1003.05876,882.719651,697.158605,553.224427,440.857234,354.079621,287.002533,234.678602,192.817372,158.041565,130.046484,107.738079,89.849485,75.406989,63.651813,54.056065,46.091529,39.489251,33.975126,29.356176,25.418752,22.060253,19.183032,16.718476,14.611639,12.813284,11.270497,9.943694,8.74831,7.704448,6.79374,38.442244,34.428962,30.925398,27.830203,25.098326,22.675562,20.516154,18.554892,16.804455,15.234468,13.831004,12.570143,11.439052,10.422935,9.506223,8.68037,7.93623,7.264617,6.651837,6.096794,5.589498,5.128352,4.709112,4.327633,3.980794,3.664911,3.376849,3.112342,2.870507,2.647781,2.441841,2.253482,2.081399,1.923786,1.778573,1.645551,1.523515,1.411107,1.308076,1.212907,1.125307
Te,52,###,###,###,###,###,###,10696.25579,7348.999639,4722.613823,3100.551163,2109.978593,1462.350736,1042.172645,755.049513,550.885606,401.036453,296.702657,754.51859,782.564101,712.032326,567.214925,453.121418,364.097794,295.101322,241.316618,198.475194,162.917457,134.170832,111.132622,92.644479,77.716657,65.57153,55.662117,47.462499,40.666347,34.978933,30.214405,26.212127,22.775943,19.842427,17.33232,15.14505,13.278404,11.677408,10.300915,9.062829,7.982152,7.039655,6.224841,35.104182,31.551579,28.400842,25.610387,23.13071,20.921408,18.942377,17.169901,15.566892,14.134163,12.847393,11.693335,10.656816,9.721617,8.879017,8.11942,7.433564,6.810057,6.247415,5.732272,5.262916,4.835459,4.444541,4.089056,3.76521,3.469836,3.198684,2.950765,2.722449,2.511377,2.318272,2.141798,1.98012,1.831138,1.694636,1.569368,1.453912,1.348063,1.250286,1.160275
I,53,###,###,###,###,###,###,10228.59783,7648.740166,5124.910008,3373.526707,2292.597328,1587.079696,1138.583011,825.608622,601.789149,440.555004,326.328386,245.987757,858.69863,766.392681,610.928283,489.647245,393.979602,319.419915,261.187577,215.010346,176.775154,145.826814,120.794312,100.670239,84.409098,71.182224,60.395261,51.473847,44.097779,37.934307,32.76081,28.407453,24.710186,21.550184,18.841297,16.503513,14.476062,12.728769,11.226679,9.877956,8.701138,7.675014,6.788311,6.018172,33.822518,30.45147,27.465486,24.810873,22.445418,20.332058,18.440806,16.7362,15.206463,13.825034,12.585659,11.472146,10.466919,9.560797,8.743838,8.006105,7.335228,6.729649,6.177872,5.679176,5.223325,4.801884,4.418578,4.069376,3.75082,3.458321,3.190834,2.944421,2.716536,2.508019,2.317471,2.142872,1.981941,1.834459,1.699104,1.574389,1.460031,1.354367,1.257074
Xe,54,###,###,###,###,###,###,10820.99611,8014.850141,5386.443131,3541.55341,2408.493087,1660.595914,1189.907268,868.206579,631.707843,462.865487,344.885934,259.927559,651.52268,686.877601,631.633302,507.782302,409.462626,332.218856,271.67964,223.624774,184.214839,152.167121,126.248956,105.171312,88.151834,74.297069,62.999726,53.661067,45.945015,39.509394,34.124042,29.582808,25.733861,22.454923,19.651221,17.231661,15.136009,13.321778,11.748213,10.337186,9.106421,8.033539,7.106355,6.301124,5.60128,31.350922,28.279622,25.549586,23.116769,20.944018,19.004244,17.269151,15.704248,14.281581,13.004395,11.856203,10.81914,9.883909,9.040487,8.278678,7.58577,6.960178,6.390511,5.876198,5.406717,4.975363,4.582658,4.221268,3.891471,3.588585,3.311546,3.056297,2.820206,2.604144,2.406611,2.225588,2.058754,1.905865,1.765513,1.636108,1.517437,1.407784,1.306811
Cs,55,###,###,###,###,###,###,11711.17204,8521.858219,5778.075759,3814.066977,2597.632588,1789.850473,1279.364944,935.186942,682.994972,500.300678,374.432469,283.682021,217.876293,741.404625,667.957643,537.550117,434.746149,353.19123,288.931774,237.826897,195.973764,162.21681,134.792107,112.424345,94.197187,79.367806,67.272186,57.273444,49.014062,42.12788,36.369992,31.534322,27.429891,23.946555,20.978255,18.410257,16.194131,14.271146,12.593233,11.083193,9.765251,8.616402,7.623534,6.761168,6.01172,5.355931,29.71804,26.883756,24.349655,22.062541,20.019044,18.186998,16.542673,15.058178,13.718509,12.508112,11.415247,10.429948,9.541413,8.738865,8.008799,7.349568,6.749128,6.206884,5.712685,5.261674,4.850704,4.469719,4.121876,3.801937,3.509096,3.239214,2.989514,2.76096,2.552078,2.360614,2.18409,2.02227,1.873691,1.736666,1.610984,1.494853,1.387906
Ba,56,###,###,###,###,###,###,12286.79874,8318.967691,5877.490765,3993.445027,2718.413264,1875.265425,1338.658807,976.596628,716.870112,524.909957,392.343737,298.994494,230.603993,561.430855,598.777071,554.667446,449.77983,366.04353,299.591463,246.595344,203.170913,168.406576,140.153762,117.100063,98.150402,82.664729,70.040578,59.605601,50.985247,43.799963,37.794923,32.755393,28.492089,24.876564,21.799594,19.157828,16.864072,14.87502,13.148018,11.57828,10.204866,9.00602,7.96951,7.069044,6.286416,5.601931,5.00372,27.612237,25.028347,22.689048,20.596883,18.717586,17.033242,15.515997,14.144571,12.903558,11.780081,10.764975,9.849313,9.022059,8.269359,7.589544,6.970235,6.41081,5.900899,5.435483,5.011351,4.622197,4.266629,3.937043,3.634436,3.355543,3.097511,2.861282,2.645294,2.44728,2.264703,2.097313,1.943591,1.8018,1.671721,1.551495,1.44075
La,57,###,###,###,###,###,###,13034.33734,7660.95455,6017.024951,4226.00676,2887.656351,1992.114599,1424.137861,1038.705597,763.66763,561.329091,419.136414,319.03413,246.8793,192.406267,639.403457,586.49641,474.513165,386.287388,316.437707,260.607836,214.733857,177.98564,148.489484,124.255712,104.341109,87.880447,74.437646,63.334398,54.163652,46.518079,40.128574,34.766619,30.233382,26.389556,23.12021,20.321996,17.906106,15.811716,13.988958,12.336778,10.885894,9.610869,8.506453,7.546374,6.71178,5.981745,5.34364,4.783822,26.225649,23.795087,21.614614,19.648997,17.886178,16.297025,14.866476,13.576972,12.402293,11.335527,10.372988,9.503155,8.711484,7.996265,7.344577,6.755762,6.219007,5.729028,5.282471,4.874477,4.501559,4.155887,3.838409,3.545201,3.273174,3.024086,2.796266,2.587371,2.394727,2.218079,2.055832,1.906171,1.76885,1.641932,1.525015
Ce,58,###,###,###,###,###,###,2223.61089,8291.249857,6423.919447,4507.222844,3089.947,2134.274508,1525.02836,1110.629495,815.206178,601.687536,448.972177,341.135824,263.81723,206.314696,495.82649,535.55796,501.336629,409.191153,335.44547,276.264537,227.60065,188.631077,157.404414,131.971291,111.006616,93.637882,79.323569,67.473389,57.692619,49.541434,42.726618,37.008825,32.175334,28.078158,24.594487,21.613715,19.056075,16.841534,14.912329,13.171699,11.6385,10.283075,9.10446,8.078392,7.18542,6.404243,5.721372,5.122617,4.594441,24.990585,22.732295,20.683301,18.838624,17.16698,15.662252,14.305946,13.073276,11.955814,10.944212,10.027537,9.193266,8.439594,7.752854,7.132401,6.566702,6.050159,5.579327,5.149043,4.755702,4.393303,4.061072,3.752942,3.465447,3.202161,2.961373,2.740553,2.536869,2.35006,2.178462,2.020177,1.87492,1.740639,1.616916
Pr,59,###,###,###,###,###,###,2330.791949,8937.104366,6399.500102,4761.728352,3286.540624,2272.921006,1624.019593,1183.590844,868.37291,641.137234,480.118599,364.473674,281.54069,220.689163,174.2644,571.481803,529.149776,432.556462,355.347674,292.840758,241.289759,199.9849,166.887921,140.173213,118.064124,99.789457,84.612755,71.981273,61.540556,52.843044,45.575382,39.472337,34.312889,29.940193,26.222955,23.042246,20.313986,17.959567,15.921142,14.073544,12.448624,11.018578,9.762752,8.665579,7.708257,6.870632,6.13829,5.496068,4.929542,4.429797,23.910098,21.774468,19.844924,18.092398,16.512757,15.087091,13.796337,12.629637,11.567888,10.601558,9.721647,8.926332,8.201543,7.546642,6.949408,6.403925,5.906624,5.45206,5.03645,4.65417,4.303858,3.979382,3.677244,3.400295,3.144867,2.910603,2.69451,2.496313,2.31423,2.146223,1.992035,1.849507,1.718186
Nd,60,###,###,###,###,###,###,2413.069433,9450.331295,5832.668084,4699.596167,3422.129082,2372.77496,1695.487457,1236.179145,906.875227,669.305285,503.030224,381.637562,294.491469,230.910495,182.872212,433.826518,475.520888,448.166209,368.871514,304.441554,251.006123,208.04225,173.599512,145.808298,123.091073,104.196539,88.499719,75.333521,64.404092,55.29976,47.693435,41.310258,35.910095,31.332368,27.440806,24.111598,21.255661,18.793544,16.666124,14.743972,13.05398,11.566796,10.260231,9.11648,8.112094,7.231889,6.46121,5.785314,5.189082,4.663489,4.198313,22.468097,20.505733,18.717855,17.096381,15.6243,14.289245,13.080825,11.985063,10.990623,10.082636,9.259642,8.509451,7.831421,7.21302,6.64825,6.133257,5.662506,5.232003,4.835787,4.47258,4.137473,3.827203,3.542434,3.276612,3.032793,2.807902,2.601634,2.412119,2.237247,2.076741,1.928321,1.791538
Pm,61,###,###,###,###,###,###,2544.646199,10280.72196,6246.549871,4948.727857,3603.786369,2531.699972,1804.839948,1313.55845,962.022325,709.022289,533.318148,407.870269,314.788324,246.368657,195.308075,467.823662,509.896714,473.051337,389.648053,322.052815,265.765974,220.271538,183.774009,154.328911,130.385749,110.515206,94.02487,80.158754,68.577799,58.885108,50.787253,43.993416,38.248881,33.37896,29.237616,25.691828,22.648784,20.024996,17.757847,15.724525,13.934163,12.351884,10.972365,9.763654,8.690085,7.748593,6.923726,6.19946,5.560381,4.996943,4.498442,4.057363,21.531551,19.672402,17.979844,16.439918,15.041285,13.773735,12.626895,11.587869,10.636018,9.770337,8.980823,8.266752,7.615359,7.020344,6.477677,5.981487,5.527644,5.1099,4.726905,4.373501,4.046264,3.745938,3.468174,3.213159,2.976197,2.757843,2.557208,2.372076,2.202134,2.044971,1.900117
Sm,62,###,###,###,###,###,###,2612.734593,1752.977756,6501.485819,5121.273865,3678.842258,2594.992512,1858.591157,1352.192428,990.51591,729.737921,548.36519,419.653235,324.845502,253.949285,201.41184,161.119943,378.693815,418.939856,398.149378,329.629442,272.332958,225.917912,188.481877,158.250913,133.675309,113.527538,96.693644,82.560496,70.710426,60.727315,52.377659,45.37212,39.449106,34.427441,30.156992,26.502561,23.365054,20.658868,18.319519,16.222391,14.38103,12.761874,11.343149,10.099883,9.004041,8.036162,7.182732,6.431597,5.768424,5.183714,4.666439,4.208838,3.802664,16.584794,18.299345,16.756786,15.34411,14.055181,12.886414,11.825592,10.856919,9.978874,9.176272,8.447898,7.783393,7.176435,6.622784,6.11666,5.653646,5.227382,4.836501,4.475698,4.141474,3.834758,3.553665,3.295358,3.05384,2.830409,2.625026,2.435252,2.261031,2.099893,1.951359
Eu,63,###,###,###,###,###,###,2687.434956,1821.265633,6907.082287,5065.288554,3844.714112,2714.909298,1955.893176,1422.693813,1043.697147,769.018973,577.462758,441.585075,342.982648,268.152608,212.432116,170.349697,405.487228,426.629788,417.031134,345.796685,285.944638,237.445381,198.146132,166.345212,140.487103,119.305562,101.764555,87.01448,74.628084,64.164407,55.345719,47.945431,41.688442,36.383678,31.872327,28.01073,24.697202,21.83876,19.366357,17.148946,15.205792,13.503531,12.009248,10.699849,9.550843,8.532184,7.630909,6.835425,6.13236,5.510618,4.960602,4.474066,4.042355,3.657777,12.805287,17.483097,16.020317,14.682668,13.467645,12.363217,11.355232,10.442044,9.606238,8.84635,8.152697,7.518214,6.939357,6.410137,5.925912,5.480018,5.071061,4.693504,4.343696,4.022628,3.728328,3.457844,3.206519,2.974833,2.761321,2.562003,2.378998,2.209722,2.05367
Gd,64,###,###,###,###,###,###,2817.752612,1893.069666,7053.200967,5254.567561,3746.050289,2765.183361,2002.894231,1459.405605,1071.783578,790.354609,593.468493,453.477924,352.274177,276.340231,218.660597,175.27694,141.659285,330.432994,369.304723,353.676578,292.924767,243.401049,203.182593,170.532611,143.992718,122.256904,104.413441,89.361391,76.725079,66.06025,57.020592,49.401473,42.957663,37.494067,32.847647,28.870889,25.457592,22.513231,19.967246,17.681067,15.677227,13.921735,12.389882,11.048249,9.866454,8.823231,7.903628,7.082474,6.354587,5.711148,5.141681,4.637399,4.189955,3.79138,3.436351,9.6603,16.296138,14.951274,13.72399,12.604047,11.580433,10.651723,9.802703,9.032427,8.32831,7.681757,7.091767,6.552157,6.058331,5.603505,5.186277,4.800938,4.443755,4.115871,3.815311,3.539032,3.283646,3.048904,2.832189,2.628546,2.441515,2.268241,2.108353
Tb,65,###,###,###,###,###,###,2957.229416,1985.348116,7631.436816,4790.386667,3964.246983,2901.360821,2108.446142,1540.762795,1131.942032,835.278446,626.787223,478.275987,371.052146,291.710302,230.915518,184.829935,149.597035,352.231635,324.578882,370.533327,308.489478,256.687377,213.823657,179.2516,151.290123,128.407375,109.635019,93.928499,80.753318,69.602427,60.156838,52.119883,45.322621,39.559403,34.65797,30.461728,26.860754,23.754971,21.069901,18.657943,16.543364,14.690279,13.079019,11.668733,10.425599,9.329267,8.363603,7.502612,6.738812,6.057999,5.454941,4.919793,4.444994,4.022086,3.645497,3.309612,7.699187,15.586299,14.319852,13.157267,12.092145,11.123413,10.238304,9.436091,8.702604,8.028926,7.414036,6.851068,6.33577,5.861084,5.425563,5.023258,4.650277,4.307836,3.993854,3.705196,3.438343,3.193035,2.96688,2.756274,2.562657,2.38181,2.214167
Dy,66,###,###,###,###,###,###,3062.012304,2070.668421,5292.031809,5012.702929,3862.678482,2992.356288,2175.097571,1595.674806,1172.371652,866.543297,650.463236,496.085313,384.546252,302.478602,239.923686,191.901771,155.28241,126.631,293.632372,331.229842,319.169851,266.311873,221.485666,185.769916,156.798979,133.068552,113.593167,97.381526,83.781186,72.255105,62.523279,54.220109,47.160297,41.16609,36.067563,31.702554,27.956717,24.725836,21.932436,19.422985,17.222431,15.293296,13.615482,12.148635,10.86369,9.727572,8.72451,7.837367,7.050493,6.338102,5.707425,5.148709,4.652427,4.209683,3.815459,3.463869,3.148498,6.112852,14.717919,13.538212,12.451963,11.458951,10.550517,9.725657,8.971775,8.2809,7.650038,7.070276,6.539486,6.050482,5.601766,5.187221,4.802849,4.449895,4.126254,3.828665,3.553494,3.300488,3.067474,2.851981,2.653716,2.467719,2.294858
Ho,67,###,###,###,###,###,###,3198.436238,2168.617899,1431.766664,5281.756525,4056.274337,3107.620449,2259.649284,1663.498322,1223.172934,905.198595,680.007877,518.550155,401.640152,315.787359,251.116402,200.878106,162.437224,132.591157,309.726314,250.785364,329.716982,274.377604,229.894442,193.773374,163.858238,139.143724,118.760934,101.758982,87.562003,75.564591,65.388712,56.778942,49.401622,43.125755,37.78716,33.216442,29.293145,25.908737,22.982277,20.353165,18.047443,16.025781,14.267345,12.730725,11.387999,10.201434,9.154292,8.227006,7.404358,6.666146,6.009768,5.422355,4.900324,4.434306,4.019201,3.648851,3.316764,3.019236,4.884485,14.022869,12.910695,11.887215,10.948898,10.094152,9.312887,8.596927,7.94307,7.342661,6.792863,6.285981,5.820686,5.390775,4.99212,4.625991,4.290201,3.981395,3.695831,3.433243,3.191366,2.967646,2.761778,2.569937,2.392227
Er,68,###,###,###,###,###,###,3360.430751,2276.125539,1499.746828,5569.547296,4303.706035,3096.675704,2350.401306,1735.010517,1277.502783,946.443507,711.716008,542.505024,419.870839,329.817057,262.54089,210.363054,169.977235,138.78548,114.109838,263.169467,299.868936,286.702295,239.487515,201.849646,170.881944,145.154114,123.902193,106.16854,91.397399,78.937394,68.349223,59.385614,51.717564,45.171511,39.582095,34.795524,30.687007,27.142972,24.078759,21.32463,18.909567,16.79283,14.950701,13.340592,11.933247,10.693969,9.603727,8.634608,7.774146,7.008422,6.325193,5.708936,5.160844,4.671079,4.234245,3.844014,3.494163,3.180764,2.899661,3.875972,13.356892,12.311647,11.349324,10.467225,9.660318,8.919337,8.242503,7.622336,7.05426,6.529568,6.047519,5.601876,5.188332,4.808476,4.460103,4.139676,3.843302,3.570721,3.319608,3.087324,2.873546,2.675392,2.492315
Tm,69,###,###,###,###,###,###,3549.095854,2397.249425,1571.800647,5877.745597,3866.400374,3257.950741,2454.303692,1811.856291,1337.175704,990.60479,746.083891,569.269386,440.417792,345.680294,274.971861,221.019539,178.50942,145.679684,119.896019,274.514953,229.345811,303.913788,251.45843,210.821708,178.65256,151.881647,129.697473,111.146349,95.682156,82.672223,71.674692,62.282218,54.289651,47.448843,41.585162,36.558839,32.244297,28.521896,25.302558,22.40812,19.869991,17.645518,15.709986,14.018183,12.538831,11.237985,10.095021,9.080458,8.179631,7.377691,6.663294,6.022658,5.449381,4.932853,4.472185,4.060695,3.691382,3.360259,3.063491,2.796946,3.277954,12.794203,11.806404,10.893443,10.057295,9.286733,8.582812,7.937777,7.346866,6.801717,6.301029,5.837879,5.407763,5.012625,4.650187,4.316773,4.008336,3.724617,3.46321,3.221404,2.998827,2.792429,2.601679
Yb,70,###,###,###,###,###,###,3695.672681,2489.985876,1623.196309,4064.763409,4017.252016,3152.273557,2520.855015,1864.76826,1381.476877,1022.911547,771.243626,588.680279,455.284742,357.052645,283.797242,228.262852,184.711297,150.642143,124.077971,102.762392,231.708295,265.404796,256.404655,217.009273,184.301712,156.99462,134.130848,114.910242,98.854037,85.355341,73.990126,64.320138,56.094216,49.060579,43.030304,37.83232,33.369479,29.518801,26.188454,23.193804,20.567364,18.264938,16.262518,14.512401,12.981993,11.635424,10.451629,9.406734,8.479589,7.649872,6.912068,6.254358,5.664087,5.130274,4.653174,4.226131,3.842221,3.497543,3.18862,2.911151,2.65997,2.658875,12.071405,11.151402,10.305969,9.519219,8.800296,8.139903,7.534824,6.977168,6.46512,5.991201,5.550781,5.146104,4.774801,4.433175,4.117119,3.826358,3.558417,3.310525,3.082307,2.870639,2.674986
Lu,71,###,###,###,###,###,###,3871.384871,2607.922648,1694.976524,1148.010799,4185.666634,3295.219449,2500.85489,1935.813965,1441.292334,1067.762835,805.914975,615.17836,476.021117,373.045837,296.274459,238.181147,193.241499,157.626655,129.772592,107.310776,244.234384,198.246447,266.366272,225.340272,191.60233,163.55688,139.935061,119.962066,103.227674,89.139084,77.268954,67.222194,58.633317,51.305292,45.03716,39.609614,34.941669,30.912023,27.427191,24.291743,21.541329,19.129898,17.032793,15.200008,13.597611,12.18768,10.948162,9.855432,8.886079,8.020269,7.250091,6.563404,5.948822,5.395357,4.896897,4.447475,4.043995,3.682133,3.357355,3.065308,2.801006,2.563585,2.348254,11.555246,10.691724,9.879467,9.136941,8.451585,7.823556,7.247118,6.718516,6.228478,5.772106,5.352642,4.96687,4.611901,4.28346,3.981273,3.702773,3.445055,3.207775,2.987719,2.784313
Hf,72,###,###,###,###,###,###,4133.943541,2736.38857,1773.998971,1201.863011,4348.253677,3453.625959,2600.10774,2002.637472,1492.007624,1109.614103,837.122164,640.060697,495.130847,387.809365,307.635638,247.046118,200.594826,163.953147,134.916265,111.664278,133.534761,206.902535,239.583943,232.326429,197.676093,168.766569,144.616938,124.118289,106.854769,92.289359,80.00709,69.627908,60.749512,53.174474,46.697774,41.099412,36.263355,32.082405,28.465852,25.212717,22.358818,19.856124,17.679691,15.77763,14.114938,12.65168,11.365061,10.230954,9.225176,8.332209,7.536329,6.823551,6.187461,5.61709,5.102601,4.638024,4.219167,3.842207,3.503662,3.19907,2.923341,2.675588,2.450746,2.248743,10.962257,10.142307,9.3918,8.690392,8.047285,7.455213,6.91162,6.409329,5.943752,5.515456,5.118266,4.752767,4.414556,4.103359,3.816542,3.551133,3.306758,3.080119,2.870621
Ta,73,###,###,###,###,###,###,4381.208305,2878.141705,1862.463684,1260.792956,4527.195887,3078.991369,2545.361073,2080.461099,1551.337541,1159.16542,872.580693,668.446169,517.496184,405.05725,321.065265,257.600814,209.10652,171.221377,141.0209,116.694218,96.048304,217.528486,178.107488,234.298553,205.548227,175.507481,150.329376,129.009499,111.072877,95.936674,83.181062,72.40414,63.225337,55.373814,48.64238,42.847888,37.822756,33.469351,29.697662,26.303627,23.326263,20.715826,18.444944,16.460228,14.72554,13.199257,11.857487,10.674121,9.624626,8.694759,7.866173,7.124909,6.463353,5.870195,5.337186,4.857597,4.421806,4.027117,3.672975,3.354578,3.065923,2.806159,2.570517,2.358768,2.166478,10.46721,9.704735,8.983,8.320883,7.709545,7.147619,6.630048,6.152548,5.712922,5.30233,4.924442,4.574516,4.252384,3.95546,3.680646,3.427593,3.192913,2.975979
W,74,###,###,###,###,###,###,4626.77302,3028.823968,1953.128427,1320.545192,3158.440714,3203.321352,2650.80886,2073.875081,1606.867399,1203.965693,907.236857,694.874239,538.598696,421.853111,334.197939,267.907652,217.314929,178.10213,146.899725,121.558285,100.135016,229.885959,186.161404,216.278718,212.18434,181.493029,155.603605,133.698064,115.22942,99.567658,86.336801,75.147681,65.632275,57.494334,50.51671,44.513682,39.315996,34.806482,30.885671,27.356266,24.259855,21.544849,19.183782,17.120252,15.316029,13.728443,12.332684,11.102539,10.011663,9.044671,8.184238,7.417884,6.732004,6.114677,5.561898,5.066184,4.615688,4.20757,3.8394,3.506908,3.20556,2.934455,2.688363,2.467007,2.265809,2.083068,9.973762,9.241134,8.568465,7.94129,7.362617,6.830233,6.339898,5.888433,5.470098,5.084741,4.725299,4.392887,4.086471,3.802883,3.541728,3.299473,3.075498
Re,75,###,###,###,###,###,###,4860.96936,3201.734243,2064.745602,1392.455975,988.477288,3335.477435,2768.308991,2142.805513,1666.47574,1249.281502,945.377429,722.836193,561.296767,439.955577,348.446207,279.157924,226.275214,185.368374,153.255335,126.865975,104.492283,86.5328,194.518682,162.42332,190.614926,188.382741,161.367182,138.617212,119.506403,103.325503,89.637763,78.061462,68.207877,59.789197,52.570841,46.322267,40.934292,36.259388,32.185321,28.510551,25.284976,22.455888,19.995536,17.845227,15.965327,14.31146,12.857664,11.575769,10.438832,9.43096,8.534634,7.737698,7.024502,6.382749,5.808029,5.292576,4.826169,4.40501,4.022179,3.674284,3.35912,3.075721,2.818194,2.586173,2.37531,2.183818,2.009776,9.53306,8.848916,8.201232,7.600309,7.049134,6.543656,6.078388,5.654007,5.262567,4.893316,4.549438,4.232428,3.939019,3.668799,3.418101,3.186294
Os,76,###,###,###,###,###,###,5037.892489,3332.845608,2162.883573,1454.968411,1031.570418,3448.005452,2865.334372,2217.210438,1714.079692,1284.29216,976.886196,746.086761,579.843089,454.582452,360.090917,288.35116,233.566666,191.224108,158.098123,131.150761,108.016814,89.492933,200.725254,167.780849,196.929984,193.526948,165.918771,142.594489,123.003248,106.428195,92.356664,80.433481,70.280656,61.619104,54.20111,47.768607,42.223154,37.415252,33.231257,29.44034,26.110489,23.19013,20.649938,18.429629,16.488195,14.78014,13.27867,11.955157,10.781389,9.741271,8.816078,7.993099,7.258279,6.599299,6.007136,5.474296,4.994006,4.561604,4.168724,3.811762,3.486662,3.192731,2.925799,2.685566,2.467095,2.268308,2.087486,1.923131,9.040657,8.388289,7.782553,7.2223,6.702449,6.224102,5.788332,5.38647,5.011278,4.663951,4.342854,4.042138,3.765165,3.508221,3.27064
Ir,77,###,###,###,###,###,###,5225.170868,3556.250602,2356.128155,1567.993148,1102.338984,3616.192919,2559.353621,2167.540492,1781.22461,1336.435693,1017.059972,778.714205,604.201152,474.517232,376.470775,301.365641,243.926701,199.583115,164.91932,137.02742,112.954499,93.550083,78.091952,174.996276,146.981463,173.721826,172.413939,148.273864,127.939068,110.736222,96.143194,83.728261,73.157039,64.139057,56.422166,49.759483,43.988836,38.985671,34.64363,30.703407,27.237419,24.191572,21.542111,19.226334,17.201843,15.420653,13.854836,12.474052,11.249385,10.164513,9.199573,8.341472,7.576016,6.890547,6.27415,5.719126,5.219018,4.768878,4.361808,3.993306,3.655335,3.347584,3.068124,2.816669,2.587912,2.379573,2.19005,2.0176,1.860415,8.663382,8.052162,7.481318,6.944621,6.450537,5.996243,5.577486,5.189498,4.831987,4.501102,4.189816,3.903081,3.637024,3.390979
Pt,78,###,###,###,###,###,###,5492.241916,3721.713815,2525.037603,1680.794332,1172.204391,2564.258239,2667.025175,2254.664199,1765.289871,1377.791329,1052.33432,810.717182,628.171155,493.576488,391.694291,313.73913,253.854594,207.612119,171.474839,142.524846,117.704617,97.466625,81.325695,181.814145,152.716154,148.161002,178.118522,153.266579,132.333457,114.602666,99.596854,86.766022,75.818323,66.472608,58.477741,51.594975,45.620091,40.437827,35.943195,31.880978,28.29865,25.13366,22.380811,19.974539,17.870031,16.018699,14.391436,12.956813,11.684477,10.557074,9.554421,8.663001,7.867857,7.155839,6.51732,5.943879,5.425255,4.957039,4.53527,4.154652,3.805868,3.488553,3.199237,2.93731,2.699091,2.482434,2.285293,2.105693,1.941778,1.792323,8.253305,7.696404,7.172634,6.688099,6.224029,5.795784,5.387248,5.004302,4.65178,4.326884,4.027832,3.752527,3.499047
