K-M3,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
K,19,###,###,###,###,###,###,5748.11552,3297.091905,1969.147884,1205.526265,772.785544,507.453156,348.628582,245.747864,174.417786,124.3765,914.952122,695.710413,534.773209,414.286051,324.25516,256.282465,204.371158,163.827088,132.154616,107.290341,87.251813,71.367726,58.750055,48.656451,40.52722,33.93314,28.571824,24.154826,20.473169,17.376235,14.797592,12.651938,10.855229,9.347223,8.077934,7.001918,6.088041,5.308703,4.6422,4.055767,3.548957,3.110495,2.732838,2.406575,2.124116,1.87843,1.664908,1.47855,1.315336,1.172105,1.046327,0.935649,0.838141,0.751831,0.675497,0.607874,0.547656,0.494092,0.446412,0.40389,0.365694,0.331632,0.300977,0.273621,0.248976,0.22675,0.206723,0.188632,0.17228,0.157358,0.143824,0.131544,0.120386,0.110259,0.101073,0.092722,0.085085,0.07814,0.071816,0.066029,0.060764,0.055936,0.051524
Ca,20,###,###,###,###,###,###,6837.106019,3942.426108,2381.00231,1469.138064,947.144318,620.483269,425.343588,299.197251,211.950716,150.889159,109.724394,800.96541,617.798953,482.437707,378.321319,299.27635,238.76042,192.177076,155.686644,126.571628,103.008145,84.321322,69.463375,57.569177,47.983322,40.202391,33.872645,28.65407,24.355519,20.780277,17.790079,15.219195,13.064246,11.254363,9.730242,8.437852,7.339679,6.402796,5.601275,4.896181,4.286614,3.759047,3.30441,2.911437,2.571045,2.274795,2.017184,1.792317,1.595291,1.422219,1.270179,1.13636,1.018405,0.913943,0.821519,0.73961,0.666633,0.601689,0.543859,0.492268,0.445903,0.404536,0.367293,0.334046,0.304081,0.277039,0.252664,0.230647,0.210738,0.192654,0.176269,0.161343,0.147708,0.135327,0.12409,0.113871,0.104526,0.096027,0.088284,0.081196,0.074745,0.068827,0.063418
Sc,21,###,###,###,###,###,###,7373.692425,4269.970264,2582.877318,1608.94883,1040.489785,684.271679,468.052432,328.557948,232.385059,165.261225,120.069697,88.871905,646.690082,504.840796,398.941242,316.430514,252.765355,203.557275,165.220157,134.952423,110.034185,90.122514,74.284681,61.599606,51.371311,43.065143,36.304191,30.726836,26.130409,22.308931,19.124191,16.457777,14.179646,12.237464,10.585405,9.183172,7.991229,6.973895,6.103109,5.33759,4.67565,4.102596,3.608488,3.181152,2.810764,2.488265,2.207703,1.962581,1.747684,1.558901,1.392974,1.24686,1.117989,1.003782,0.902699,0.813084,0.7332,0.662076,0.598715,0.542165,0.491319,0.445934,0.405056,0.36855,0.335635,0.305923,0.27913,0.254909,0.232998,0.213085,0.195036,0.178584,0.163546,0.149888,0.137488,0.126208,0.115886,0.106494,0.097936,0.090101,0.082967,0.076422,0.070437
Ti,22,###,###,###,###,###,###,8178.115613,4761.184835,2878.986304,1800.081754,1180.964683,778.930225,534.072976,374.421735,264.646714,188.199821,136.751015,101.253124,76.277815,552.352702,435.879477,348.622308,279.194283,225.266145,183.133417,149.806276,122.926807,101.098966,83.363806,69.121012,57.636789,48.312069,40.723036,34.463655,29.305618,25.017295,21.44362,18.452351,15.930503,13.801355,11.990687,10.406583,9.059533,7.909343,6.924419,6.059202,5.310779,4.662474,4.103241,3.619326,3.199652,2.834035,2.515788,2.23767,1.993727,1.779247,1.590634,1.424448,1.277837,1.147892,1.032806,0.930713,0.839666,0.758564,0.686282,0.621742,0.563685,0.51184,0.465124,0.423389,0.385739,0.351732,0.321052,0.293318,0.268218,0.245354,0.22461,0.205649,0.188253,0.172459,0.158134,0.145108,0.133193,0.122355,0.112481,0.103444,0.095218,0.087674,0.080779
V,23,###,###,###,###,###,###,9041.271329,5293.722064,3204.962263,2003.650941,1314.04993,876.468157,602.948676,422.881445,298.793514,212.599998,154.568998,114.498729,86.31135,66.073358,474.519748,377.908283,305.10219,247.155657,201.246014,164.817761,135.380036,111.828631,92.847276,77.056201,64.249157,53.84764,45.384072,38.404284,32.653283,27.872762,23.889602,20.555161,17.744858,15.372056,13.363327,11.650481,10.169702,8.892105,7.787561,6.817977,5.979214,5.252608,4.62523,4.081989,3.610634,3.199765,2.841933,2.529018,2.254412,2.012908,1.800426,1.613123,1.447796,1.301187,1.17126,1.05593,0.953065,0.86142,0.779693,0.706678,0.640968,0.582263,0.529345,0.48205,0.43937,0.400805,0.365999,0.334518,0.306017,0.280034,0.256448,0.234884,0.215094,0.197119,0.180805,0.165966,0.152387,0.140032,0.128773,0.118466,0.109082,0.100474,0.092603
Cr,24,###,###,###,###,###,###,10334.00136,6087.993952,3701.135109,2314.035276,1515.838987,1013.469593,701.580647,493.494835,348.780185,248.333184,180.649115,133.907899,100.996142,77.366307,60.090947,426.844247,343.672357,279.7688,228.633466,187.476662,154.109197,127.40965,105.968896,88.636366,74.118973,62.149559,52.377173,44.31623,37.675784,32.156537,27.55811,23.70931,20.465392,17.727022,15.409242,13.432651,11.744673,10.295249,9.045583,7.926452,6.954903,6.113073,5.386058,4.756238,4.209421,3.732392,3.316626,2.95289,2.633537,2.352593,2.105283,1.887156,1.694509,1.523564,1.37203,1.237485,1.117422,1.010403,0.91493,0.8296,0.752775,0.684111,0.622189,0.566824,0.516841,0.471662,0.430871,0.393963,0.360536,0.330049,0.302363,0.277035,0.253772,0.232637,0.213451,0.195994,0.180014,0.16547,0.152212,0.14007,0.129013,0.118866,0.109585
Mn,25,###,###,###,###,###,###,11233.44224,6693.730195,4092.685482,2560.196612,1675.608579,1118.378628,778.085581,549.512552,390.111519,278.002039,202.394997,150.127605,113.302576,86.844886,67.496622,53.11643,372.390594,302.3123,248.192743,204.121294,167.933106,138.931611,115.64145,96.812188,81.477416,68.686678,57.991405,49.089635,41.744516,35.63783,30.548761,26.288381,22.697787,19.665354,17.097509,14.907915,13.037444,11.433408,10.054238,8.840431,7.778543,6.842489,6.031366,5.327833,4.716822,4.183796,3.719209,3.312533,2.955328,2.640859,2.363964,2.119699,1.903912,1.712388,1.542577,1.391772,1.257137,1.137078,1.029924,0.934115,0.847846,0.770734,0.701171,0.638955,0.58277,0.531973,0.486096,0.444578,0.406965,0.372655,0.34149,0.312977,0.286787,0.262986,0.241373,0.221702,0.203688,0.187287,0.172332,0.158635,0.146157,0.134701,0.124221
Fe,26,###,###,###,###,###,###,12652.87819,7550.003685,4680.096784,2937.538034,1921.648027,1280.476373,889.30282,631.870395,450.423307,322.486091,234.870844,174.264202,131.54595,100.835961,78.374613,61.677203,49.103152,339.604674,277.905528,229.594742,189.311703,156.678153,130.440294,109.216488,91.948461,77.791725,66.081423,56.103534,47.74749,40.786141,34.9751,30.108121,26.004836,22.538808,19.603261,17.099242,14.95893,13.1228,11.54365,10.153293,8.945567,7.895015,6.973031,6.168201,5.462243,4.846214,4.309132,3.838969,3.425913,3.06225,2.741914,2.459155,2.209315,1.987529,1.790815,1.616056,1.460014,1.320845,1.196622,1.08554,0.985501,0.896065,0.815365,0.743167,0.677956,0.618984,0.565714,0.517496,0.473804,0.433933,0.397705,0.364542,0.334061,0.306357,0.281198,0.258297,0.237329,0.218238,0.200829,0.184879,0.170349,0.15701,0.144807
Co,27,###,###,###,###,###,###,12172.72214,8155.878236,5123.548265,3227.400063,2111.707359,1406.516374,976.072493,693.525021,497.885317,357.87582,261.27909,193.826047,146.278463,112.104475,87.109541,68.532594,54.551712,43.876647,299.325127,246.922742,204.444469,169.534396,141.142177,118.164862,99.463186,84.139437,71.557946,61.085265,52.204082,44.629134,38.301739,32.984234,28.499834,24.710071,21.498919,18.759455,16.417307,14.407264,12.677752,11.15416,9.830438,8.678944,7.680076,6.809552,6.044013,5.369115,4.775301,4.255314,3.798369,3.395963,3.041462,2.728599,2.452032,2.206387,1.988478,1.794859,1.621906,1.467598,1.32985,1.206662,1.095682,0.996429,0.906861,0.826725,0.754329,0.688847,0.629684,0.576124,0.527583,0.483285,0.443031,0.406187,0.372334,0.341556,0.313598,0.288143,0.264827,0.243592,0.224222,0.206469,0.190291,0.175437,0.161843
Ni,28,###,###,###,###,###,###,5375.754537,9305.146564,5851.830851,3736.884907,2453.895208,1638.340668,1135.03643,805.207491,578.701359,418.512681,306.650501,228.570072,172.357758,131.930111,102.389922,80.460075,63.971426,51.400597,41.697441,280.411827,233.055996,193.784822,161.113375,134.834181,113.474108,95.967906,81.598864,69.647735,59.716078,51.310742,44.100166,38.009871,32.869368,28.521928,24.833532,21.674588,18.973954,16.655457,14.659355,12.902162,11.374761,10.044916,8.891237,7.88728,7.011856,6.242542,5.567387,4.964756,4.432581,3.963807,3.55076,3.18617,2.863856,2.577581,2.323551,2.097771,1.896045,1.716024,1.555294,1.411524,1.28199,1.166132,1.061537,0.967907,0.883309,0.806795,0.737651,0.675037,0.618279,0.566525,0.5195,0.47649,0.437016,0.401109,0.368478,0.338752,0.311508,0.286683,0.264027,0.243257,0.22432,0.20692,0.190987
Cu,29,###,###,###,###,###,###,1815.149351,8609.627864,6052.716706,3925.929469,2599.609241,1742.497776,1207.642668,855.506105,614.244881,445.799398,327.851992,244.505436,185.016982,141.532133,109.761832,86.195713,68.486902,54.995522,44.592097,36.434532,239.33219,198.564681,166.771828,140.940687,119.011052,100.798871,85.720921,73.111288,62.606554,53.797889,46.395656,40.051937,34.654823,30.08136,26.202502,22.888599,20.047585,17.605009,15.499946,13.64573,12.033822,10.630583,9.41253,8.352153,7.427247,6.6168,5.907326,5.282272,4.73021,4.230946,3.790908,3.402336,3.058783,2.753623,2.482784,2.242018,2.026897,1.834912,1.663392,1.509889,1.371572,1.247848,1.136135,1.03612,0.945736,0.863971,0.790069,0.723135,0.66245,0.607116,0.556835,0.510854,0.468668,0.430282,0.395381,0.363579,0.334426,0.307855,0.283599,0.261355,0.241069,0.222427,0.205354
Zn,30,###,###,###,###,###,###,2030.460286,9969.727295,6755.223952,4316.735008,2877.86877,1942.612389,1346.903944,951.921904,681.852456,494.154846,365.384216,274.79651,208.200683,159.571414,123.574841,96.911014,76.906201,61.684104,49.962201,40.691042,32.954352,216.811582,180.751524,152.617164,129.767015,110.180324,93.833271,80.112862,68.642959,58.998921,50.890881,44.056229,38.198914,33.1967,28.928923,25.279616,22.154409,19.467078,17.149424,15.102958,13.322747,11.772501,10.426698,9.254818,8.232335,7.336185,6.551507,5.861645,5.252995,4.714709,4.235428,3.802084,3.418874,3.078428,2.77622,2.507522,2.267378,2.053005,1.861507,1.690134,1.535639,1.397375,1.272508,1.160694,1.059629,0.968187,0.885523,0.810631,0.74272,0.680806,0.624542,0.573092,0.525893,0.482937,0.44388,0.40828,0.375637,0.345877,0.318703,0.293778,0.271041,0.250143,0.230999
Ga,31,###,###,###,###,###,###,2227.869478,1338.881596,6285.82439,4562.06801,3041.906469,2058.160247,1433.94512,1014.945228,726.658062,526.173239,388.78886,292.397892,223.278693,171.59295,133.173015,104.37167,82.778708,66.356118,53.715683,43.725102,35.4024,28.812468,189.980393,159.045243,134.93362,115.360259,98.55773,84.276021,72.295363,62.184913,53.657792,46.452242,40.340254,35.122205,30.653666,26.799383,23.496879,20.656531,18.207118,16.044873,14.161052,12.516381,11.088285,9.8445,8.759241,7.807735,6.974307,6.241479,5.594793,5.023,4.517176,4.068907,3.666805,3.302714,2.979198,2.691284,2.433934,2.204172,1.998902,1.815179,1.649524,1.501249,1.36736,1.247507,1.13914,1.041026,0.952316,0.871956,0.799073,0.732624,0.672229,0.61701,0.566369,0.520265,0.47833,0.440097,0.405034,0.373061,0.343856,0.31706,0.292608,0.270123,0.249519
Ge,32,###,###,###,###,###,###,2488.353994,1482.33319,6826.819206,4917.094756,3281.699362,2220.341154,1557.013668,1103.767053,790.175803,571.944507,422.293658,317.354348,242.49736,187.625875,146.092986,114.701703,90.906126,72.82408,58.914868,47.933932,38.806323,31.584095,25.897958,170.961546,143.718763,122.445905,105.192463,90.306807,77.594093,66.8266,57.714928,49.986635,43.415729,37.830853,33.069384,28.958122,25.407775,22.346385,19.705751,17.372507,15.340154,13.567425,12.024368,10.678975,9.503714,8.47327,7.570657,6.776776,6.07604,5.456303,4.907958,4.421947,3.990579,3.60595,3.258677,2.944917,2.664024,2.412916,2.188563,1.987746,1.806634,1.644487,1.498035,1.366896,1.248318,1.140979,1.043912,0.955973,0.876202,0.803482,0.737382,0.676955,0.621555,0.571106,0.525205,0.483345,0.444944,0.409917,0.377917,0.34855,0.321746,0.297094,0.274497
As,33,###,###,###,###,###,###,2784.746396,1648.235028,997.414812,5318.805902,3551.465139,2404.86812,1686.968616,1203.217156,862.479753,624.073439,460.655677,345.953833,264.168416,204.679674,160.280243,126.279276,100.182014,80.209208,64.854834,52.745549,42.705568,34.764992,28.512723,23.549956,155.596681,131.325646,112.373668,96.836161,83.577562,72.0894,62.33731,54.036342,46.957364,40.927773,35.786694,31.379322,27.571992,24.27706,21.417137,18.887313,16.682493,14.758307,13.08649,11.628455,10.351572,9.231297,8.249405,7.385688,6.623183,5.948716,5.351829,4.822672,4.352958,3.934106,3.560921,3.227907,2.924834,2.650291,2.404589,2.184352,1.98575,1.807967,1.647323,1.503395,1.37324,1.25544,1.14889,1.052295,0.964656,0.88475,0.812107,0.745675,0.684744,0.62925,0.578753,0.532695,0.490439,0.451891,0.41667,0.384344,0.354836,0.327691,0.302806
Se,34,###,###,###,###,###,###,3004.495243,1803.553406,1084.032394,4948.53105,3755.303285,2547.943965,1786.327998,1277.946575,920.423018,666.42587,491.589008,369.008774,281.483262,217.860371,170.895317,135.211804,107.593686,86.245265,69.693921,56.655803,45.878145,37.35734,30.647289,25.320506,21.056727,138.959681,117.812473,101.10313,87.445002,75.82076,65.647113,56.968621,49.546482,43.208544,37.792874,33.140659,29.146668,25.694606,22.695963,20.024369,17.692825,15.657711,13.887731,12.344054,10.994929,9.809874,8.770062,7.853895,7.044618,6.328592,5.694809,5.132874,4.633937,4.188903,3.792343,3.438426,3.120934,2.83646,2.577453,2.342009,2.129496,1.93908,1.767026,1.612896,1.473492,1.347294,1.233132,1.129592,1.035641,0.950004,0.872152,0.800946,0.735628,0.676128,0.621976,0.572577,0.527246,0.485887,0.448089,0.41339,0.381711,0.352566,0.325844
Br,35,###,###,###,###,###,###,3377.211479,2025.022579,1238.668494,3872.278931,4121.169569,2797.017785,1965.633071,1406.561246,1019.546068,740.836693,545.632687,409.031105,311.71674,240.927349,188.713357,149.614387,119.491472,95.97731,77.62828,63.080372,51.089961,41.613753,34.148735,28.221631,23.478065,19.648645,129.490467,110.127661,94.866385,82.289107,71.679883,62.277788,54.220023,47.323061,41.41642,36.330334,31.956212,28.184122,24.925088,22.017757,19.47099,17.234991,15.290848,13.595146,12.113087,10.811591,9.669823,8.663302,7.77375,6.98493,6.2866,5.66736,5.117426,4.626797,4.189529,3.799214,3.44899,3.135123,2.853568,2.600571,2.368455,2.157015,1.965916,1.79467,1.639759,1.499482,1.37257,1.257547,1.153159,1.057971,0.971413,0.892269,0.819703,0.753587,0.6934,0.638483,0.588076,0.542073,0.500022,0.461413,0.426156,0.393711,0.363956
Kr,36,###,###,###,###,###,###,3684.031746,2202.35789,1343.431539,853.038375,3832.112143,2964.857848,2087.987989,1495.115085,1085.775973,793.369311,586.243312,438.565103,333.526526,257.402462,201.212297,159.206922,127.361234,102.604391,83.155188,67.603871,54.760403,44.614352,36.620583,30.271759,25.18956,21.087596,17.76476,116.626309,99.580693,86.053594,74.891466,65.430926,57.083793,49.878467,43.694777,38.356722,33.757103,29.785409,26.349803,23.325246,20.667151,18.313126,16.250739,14.448096,12.873062,11.48995,10.27661,9.208136,8.264002,7.427271,6.685933,6.027283,5.442382,4.920596,4.455539,4.040398,3.667933,3.334158,3.034874,2.766041,2.522436,2.303302,2.102949,1.920283,1.755,1.605303,1.46983,1.346944,1.235395,1.133695,1.041208,0.95661,0.879011,0.808291,0.743901,0.685135,0.631184,0.581935,0.536907,0.495553,0.457781,0.423019,0.391135
Rb,37,###,###,###,###,###,###,4068.179338,2428.005398,1478.845368,937.034524,3024.596943,3187.674049,2261.552645,1622.651873,1177.923522,865.747112,641.944708,480.949139,365.269302,281.43616,219.787748,173.636868,138.737143,111.965022,90.934886,74.119337,60.091502,48.972988,40.20992,33.248848,27.674342,23.174359,19.529943,16.534671,108.078548,92.560858,80.272613,70.111038,61.389074,53.792709,47.17474,41.446394,36.499722,32.221867,28.516073,25.251265,22.400441,19.9065,17.685706,15.732855,14.017429,12.511522,11.190841,10.027554,8.999599,8.089318,7.282966,6.567133,5.930637,5.361823,4.854881,4.402377,3.996421,3.63266,3.306479,3.013479,2.748376,2.510273,2.294053,2.09914,1.921721,1.75819,1.610165,1.475949,1.354084,1.242888,1.141721,1.049173,0.964276,0.886888,0.816409,0.752072,0.692995,0.639058,0.589733,0.544424,0.503031,0.464925,0.429964
Sr,38,###,###,###,###,###,###,4706.318569,2850.493895,1744.250974,1109.093894,742.223382,3039.910154,2454.571654,1766.030359,1283.240286,943.720776,704.868538,529.637096,402.752514,310.266118,242.0837,191.197905,152.699416,123.186843,100.311997,81.945109,66.722198,54.427372,44.704737,36.976145,30.786525,25.78743,21.737054,18.408955,15.672795,99.996721,85.93129,74.83479,65.518705,57.529541,50.609299,44.505916,39.222209,34.645097,30.673753,27.16925,24.107635,21.428586,19.089699,17.030985,15.177075,13.547795,12.117493,10.858469,9.746041,8.760988,7.888412,7.113952,6.425737,5.81128,5.262734,4.772304,4.332297,3.938003,3.584439,3.266836,2.979484,2.721408,2.487505,2.277333,2.086358,1.911805,1.753559,1.607632,1.475073,1.354212,1.24427,1.143675,1.051382,0.967234,0.890599,0.820625,0.756354,0.697659,0.643969,0.59464,0.549563,0.508057,0.46997
Y,39,###,###,###,###,###,###,5204.943635,3147.847275,1948.154577,1236.004712,825.095654,2384.273821,2651.179105,1914.335949,1392.823755,1023.780204,767.109154,579.787551,441.568186,340.268835,265.516496,209.530175,167.266515,134.885994,109.779336,89.921708,73.343169,60.081942,49.369572,40.836276,33.997834,28.475148,24.001258,20.32437,17.303382,14.796927,93.271924,80.657287,70.402951,61.798691,54.450083,48.003889,42.353232,37.434369,33.158661,29.379903,26.076876,23.185449,20.660489,18.447506,16.499841,14.755224,13.197502,11.826324,10.614812,9.542286,8.5923,7.749401,7.000368,6.33164,5.735192,5.202395,4.723401,4.293461,3.907988,3.561764,3.248486,2.967101,2.712068,2.482905,2.275018,2.086258,1.915003,1.757641,1.614545,1.482872,1.362657,1.252715,1.15192,1.059995,0.976231,0.899731,0.829455,0.765264,0.706534,0.652559,0.603225,0.55779,0.516089
Zr,40,###,###,###,###,###,###,5668.881903,3431.566546,2138.811282,1362.008876,909.794177,621.497567,2469.12828,2042.544238,1490.348586,1095.898809,820.515926,623.658501,477.010663,367.891733,287.184079,226.781549,180.941592,145.880291,118.722208,97.223818,79.574127,65.261926,53.831357,44.528743,37.065937,31.038963,26.155983,22.144156,18.84878,16.115651,13.841969,86.237206,74.892875,65.555957,57.711699,50.978392,45.05318,39.870219,35.335539,31.31858,27.804882,24.727698,22.03995,19.685109,17.618263,15.786232,14.165056,12.701493,11.400243,10.248283,9.227984,8.322808,7.518579,6.800764,6.160569,5.588723,5.075236,4.614754,4.201127,3.829041,3.492388,3.190029,2.915972,2.6697,2.446282,2.24341,2.059343,1.892022,1.73975,1.599205,1.470679,1.352776,1.244241,1.145233,1.05503,0.972626,0.896892,0.827689,0.764359,0.706148,0.652929,0.603902,0.558891
Nb,41,###,###,###,###,###,###,6224.105588,3768.135148,2346.511223,1508.859341,1007.452551,687.573683,2023.8684,2195.418194,1607.289812,1182.082997,884.131391,672.170604,517.072404,399.617615,311.975835,246.376587,196.720035,158.544246,128.989337,105.623241,86.43819,71.139234,58.741096,48.762555,40.594299,33.98524,28.633727,24.237716,20.626332,17.631274,15.14042,13.059086,80.511525,70.169018,61.627994,54.382403,48.119525,42.649473,37.830894,33.544122,29.789668,26.498835,23.623737,21.104275,18.892908,16.94271,15.224633,13.681783,12.308196,11.066088,9.965674,8.988976,8.121215,7.346751,6.656099,6.039237,5.485309,4.988528,4.542652,4.141794,3.778493,3.451635,3.155377,2.889179,2.64765,2.428277,2.229223,2.048284,1.883605,1.732879,1.595394,1.46869,1.351337,1.244243,1.146471,1.057134,0.975024,0.899986,0.831301,0.768156,0.710414,0.657211,0.608357
Mo,42,###,###,###,###,###,###,6663.031878,4035.649628,2510.617845,1624.160548,1088.403985,743.678984,529.069084,2019.92767,1700.45337,1253.594571,936.514781,711.266009,548.509425,425.761438,332.859599,262.849656,209.93087,169.308762,137.73281,112.776708,92.301135,75.967559,62.939425,52.309136,43.681682,36.580741,30.814907,26.079539,22.189955,18.964667,16.282857,14.041853,12.154687,74.139201,64.792544,57.099745,50.512484,44.800608,39.810576,35.318713,31.375237,27.916377,24.894409,22.245648,19.919928,17.868062,16.059733,14.460305,13.03872,11.740485,10.585357,9.54972,8.629383,7.807792,7.075036,6.420499,5.832781,5.305708,4.832674,4.407404,4.022099,3.675561,3.361065,3.077953,2.821039,2.587657,2.375862,2.183326,2.008068,1.847575,1.701143,1.566597,1.442517,1.329182,1.224978,1.129746,1.042223,0.962235,0.889001,0.82165,0.760049,0.703276,0.651133
Tc,43,###,###,###,###,###,###,7159.266235,4361.964,2706.529309,1752.757169,1186.390515,810.735329,576.764846,2172.573568,1810.626061,1337.132423,1001.055917,760.170982,585.780441,456.592337,357.879821,282.729674,225.752922,182.140177,148.267943,121.390208,99.343344,81.788739,67.782687,56.507465,47.256129,39.676403,33.43814,28.294334,24.071079,20.570043,17.658759,15.225875,13.178615,11.449383,69.093791,60.622597,53.554704,47.49576,42.235169,37.517218,33.359772,29.686635,26.47666,23.66258,21.191082,19.010698,17.089159,15.389206,13.879855,12.537886,11.332592,10.22842,9.245774,8.366901,7.582974,6.882655,6.253762,5.689694,5.183446,4.728291,4.315987,3.945239,3.608772,3.305937,3.030904,2.780511,2.553251,2.346638,2.158542,1.986288,1.82911,1.684757,1.551731,1.430206,1.318948,1.217201,1.123307,1.037271,0.958487,0.886027,0.81974,0.758642,0.702517
Ru,44,###,###,###,###,###,###,7696.267739,4721.68342,2939.201281,1892.111977,1284.127404,877.790516,623.474939,452.989885,1622.935314,1358.696355,1057.022255,803.843321,618.936534,482.968229,379.938391,300.765225,240.07919,193.637469,157.677859,129.174371,105.703265,87.002587,72.121499,60.159753,50.441415,42.423606,35.824646,30.331931,25.799122,22.042225,18.91898,16.310941,14.115937,12.263089,10.693114,63.791481,56.205042,49.786369,44.303332,39.408368,35.084241,31.244204,27.8699,24.907237,22.305923,20.010571,17.987365,16.197657,14.608663,13.195522,11.935818,10.807253,9.788427,8.859519,8.030791,7.290298,6.625235,6.028641,5.493176,5.011721,4.575577,4.183384,3.827555,3.50749,3.216695,2.951795,2.7113,2.492162,2.292636,2.109926,1.943202,1.790075,1.648965,1.520044,1.40233,1.294638,1.195263,1.104193,1.020726,0.94371,0.873246,0.808279,0.748587
Rh,45,###,###,###,###,###,###,8294.716376,5104.941875,3219.4249,2061.659901,1392.772801,958.101695,679.299732,492.800873,1769.852763,1507.776793,1131.303032,859.22933,661.398317,515.817313,406.937538,322.832842,258.060996,208.112831,169.445657,138.858768,113.684862,93.55397,77.532297,64.689155,54.288541,45.757249,38.716301,32.832033,27.942359,23.868401,20.482746,17.655749,15.277041,13.269987,11.570776,10.121309,59.766281,52.753258,46.914785,41.760859,37.227381,33.221321,29.651037,26.502305,23.733,21.290254,19.137794,17.233439,15.542591,14.038616,12.700398,11.508082,10.436695,9.466654,8.591116,7.8001,7.089571,6.452109,5.87988,5.365296,4.899146,4.479978,4.099612,3.75742,3.446609,3.163932,2.907204,2.673088,2.459853,2.264392,2.085935,1.922003,1.770908,1.632835,1.506774,1.391417,1.28524,1.188068,1.098913,1.016379,0.940838,0.871129,0.807041
Pd,46,###,###,###,###,###,###,8771.123491,5417.388135,3441.470322,2208.376457,1486.316898,1025.478589,727.51706,526.849183,1266.265533,1398.180839,1197.205569,899.099792,690.059112,538.79512,426.347758,340.24894,272.38112,219.820949,178.959536,146.637445,120.06316,98.845876,81.904108,68.3176,57.347091,48.394696,41.020555,34.861001,29.713329,25.39134,21.784325,18.774192,16.24184,14.105288,12.296857,10.755892,9.438524,55.176686,48.923055,43.551139,38.840517,34.667665,30.97518,27.716375,24.819701,22.264384,20.012562,18.021318,16.253506,14.680693,13.281085,12.033688,10.920561,9.922866,9.017775,8.196088,7.453772,6.784676,6.183977,5.643721,5.154231,4.713998,4.314525,3.955192,3.628737,3.331736,3.061949,2.816411,2.5927,2.387238,2.19949,2.026978,1.867931,1.722569,1.589865,1.468408,1.356577,1.254201,1.160334,1.07385,0.994644,0.921287,0.853701
Ag,47,###,###,###,###,###,###,9429.216815,5846.65055,3721.191985,2412.996776,1614.882175,1109.957886,791.022739,572.260926,413.874531,1458.148968,1277.288071,965.552134,741.368599,577.543755,455.952928,363.922818,292.369417,236.200364,192.350044,157.593213,129.00687,106.221141,88.055228,73.440798,61.630666,52.022013,44.162287,37.587289,32.104985,27.490788,23.583386,20.320047,17.575474,15.260688,13.302054,11.633574,10.208179,8.983895,51.961874,46.294376,41.377584,37.053487,33.098585,29.57858,26.453039,23.714557,21.316248,19.194599,17.310945,15.636344,14.146069,12.81772,11.632067,10.569,9.616433,8.761633,7.977843,7.262913,6.620958,6.043504,5.520231,5.049544,4.622363,4.23804,3.888871,3.571316,3.2828,3.020071,2.780654,2.5611,2.360545,2.176024,2.005608,1.84983,1.707593,1.577391,1.457509,1.347758,1.247115,1.154395,1.069462,0.990972,0.91873
Cd,48,###,###,###,###,###,###,9753.42249,6131.865548,3902.322702,2541.688982,1705.091552,1166.79302,833.498296,603.831868,436.836046,1089.947277,1139.150823,1002.320019,772.812937,602.274113,474.634769,378.173309,304.240561,246.323621,200.73579,164.460502,134.592869,110.791782,91.850952,76.645517,64.318217,54.276182,46.08352,39.286082,33.607025,28.817883,24.790896,21.356354,18.468588,16.032903,13.971972,12.217268,10.7186,9.432247,8.325436,47.642533,42.346695,37.787199,33.815919,30.330728,27.266641,24.526111,22.080612,19.899227,17.957287,16.223215,14.678434,13.297727,12.064716,10.958266,9.966892,9.077334,8.271683,7.543765,6.883289,6.284037,5.740928,5.252323,4.808795,4.40968,4.047029,3.717216,3.41751,3.14466,2.895971,2.667738,2.459176,2.267292,2.090093,1.928085,1.780081,1.644581,1.519826,1.40561,1.300854,1.204323,1.115885,1.034277,0.959215
