L3-M5,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Nd,60,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6521.200533,6173.611493,5674.139585,5080.544167,4455.952442,3887.233356,3316.637827,2847.028566,2443.110551,2104.735784,10800.71519,8803.090096,7234.643559,5987.747305,5811.842909,5231.4463,4702.057049,4077.250553,3520.640325,3047.058159,2646.053553,2304.342931,2011.885815,1763.055694,1551.519507,1369.185115,1212.452858,1076.647454,949.96714,839.584705,744.399773,662.144503,590.738056,528.369552,472.475178,423.273666,380.352743,342.415267,309.056058,279.58222,253.576152,230.363603,209.92921,191.095681,174.375339,481.761398,432.886524,409.15694,497.087665,525.318039,484.280888,447.259784,413.611851,382.621463,354.281228,328.015849,303.955332,281.360882,260.416586,241.319399,223.810562,207.824461,193.231694,179.80819,167.493899,156.196153,145.781832,136.160104,127.291889,119.069718,111.381672,104.215612,97.627361
Pm,61,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7002.112466,6529.635645,5962.42614,5330.778257,4678.269693,4085.29556,3489.854129,2998.985392,2576.10239,2221.428452,1913.806656,9554.182603,7801.611584,6417.842692,6224.741736,5555.843064,4713.488065,4261.053202,3703.472243,3228.321361,2819.566407,2458.136258,2145.44884,1877.544359,1649.890046,1455.865465,1288.371717,1143.753435,1007.978546,890.466546,788.973244,701.405771,625.504593,559.506277,501.98406,451.43115,406.5166,366.439979,330.479456,298.721641,270.709093,245.782226,223.875639,203.982814,186.332712,170.32901,466.768485,421.425827,382.246268,485.103247,442.519518,472.090803,436.43986,404.031872,374.379578,346.817657,321.541906,297.762561,275.687086,255.531394,236.978894,220.040786,204.577076,190.352755,177.304654,165.3344,154.300873,144.154387,134.812226,126.151405,118.071097,110.535268,103.611047
Sm,62,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6857.651945,6679.574452,6066.315028,5426.094842,4779.043702,4183.686148,3579.734344,3078.439414,2644.996795,2280.923865,1964.322733,6581.175987,8123.792915,6680.126594,5537.817669,5386.826008,4861.492821,4161.560882,3779.351544,3294.529447,2880.494179,2522.799637,2205.834641,1933.708217,1698.575314,1497.81876,1326.431146,1177.285319,1038.003068,916.613587,812.295374,721.868677,643.500103,575.387436,516.037757,463.903065,418.285614,377.719056,340.914227,308.226189,279.179194,253.341541,230.64458,210.28135,192.230132,175.809071,160.814789,194.565544,396.936691,359.75979,457.967768,417.979045,445.640858,412.750836,382.646082,354.721546,329.11159,304.941098,282.445754,261.896813,242.969142,225.682368,209.829344,195.232658,181.840542,169.549971,158.222129,147.806916,138.218314,129.348335,121.176319,113.547857,106.50425
Eu,63,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6379.830711,6372.882638,5896.225328,5351.976463,4773.384319,4218.53359,3639.087394,3149.037461,2719.631706,2355.222967,2036.720808,1715.800312,8629.178147,7096.733429,5883.00097,5415.327237,4807.691927,4374.127452,3952.448541,3444.899457,3011.254353,2639.765092,2317.977224,2033.753024,1788.152184,1576.441067,1395.464717,1239.670162,1093.22103,965.95059,855.755719,760.73784,677.943741,605.998716,543.327484,488.285927,440.141944,397.438213,359.552166,325.530608,294.876095,267.507754,243.430449,221.835219,202.711124,185.653551,170.026672,155.821972,143.003669,384.117995,347.780232,443.920861,405.875652,432.307404,400.919066,371.892907,345.257939,320.043872,296.52146,275.035638,255.264094,237.199184,220.565898,205.236255,191.162795,178.232095,166.314931,155.356033,145.26696,135.935809,127.345617,119.32692,111.960425
Gd,64,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8191.616354,7550.498128,6680.588073,5891.230816,5161.109806,4513.210506,3860.510557,3319.95268,2852.614372,2460.010105,2119.152945,1782.145055,5814.674527,7242.475303,6030.19062,5046.393651,4971.554101,4505.637939,3855.001497,3505.375697,3066.79799,2689.603498,2364.184665,2082.034005,1832.748019,1617.352248,1431.524129,1271.591481,1122.814549,992.399136,879.727114,781.843496,697.019269,622.879895,558.293399,501.588385,451.991317,408.030842,369.242128,334.64947,303.76784,275.672481,250.746016,228.391375,208.605209,191.025654,174.948825,160.512158,147.431649,135.578638,362.62677,329.631453,301.373443,383.86894,386.711825,380.17553,353.129376,327.536509,303.664197,281.817652,261.613451,243.149386,226.13047,210.440189,196.018413,182.738844,170.501518,159.252476,148.898005,139.322105,130.506882,122.278819,114.757748
Tb,65,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8545.354441,7428.824288,6879.951468,6088.325457,5356.910518,4706.197999,4039.515058,3480.509555,2993.571915,2583.000932,2225.279097,1869.055952,1580.075554,7841.862243,6496.782394,5410.902418,4539.345925,4476.973817,4088.045012,3520.485397,3217.137867,2821.545865,2482.89831,2188.978858,1932.724903,1706.690547,1511.172567,1341.686929,1184.932632,1048.31512,929.346029,826.23662,736.20745,657.997535,589.452081,529.294575,476.699877,430.105803,389.018678,352.59932,320.348578,291.013109,264.973907,241.257191,220.231185,201.539429,184.48688,169.387294,155.682955,143.178496,131.85902,351.328826,318.327851,292.328635,374.905617,344.673577,369.959796,343.630009,319.407391,297.037464,275.819167,256.422974,238.303914,221.562194,206.221036,192.16546,179.218711,167.35951,156.455286,146.372407,137.091733,128.430441,120.51596
Dy,66,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7906.168542,7039.065569,6652.10215,5987.473164,5342.466391,4749.573877,4122.988589,3580.056559,3098.272686,2686.899123,2323.005239,1948.442338,1647.308644,1398.924989,6797.84615,5661.938284,4750.163683,4702.048457,3982.157181,3653.03983,3170.945935,2910.873205,2559.440729,2258.323324,1996.524991,1766.486243,1565.432139,1390.450574,1227.488374,1086.563847,963.955395,857.264848,764.170731,682.740904,611.731566,549.163358,494.445472,445.973746,403.231674,365.3589,331.832998,301.768724,275.233116,250.661907,228.826535,209.328386,191.543543,175.780009,161.516831,148.703717,137.074332,126.369958,335.971665,306.440588,280.128165,360.043064,330.681206,354.604037,330.196518,307.546944,285.873763,266.041386,247.129913,229.588918,213.602646,199.099059,185.735965,173.45502,162.152693,151.700798,142.075212,133.092475,124.882733
Ho,67,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7882.768381,7212.349472,6794.211024,6130.284249,5490.914032,4901.180281,4276.045418,3728.085346,3235.73323,2812.292714,2434.833399,2039.787415,1723.70465,1464.555726,4753.711929,5966.397592,5004.89647,4228.26075,4192.959054,3693.669776,3303.847558,3021.452933,2658.054289,2345.187495,2074.906073,1839.571645,1631.950915,1450.803741,1280.737299,1133.383034,1006.648707,895.47368,798.653875,713.862194,639.483033,574.145286,516.830657,466.01294,421.218326,381.538486,346.422772,315.047794,287.399773,262.144915,239.695929,219.195827,200.501251,183.921647,168.941873,155.572655,143.441823,132.318985,122.221514,324.337973,294.377213,270.638352,253.385299,320.94942,341.851022,317.247919,294.708738,274.096567,255.269224,237.925955,221.975403,207.292507,193.738907,181.092469,169.399589,158.569765,148.534967,139.16867,130.589953
Er,68,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8534.702,7655.055321,7117.294873,6396.490828,5726.804915,5116.851968,4475.538083,3911.642311,3399.290913,2956.082627,2559.06758,2139.508185,1804.895988,1534.386523,1310.894175,6293.25905,5276.986725,4456.709491,3781.985223,3765.711398,3469.280346,3007.929388,2763.882355,2439.673628,2159.29139,1915.251808,1702.55495,1514.388592,1337.624292,1183.82821,1051.042112,936.482052,835.10201,746.82573,669.292051,600.783746,540.702738,487.435113,440.415673,398.778538,361.941648,329.041695,300.060516,273.936045,250.731658,229.427705,209.967261,192.556659,176.823873,162.753472,150.012555,138.503739,128.04662,118.381655,299.663846,285.99297,262.700817,242.259309,311.981863,287.340278,308.165429,286.405718,266.420915,248.006852,231.194527,215.917142,201.81378,188.716274,176.617683,165.396808,154.9405,145.180111,136.237638
Tm,69,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9471.006748,8318.814201,7324.829735,6781.014903,6049.212667,5397.692103,4720.178491,4129.301857,3590.177066,3121.669783,2700.509787,2251.187639,1894.645518,1607.763645,1374.413872,4415.178086,5568.748706,4702.685764,3990.443598,3988.314984,3413.757298,3159.238077,2759.718407,2547.079416,2253.566153,1999.790004,1778.344251,1584.662932,1400.004377,1239.347531,1100.512638,980.137907,875.769718,782.904404,701.839194,630.271586,567.381416,511.551596,462.044135,418.222273,379.469645,344.864826,314.38953,286.941225,262.584203,240.687554,220.60292,202.277721,185.71932,170.903226,157.490682,145.383316,134.384206,124.348835,115.170412,138.768485,274.014799,253.667191,236.911769,307.179277,283.994351,303.593932,281.413091,260.91398,242.423941,225.955809,210.78316,197.115656,184.592389,172.962572,162.074798,151.908728,142.582661
Yb,70,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9475.879908,8718.442427,7752.353365,7091.727902,6298.467432,5610.544836,4904.894818,4294.633119,3738.300301,3250.960613,2810.645949,2335.949646,1961.11576,1660.740475,1418.733455,1215.928048,5788.538084,4887.279274,4146.334789,3536.938041,3540.380002,3057.85864,2842.901713,2616.665303,2316.451442,2056.101429,1830.518574,1632.094901,1446.298182,1279.818487,1136.367369,1012.112766,904.118542,809.509841,725.514893,651.842255,586.721289,528.818685,477.6408,432.276606,392.083228,356.207403,324.624595,296.192524,270.975789,248.4694,227.838034,209.141824,192.193415,176.818861,162.902903,150.334535,138.920006,128.640639,119.233983,110.557268,102.584932,264.22533,241.729077,221.719972,230.300712,265.101242,284.242047,265.175058,247.772608,231.768907,216.971613,203.158981,190.370282,178.491864,167.393479,157.022259,147.451659
Lu,71,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10390.19937,9430.745109,8298.085654,7514.091388,6634.412622,5889.169174,5138.51486,4495.69258,3915.72373,3407.550529,2946.984144,2445.129044,2050.08622,1734.325048,1480.799244,1271.030765,1097.769374,5079.764112,4318.396585,3691.015528,3727.16806,3194.402219,2972.848815,2598.147927,2402.636761,2133.881626,1900.507821,1696.458644,1506.461193,1336.885962,1186.237903,1056.458632,943.583836,845.076141,758.36865,680.973938,613.143984,552.957476,499.410799,451.907237,409.7696,372.159764,339.056498,309.261202,282.843801,259.288125,237.744776,218.527233,201.050581,185.003368,170.471089,157.304418,145.3476,134.560093,124.690522,115.534886,107.141088,99.058886,255.450308,233.225031,214.601277,198.026478,257.565444,238.027202,257.293763,240.670777,225.301155,211.04349,197.860454,185.619831,174.234325,163.585272,153.722975
Hf,72,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14249.7183,12194.56587,10244.56093,8644.934172,7607.097665,6596.815627,5639.692157,4861.456063,4184.714374,3607.617433,3094.822354,2564.608596,2148.03582,1815.517171,1548.695917,1329.83353,1149.074468,3523.105642,4484.609605,3839.966127,3304.865478,3344.635252,2897.371601,2707.382536,2380.026163,2207.719652,1966.111811,1755.611796,1559.148104,1386.938573,1233.8469,1097.804452,979.986186,877.7217,788.043465,708.390965,637.940783,575.232254,519.481609,470.02143,426.145065,386.883282,352.294012,321.188261,293.622648,269.04797,246.593036,226.640398,208.546786,192.199455,177.343229,163.617251,151.154674,139.907182,129.618807,120.153409,111.48907,103.142034,95.253232,245.692715,225.0991,206.652654,190.888498,249.072017,230.313962,248.265952,232.285913,217.627657,204.099581,191.526176,179.781254,168.795859,158.674963
Ta,73,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14260.30264,12069.75366,11146.05558,9603.117506,8326.978087,7148.888337,6054.62628,5183.032773,4436.782599,3809.295388,3256.966584,2696.646854,2256.864581,1906.155714,1625.092639,1394.457162,1206.218025,1049.415285,4667.547182,4002.997311,3449.989452,2986.631505,3034.218691,2648.416354,2484.262876,2194.187866,2042.715888,1824.686125,1620.866171,1441.857886,1286.170843,1146.774586,1022.777569,915.196675,821.656681,739.525903,666.233679,600.806419,542.828485,491.209416,445.205985,404.087905,367.88644,335.274121,306.377086,280.637595,257.12651,236.242848,217.338942,200.412661,185.029727,170.874818,158.010395,146.243185,135.478084,125.575089,116.510932,107.844454,99.703169,92.26494,237.72033,217.252006,200.23054,184.993695,176.599936,223.001495,234.651053,226.039684,212.148068,199.203856,186.975111,175.537974,164.992318
W,74,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14974.15783,12408.58456,11168.02357,9738.291271,8448.291208,7603.750763,6462.81293,5501.383791,4687.085105,4009.272419,3424.076805,2836.060758,2369.751479,1999.248011,1703.100896,1460.880818,1263.333167,1101.170557,962.244293,4158.401576,3587.213341,3107.723051,3181.174526,2759.904978,2420.794506,2277.783783,2114.64949,1889.349867,1678.784176,1494.003084,1332.5028,1191.726817,1064.680756,951.891633,853.911768,767.984086,692.612518,625.557584,565.036718,511.313447,463.621246,420.84297,383.119006,349.045539,318.851999,291.963666,267.412605,245.618917,225.898276,208.251643,192.245255,177.746959,164.555096,152.327878,141.137935,130.818121,121.367185,112.362362,103.924309,96.231246,89.167916,229.595193,210.641445,193.85958,178.964308,166.092794,216.238334,201.664282,219.012992,205.650011,193.188659,181.524142,170.717753
Re,75,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,15771.53547,13079.19714,11676.40786,9931.580023,8681.570119,7753.019559,6682.144203,5788.872985,4924.844606,4206.961465,3595.096652,3004.330732,2508.10476,2113.740932,1798.849931,1541.400421,1331.693552,1159.486247,1014.507187,2917.470869,3733.885443,3236.188278,2816.931599,2884.727784,2526.216346,2379.649453,2102.430156,1958.422052,1740.992378,1549.644875,1382.640393,1236.434217,1108.46958,992.288691,889.271237,799.163657,720.480493,651.033048,588.794931,532.891807,483.381846,438.896985,399.462879,363.956578,332.437073,304.261365,278.639026,255.834379,235.264852,216.803866,200.129613,184.998004,171.294151,158.85076,147.308111,136.580098,126.665537,117.248771,108.445593,100.432605,93.118184,86.441857,121.7602,201.650185,187.469325,174.407189,162.39257,211.33576,197.26514,213.749578,200.66642,188.415405,177.108218
Os,76,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,16367.75766,13664.76156,11407.79371,10294.15826,8935.586556,7740.79786,6793.047861,5884.329827,5096.997353,4369.519814,3730.462745,3137.515608,2629.976545,2214.517516,1882.768481,1611.697137,1391.032952,1209.950998,1058.297374,930.012094,3859.762634,3345.480057,2911.635523,2544.895609,2612.520596,2300.570452,2173.809373,1929.642106,1790.094549,1593.647893,1421.487925,1271.10847,1139.672954,1024.426577,919.224119,825.468316,743.63764,671.433117,607.711422,550.522188,499.306199,453.501223,413.00766,376.105064,343.567596,314.38059,287.812916,264.181359,242.87293,223.76086,206.496548,190.841558,176.665582,163.798928,152.055577,141.133149,130.944743,121.22551,112.110009,103.821581,96.282295,89.399163,83.11802,77.264605,193.494793,180.085728,167.749531,156.347559,145.810331,190.375562,182.531455,193.560431,181.990666
Ir,77,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,17376.31886,14833.25245,12450.98583,11138.8799,9439.43248,8232.244984,7147.256679,6143.414647,5289.012781,4568.836667,3946.855229,3364.235511,2868.905803,2414.031322,2043.150329,1741.631251,1497.35674,1297.911646,1131.646357,992.647671,2744.293517,3507.842285,3050.848788,2664.28995,2741.291555,2403.342596,2125.869659,2011.832127,1781.795409,1657.664925,1479.535562,1322.656897,1184.761338,1064.827101,959.073731,862.201901,776.140148,700.245479,633.315359,574.222467,521.152012,473.392541,431.356391,393.292697,359.11837,328.617071,300.800612,276.012142,253.684863,233.653275,215.575451,199.182696,184.343469,170.885854,158.598915,147.298712,136.815322,126.735371,117.225373,108.568496,100.665585,93.451818,86.899236,80.877521,75.313613,187.798824,174.963689,163.087484,152.15304,142.046995,185.737175,173.753737,188.961184
Pt,78,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,17678.7851,15561.19226,13257.28575,11180.51531,10062.70549,8742.606726,7388.587429,6472.335484,5559.854696,4795.672015,4137.160752,3517.419804,3008.837474,2581.426477,2202.672358,1871.724502,1603.335312,1385.139433,1203.940104,1053.176339,926.793038,2488.131864,3180.300168,2776.685145,2433.213596,2503.414717,2211.541883,1962.798158,1848.403619,1637.52914,1524.88313,1363.837655,1223.856383,1101.61481,993.108903,896.383196,808.024807,728.689455,658.64777,596.763056,542.065087,492.398841,448.49769,408.941756,373.851933,342.092153,313.152039,287.33166,264.029889,243.143373,224.278386,207.193832,191.727768,177.693416,164.888556,153.15726,142.305253,131.901992,122.106459,113.157445,104.899948,97.36398,90.521,84.233729,78.470616,73.185269,181.780138,169.435522,158.084837,147.600533,137.918866,147.623714,169.151368
Au,79,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,17059.36933,15889.81702,13871.74099,11840.78955,10669.55293,9133.974992,7816.319714,6822.25635,5849.566363,5040.107492,4342.779361,3684.83197,3144.905841,2700.427576,2325.301657,1995.614829,1719.539987,1482.900161,1284.978747,1120.841951,983.835634,868.1992,3340.141449,2911.92731,2548.884339,2238.869991,2305.062386,2048.65478,1808.40102,1705.642854,1583.845029,1416.992565,1270.646435,1143.024389,1030.962782,931.081854,842.117007,760.276993,686.888688,622.083662,564.810072,513.684186,468.025167,426.619485,390.083903,357.432819,327.272235,300.351817,275.998741,254.111182,234.357306,216.464166,200.268505,185.580356,172.185598,159.902413,148.55021,137.740725,127.611962,118.340137,109.741777,101.892081,94.716134,88.114298,82.069972,76.544448,71.454988,176.915613,164.916657,153.86509,143.747306,134.328452,125.738869
Hg,80,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,15656.58202,15527.09765,14067.03433,12267.61535,11145.50968,9579.22422,8193.225659,6988.41285,6104.477739,5249.206556,4514.955641,3821.132816,3254.677565,2788.327045,2405.245188,2077.80457,1792.90551,1555.70113,1356.72457,1186.299881,1038.32224,913.887168,808.637133,3038.969299,2655.188516,2328.742026,2049.959678,2117.313023,1870.004919,1767.241256,1565.009509,1457.76037,1306.636475,1174.533845,1059.190384,957.500063,866.88994,785.289466,710.320212,643.064182,583.612783,530.525454,483.904488,441.177592,403.237452,369.343452,338.521123,310.898176,285.79996,263.221276,242.713216,224.13692,207.336382,192.097271,178.201544,165.467037,153.698885,142.508158,132.032544,122.466468,113.671699,105.635443,98.208357,91.359077,85.084605,79.342092,74.048841,69.191996,158.084278,159.240222,148.756483,138.997774,130.098704
Tl,81,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13997.64386,14287.09241,13645.28401,12295.71858,10736.85942,9876.806623,8378.702588,7261.731148,6341.140926,5454.097207,4691.460967,3957.816886,3363.452978,2875.626498,2475.621072,2140.775678,1857.870884,1611.964422,1403.438785,1228.607646,1081.222551,955.995758,847.594032,2171.507371,2768.892804,2424.514103,2131.344624,2203.11953,1934.008819,1710.229263,1623.104438,1440.134381,1345.028185,1208.143325,1088.445131,983.493578,891.178526,807.9794,733.122177,664.474702,602.838553,547.790728,499.435759,455.826746,416.731003,381.539913,349.551293,321.094534,295.338073,272.125228,251.067202,231.868054,214.430676,198.624828,184.21118,171.013825,158.813942,147.219182,136.370502,126.48511,117.462102,109.213087,101.58346,94.543585,88.075747,82.12574,76.641601,71.608851,66.977281,68.679386,153.510812,143.536078,134.400474
Pb,82,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13268.25359,13526.56954,13529.83974,12387.26897,10971.07836,9584.738784,8715.355734,7551.777583,6449.498651,5661.87949,4881.427731,4090.65052,3458.217013,2949.533933,2536.324333,2194.965057,1913.687787,1674.465203,1459.59792,1276.18089,1121.748276,990.62541,878.899418,783.299464,1983.965667,2532.920536,2223.604361,1958.612946,2018.520908,1774.134736,1570.125303,1493.243932,1330.224831,1247.809259,1124.899998,1016.242724,920.80071,835.631457,758.707858,689.345033,625.835746,568.215049,517.599668,471.954283,431.654359,395.303607,362.071476,332.514683,305.876203,281.935331,260.187162,240.472434,222.494987,206.142403,191.174525,177.456224,164.771947,152.720038,141.446299,131.175716,121.804711,113.238484,105.394534,98.168585,91.503505,85.330203,79.639703,74.412276,69.60015,65.148315,61.055254,148.718128,139.335602
Bi,83,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,12971.79079,13505.5927,13375.52966,12624.72626,11275.16604,9922.8137,9042.056039,7788.877973,6749.871177,5797.709914,5091.330124,4255.934855,3592.333417,3056.92544,2625.072932,2267.361831,1973.827226,1730.5345,1519.843557,1330.854148,1168.759134,1031.370004,914.29159,814.168181,727.981834,2651.686046,2326.480294,2047.628839,1797.204892,1856.099411,1639.004538,1455.195582,1388.399883,1239.618196,1165.718502,1052.446026,952.924654,864.647783,785.906378,714.715088,650.51804,591.342416,538.553625,490.921917,448.860953,411.254278,376.756696,345.896104,318.091611,293.167763,270.656088,250.102769,231.49648,214.579354,199.077886,184.802056,171.596504,159.035382,147.275876,136.564404,126.793187,117.862183,109.73003,102.24583,95.343525,88.954419,83.062144,77.617786,72.597888,67.954402,63.681877,59.69798,144.949504
Po,84,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13057.91043,13833.80556,13206.75358,13018.99878,11654.16629,10284.84489,9005.570304,8101.178453,7012.846729,6065.777512,5324.49087,4446.174945,3753.057668,3192.171275,2740.249386,2367.088495,2059.621817,1805.430877,1590.21003,1405.350463,1238.340327,1092.219434,967.796625,861.376402,769.723178,1929.502065,2465.047487,2161.302397,1895.510527,1668.214685,1730.98634,1534.724703,1366.309865,1307.48974,1170.363489,1102.949499,997.431097,904.147618,821.48954,747.875816,681.268215,620.737891,565.970285,515.788699,471.447805,431.785513,395.713198,363.39133,334.077782,307.794072,284.084006,262.601501,243.042938,225.280386,209.052358,194.127259,180.310878,167.130157,154.76354,143.495167,133.201682,123.795167,115.233103,107.354942,100.119134,93.472703,87.339023,81.632118,76.359706,71.482339,66.99503,62.804391,58.969279
At,85,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,12377.99467,13874.73732,13575.25379,13193.90665,12194.03551,10776.48226,9257.710423,8486.430177,7294.598138,6359.753691,5456.053612,4646.887426,3921.426422,3337.540177,2863.41342,2471.915215,2148.980956,1881.794429,1656.624523,1464.627567,1293.440708,1145.368836,1014.620696,902.874993,806.724306,723.42872,1782.935974,2283.106983,1985.220033,1743.334068,1817.447818,1608.279713,1432.996607,1279.814968,1227.690676,1101.752338,1040.747179,942.322586,855.282254,778.106337,709.414654,646.675304,590.741717,538.945861,492.520239,450.999519,413.203461,379.561501,349.087036,321.550369,296.70191,274.189418,253.833713,235.306725,218.343127,202.766019,188.328327,174.550016,161.619606,149.839071,139.080312,129.249331,120.288422,112.041976,104.480059,97.554232,91.162052,85.247906,79.790078,74.730221,70.02842,65.638133,61.62937
Rn,86,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10409.56083,12917.81502,13193.57559,12193.90423,11971.16649,10609.50521,9133.858024,8357.465915,7204.883596,6272.851102,5417.298331,4595.249282,3885.429648,3306.202066,2835.398063,2446.185336,2126.025829,1859.961349,1635.679458,1446.462042,1285.874796,1147.32666,1020.082518,906.934509,809.651183,725.516741,652.58237,1582.627393,1979.321752,1735.533895,1533.201431,1605.127851,1427.494931,1275.193103,1142.335871,1097.475654,987.652474,933.854118,846.852174,769.756301,701.389581,639.917198,584.760921,534.397285,488.9258,447.696445,410.137171,376.669595,346.482844,319.264958,294.518894,272.100216,251.813678,233.422652,216.629405,201.152914,186.83632,173.184524,160.380025,148.711126,138.048482,128.304266,119.39997,111.201692,103.680989,96.786935,90.425467,84.583566,79.201938,74.207648,69.548474,65.197381,61.218789
Fr,87,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7825.289064,11876.84564,13289.85318,12736.18287,11297.77242,11101.48385,9551.664715,8208.788683,7495.034523,6475.269749,5658.969027,4719.776529,4058.490989,3449.816885,2959.562105,2551.741659,2216.220475,1938.257759,1702.938772,1504.339144,1335.885687,1191.812734,1068.112518,954.622825,851.892531,762.937293,685.851609,618.529976,1443.984088,1834.253797,1617.828041,1431.369532,1497.261648,1331.65548,1191.108711,1068.63134,1026.954317,940.217457,881.770115,801.337047,729.581284,665.039597,607.961689,555.786063,509.222213,466.773232,427.629924,392.722921,361.225195,332.947424,307.299782,283.878134,262.677289,243.443671,225.906482,209.789069,194.845904,180.599788,167.240224,155.066118,143.942728,133.77781,124.5127,115.985822,108.150799,100.947148,94.300808,88.200436,82.581842,77.375451,72.559487,68.059364,63.92345
Ra,88,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2505.142205,6252.805099,10251.9553,11978.25953,11648.03982,11316.50837,10266.64627,8833.991902,7545.457468,6887.084631,5940.17424,5143.70376,4399.499241,3792.829269,3229.2803,2767.79109,2388.312738,2076.014504,1814.546705,1595.381799,1410.692402,1253.290308,1118.269011,1001.841765,895.280834,800.089285,717.849601,646.076828,1495.487553,1899.743534,1675.991447,1482.924431,1315.510169,1377.190725,1235.500193,1109.355258,997.885727,959.74866,907.240791,824.537567,750.537085,684.004899,625.246534,571.844172,524.083957,480.99806,441.11136,405.151813,372.667139,343.495227,317.123791,293.108467,271.174442,251.28061,233.139832,216.50797,201.133005,186.448964,172.660147,160.086444,148.570895,138.049861,128.476067,119.668906,111.582646,104.158617,97.308414,91.003815,85.193375,79.815939,74.875059,70.256551,66.003262
Ac,89,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2772.871562,6730.173887,10750.76667,12362.44544,11914.86532,10622.79884,10392.14947,8950.486957,7658.32802,6997.621641,6046.788148,5270.593952,4515.667129,3899.222245,3329.011656,2858.858468,2469.252438,2146.477981,1875.561123,1648.15889,1456.403259,1293.125605,1152.816476,1032.468264,928.047918,832.594041,747.008442,672.392142,595.37278,1371.925548,1721.53669,1554.763671,1387.00155,1443.731468,1293.636757,1158.661528,1039.918472,944.10688,900.843548,852.788092,776.472964,707.787277,647.094367,591.982663,543.074762,498.7857,458.115315,421.280091,387.472941,357.086142,329.631694,304.730433,282.098054,261.401631,242.534293,225.244705,209.264206,194.019062,179.71454,166.662813,154.691584,143.753005,133.76732,124.575853,116.147749,108.428058,101.304518,94.749161,88.707439,83.113115,77.95952,73.142707,68.727501
