L3-M5,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Cu,29,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10465.1624,8277.349524,6560.592734,5244.032034,4228.653372,3470.549922,2805.834555,2274.492303,1845.524376,1515.029587,10182.00581,8359.698738,7424.891386,6206.569547,5211.028279,4396.621351,3734.176676,3160.45234,2682.993832,2288.81194,1961.864835,1687.889043,1456.188037,1260.453985,1095.534397,956.031309,837.770839,734.822848,645.036016,566.29356,498.866414,440.735983,390.310128,345.599409,306.719098,272.92901,243.631079,217.855179,194.952732,174.76128,156.941244,141.161845,127.393977,115.088992,104.277374,94.698695,86.02087,78.355846,71.473509,65.346331,59.833488,54.874526,50.398546,46.371332,42.70913,39.402981,36.372624,270.056183,248.835241,229.84333,213.394188,198.35975,184.880944,172.506824,161.11436,150.616581,140.916005,131.671804,123.080371,115.122543,107.719542,100.817245,94.481486
Zn,30,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13257.21441,10102.01108,7785.204222,6085.841303,4818.143577,3894.413756,3101.407544,2521.303934,2063.188108,1704.79129,1413.291119,9226.044037,7445.544294,6939.793229,5773.798483,4847.295367,4098.777435,3481.122417,2967.749506,2542.498659,2188.241886,1881.208195,1623.110084,1406.061662,1221.469352,1064.837613,932.026284,818.577801,716.258445,628.385145,553.157941,488.546435,432.761393,384.478484,342.553568,305.940321,273.818107,244.790269,219.253767,196.863008,177.054708,159.150594,143.552678,129.60317,117.372138,106.516537,96.712903,88.048264,80.278602,73.360812,67.139784,61.547689,56.502484,51.965868,47.842153,44.061986,40.621696,37.356657,34.311756,254.996912,234.684468,216.565505,201.151925,187.203599,174.531895,163.127028,152.590358,142.918134,134.00053,125.672981,117.668331,110.20021,103.337
Ga,31,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,15572.00925,11681.50554,8902.318101,6897.222881,5419.077346,4352.139413,3443.338022,2782.94294,2264.757109,1861.761291,1536.257032,1245.063251,7903.048925,6463.42927,6119.234286,5131.117746,4330.978259,3679.774031,3136.880045,2687.460356,2311.214544,1995.253592,1726.867116,1496.209546,1301.585809,1135.303842,993.73865,872.784184,763.4224,669.532856,589.173085,520.182183,460.656473,409.153231,364.444738,325.406067,291.380373,261.429398,235.029626,211.091886,189.91371,171.151394,154.757259,139.680861,126.474587,114.751959,104.158827,94.803161,86.418215,78.952958,72.241128,66.208986,60.768005,55.875963,51.430187,47.356679,43.650402,40.137463,36.864553,33.904371,31.215175,28.779443,214.154832,197.579412,182.991221,170.511099,159.016043,148.759008,139.382654,130.708295,122.791124,115.380026,108.428398
Ge,32,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,16577.26172,12680.8508,9847.358883,7771.807628,6145.745205,4919.61972,3876.897234,3121.36215,2530.343014,2072.450516,1704.359655,1377.009648,1124.469601,7017.954676,5796.913012,5527.700214,4669.259652,3966.57044,3383.680898,2897.952821,2492.488728,2152.604497,1866.384526,1623.892733,1413.365865,1233.566751,1080.797521,949.089031,830.158529,728.053142,640.60289,565.41723,500.564925,444.468584,395.784447,353.278811,316.247304,283.656237,254.959513,229.681243,207.404335,187.142805,169.157119,153.058594,138.927101,126.135864,114.465033,104.152551,94.91464,86.693029,79.302973,72.662121,66.673641,61.291249,56.401045,51.923977,47.851865,43.997121,40.409198,37.164569,34.218427,31.547842,29.126254,26.914081,83.986564,184.846088,170.926338,159.203536,148.69367,139.040822,130.475918,122.467254,115.174113
As,33,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,18427.93507,13994.10826,10770.60159,8424.665002,6681.214437,5407.975633,4309.348718,3497.434415,2832.272614,2314.046349,1898.186656,1529.707845,1246.269611,1024.682874,6320.045576,5251.641687,5048.060872,4291.321198,3662.031739,3138.545638,2700.683704,2331.223947,2020.329691,1758.049146,1535.635005,1344.626297,1178.226157,1035.515775,906.214278,794.53036,698.977826,616.955149,546.201735,484.908186,431.678283,385.214472,344.743095,309.12442,277.776185,250.168276,225.835385,204.17022,185.201762,167.911537,152.379321,138.538473,126.027758,114.79521,104.611612,95.526906,87.363196,80.030392,73.419327,67.477705,62.080564,57.143838,52.655092,48.412436,44.46787,40.900552,37.661488,34.725129,32.063332,29.631657,27.41532,25.394228,23.545282,174.495206,161.61319,150.051828,140.372441,131.349661,123.251514
Se,34,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,20017.23529,15245.53977,11727.19489,9151.431514,7233.043526,5836.121799,4634.651798,3752.205128,3054.303875,2508.945439,2068.217736,1672.193036,1358.536226,1114.089448,922.7458,5598.717466,4685.796216,4539.260965,3871.162915,3320.89444,2858.377267,2470.182642,2140.380623,1861.835766,1625.410922,1423.999341,1252.071991,1102.869477,966.441311,848.82549,746.670414,658.798756,583.023495,517.490009,460.633357,411.006046,367.71373,329.587464,296.047894,266.5042,240.478539,217.31506,197.039842,178.805646,162.742104,148.333925,134.939438,123.013831,112.295992,102.649445,93.960482,86.052446,78.924533,72.520448,66.704582,61.38956,56.558455,52.000683,47.768913,43.941437,40.465751,37.314558,34.458047,31.848274,29.469774,27.301311,25.315476,23.500082,21.838944,24.505331,149.578347,138.987769,129.752826
Br,35,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,22226.15368,17022.20799,13135.59127,10268.37444,8123.088941,6556.597589,5208.400233,4218.41279,3433.305643,2818.760764,2322.357923,1882.927279,1541.104139,1271.920912,1052.90548,876.091119,3665.792411,4367.258908,4251.332896,3639.737058,3137.523684,2712.078767,2353.707665,2048.635503,1788.851289,1567.341994,1378.07677,1215.582549,1069.734197,940.472406,828.95357,732.313805,647.690334,574.537983,511.104451,455.762784,407.591701,365.222168,327.942394,295.044938,266.085379,240.321653,217.772472,197.504215,179.662783,163.757904,149.321216,136.39999,124.68214,114.032292,104.441494,95.765644,87.936392,80.784945,74.29015,68.360139,62.971802,57.89751,53.192408,48.936321,45.071021,41.566167,38.388531,35.48501,32.838617,30.425853,28.216033,26.196924,24.349412,22.650657,21.09497,19.652467,144.050946
Kr,36,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,23831.2376,18410.2236,14277.54689,11192.15562,8865.155411,7158.779613,5685.781818,4603.287922,3745.34123,3072.562934,2527.341152,2047.61269,1674.537576,1379.743914,1147.347622,960.058163,809.753396,3315.356366,3957.589884,3869.819358,3324.078196,2875.853384,2496.505824,2175.187897,1901.079503,1665.901506,1464.936309,1292.13033,1137.847157,1004.453741,887.60482,784.400492,695.272274,617.329707,548.947492,489.112509,437.010044,391.221001,350.98302,315.591971,284.447999,256.749581,232.471061,210.662331,191.483678,174.391796,158.892909,145.147618,132.77329,121.663794,111.622802,102.378835,94.034604,86.488446,79.628253,73.276851,67.487228,62.047059,57.010943,52.454847,48.316341,44.563395,41.160884,38.051646,35.217401,32.633005,30.265762,28.102652,26.123201,24.303197,22.637621,21.091701,19.685837
Rb,37,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,26333.63341,20289.70995,15733.66497,12340.7047,9779.509821,7900.344792,6276.859718,5082.816419,4135.863311,3393.181522,2789.287865,2256.299638,1843.292484,1518.983757,1262.126733,1055.068724,889.181446,755.39068,1142.641216,3674.069471,3109.230735,3092.439655,2693.778447,2355.395127,2061.188541,1807.787195,1589.862095,1399.952315,1234.485548,1089.604098,964.919187,856.117773,760.089948,675.541165,601.514034,536.301388,479.240452,428.896732,384.539849,345.515849,311.195682,280.720006,254.054541,230.15559,209.09741,190.332437,173.293246,158.211737,144.638831,132.524534,121.598471,111.723869,102.794886,94.569692,87.088439,80.233298,73.993541,68.075143,62.557468,57.565179,53.030166,48.917139,45.187508,41.778904,38.671547,35.838023,33.242272,30.869845,28.698551,26.70199,24.874895,23.178863,21.636877
Sr,38,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,28164.58189,22892.05728,17845.51947,14056.18115,11185.99734,9065.411728,7224.233037,5864.751232,4783.684076,3934.156265,3247.205295,2653.131674,2172.560677,1791.418046,1491.046634,1248.134574,1052.680736,894.909399,764.937696,657.685718,3434.130508,2942.768817,2929.095568,2555.231568,2239.285829,1965.511951,1730.704408,1524.991495,1344.886917,1186.984052,1051.032594,933.509395,831.499192,740.948765,661.12311,590.137887,527.766427,472.622135,423.918128,380.9928,343.155938,309.473706,279.974233,253.545786,230.269111,209.594049,190.818889,174.185232,159.215048,145.841422,133.78606,122.921514,113.097406,104.233139,96.158843,88.658784,81.806937,75.36446,69.394335,63.957124,58.92762,54.365419,50.227819,46.445797,42.997103,39.851139,36.968843,34.33478,31.923871,29.70661,27.676819,25.792435,24.078901
Y,39,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,30104.63756,24667.17209,19583.53814,15473.51455,12328.75232,10006.51775,7983.759288,6484.81599,5290.458602,4350.910806,3590.136744,2936.07006,2420.761143,2000.915576,1663.378073,1391.210631,1173.066089,996.13128,850.51191,730.564979,631.054849,3198.517651,2766.66444,2760.730417,2418.106655,2128.30527,1876.330839,1654.580902,1459.837143,1288.19748,1140.417994,1012.680938,901.814429,805.436546,720.625291,645.092352,577.757322,517.855817,464.682965,417.730718,376.245687,339.40301,307.164577,278.120566,252.52546,229.768658,209.113815,190.843289,174.407717,159.750261,146.534588,134.59444,123.800941,114.079178,105.225436,97.139255,89.773048,82.78427,76.263022,70.342354,64.93194,60.015111,55.467158,51.291757,47.484199,44.010672,40.828213,37.918233,35.254443,32.804726,30.562354,28.480677,26.587874
Zr,40,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,29808.16973,25364.40923,21040.83796,16721.59328,13358.91046,10855.79301,8676.050137,7057.072059,5761.709968,4741.668705,3914.893517,3200.141109,2639.163685,2194.163376,1832.536504,1533.12717,1292.633002,1098.620195,937.885612,805.191153,695.197643,603.154158,2148.622056,2580.664493,2579.700636,2267.643742,2002.703797,1768.501022,1561.533094,1379.160939,1220.992594,1083.9865,965.01835,861.62464,771.308111,692.057119,621.53258,558.617127,501.749542,451.399912,406.768528,366.954134,332.046029,300.756695,273.190663,248.635241,226.329872,206.511714,188.686988,172.790335,158.465331,145.565286,133.903096,123.377447,113.792128,105.037499,97.062887,89.588057,82.673893,76.362514,70.509871,65.189601,60.333575,55.88281,51.788029,47.994887,44.519939,41.343938,38.437126,35.763982,33.316711,31.044997,28.979238
Nb,41,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,27021.28548,26962.09725,21886.9913,18270.65141,14635.79764,11905.81792,9513.64672,7741.986004,6325.791004,5206.916571,4298.754372,3513.816624,2897.185696,2407.448845,2017.691594,1697.678436,1431.935458,1216.054543,1038.502269,891.610148,769.424998,667.215153,581.357031,2028.648841,2435.549306,2153.474904,2152.495509,1903.216134,1684.001638,1487.463206,1317.016019,1169.202755,1040.587445,928.639471,830.838197,745.008631,669.920357,603.293815,543.244359,489.633581,441.6256,398.602292,360.794552,326.750672,296.74662,270.091668,245.888166,224.453173,205.150746,187.848002,172.255716,158.201081,145.49764,134.05137,123.628621,114.114028,105.448365,97.323953,89.807732,82.977119,76.740406,71.06198,65.804872,60.970088,56.543256,52.480557,48.753105,45.286203,42.098077,39.166501,36.482796,33.991855,31.727406
Mo,42,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,25428.42359,26263.95832,22937.67108,19370.94606,15598.33666,12720.54134,10180.82415,8284.81557,6771.588001,5577.303711,4606.805748,3762.464878,3100.630006,2575.873032,2158.597634,1819.705445,1544.531317,1313.911575,1121.935352,963.711705,832.128866,721.632361,628.715219,550.330261,1874.441533,2261.138142,1978.595569,2010.134651,1779.694069,1576.49995,1396.804067,1239.864036,1102.803064,983.799685,879.899007,788.733413,708.871746,638.150191,575.746583,519.944638,469.900214,424.690544,384.793352,348.589922,316.641261,288.173455,262.328516,239.457778,218.878205,200.512933,183.947395,168.942388,155.379658,143.143798,132.002797,121.842067,112.589999,103.918181,95.89712,88.606756,81.947915,75.885074,70.355541,65.281344,60.607561,56.275354,52.299053,48.634656,45.270201,42.16422,39.272073,36.58787,34.147948
Tc,43,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,22883.83041,22912.67252,23375.95669,19348.848,16459.42506,13515.27417,10883.86663,8887.501043,7274.873451,6005.278906,4973.079268,4064.381793,3345.04478,2777.069598,2326.637354,1961.738772,1667.69277,1428.667264,1222.701705,1050.146884,906.826354,786.810714,685.593538,599.96913,527.24687,1761.308308,2125.746191,1867.962066,1895.434712,1678.003106,1488.150643,1322.627986,1177.753461,1051.341788,940.624282,843.048323,757.60998,681.944851,614.993283,555.701443,503.202628,455.457893,413.167368,374.638455,340.585684,309.968791,282.168461,257.540366,235.382858,215.616855,197.799539,181.748165,167.233024,154.083752,142.108859,131.161861,121.188962,111.848624,103.214254,95.369725,88.215186,81.700095,75.756148,70.300761,65.301722,60.713522,56.496765,52.574244,48.962201,45.630009,42.547808,39.684013,37.059623
Ru,44,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,18111.64765,21553.76859,20309.61719,20461.47976,16862.54029,14494.67688,11674.05151,9546.66284,7820.936274,6450.226543,5345.87819,4413.751603,3643.44248,3016.896901,2521.582551,2121.126079,1798.996498,1537.995241,1322.361093,1138.769529,982.715184,851.70659,741.718983,648.760409,569.55857,502.059661,581.25758,1992.629057,1726.740056,1702.871206,1503.225184,1346.982948,1228.469888,1106.830803,994.872657,891.72694,801.124552,720.824492,649.883845,587.086538,531.511058,481.795793,438.039587,397.580042,361.726814,329.494361,300.167397,273.934179,250.335259,229.28476,210.311795,193.220077,177.76614,163.83874,151.152329,139.542308,128.960821,119.02687,109.827268,101.469938,93.848091,86.908169,80.591489,74.79654,69.488818,64.622157,60.1484,56.024548,52.233526,48.729026,45.465666,42.431671,39.653761
Rh,45,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13974.34822,19224.13151,19932.42634,20133.36766,17803.12939,15468.9189,12521.47546,10259.55453,8426.843839,6961.921614,5774.646558,4777.76452,3974.50525,3304.496138,2757.312593,2314.558948,1958.931536,1671.458714,1434.258801,1238.311048,1072.102954,929.411079,808.605315,706.861972,620.469186,546.471286,483.291847,428.795271,1341.093874,1642.44,1675.791395,1491.608081,1329.994634,1187.908613,1063.186114,953.082648,856.325369,770.530797,694.542222,627.283008,567.761661,514.563251,467.764065,425.388248,387.851786,353.478245,322.196599,294.266788,269.091085,246.45218,226.048023,207.663891,191.042461,176.06905,162.430354,149.976197,138.629759,127.976288,118.10889,109.135676,100.926308,93.452291,86.650885,80.412031,74.703707,69.479733,64.676967,60.262546,56.206496,52.459744,48.992446,45.76583,42.80592
Pd,46,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6632.802365,13491.45406,17280.42173,17218.36124,18164.15525,15425.5075,13154.95189,10824.03967,8909.321751,7381.628214,6131.538315,5069.982259,4217.280849,3527.79761,2958.983056,2481.853696,2097.381692,1786.868172,1531.029274,1319.918944,1144.720272,995.504056,867.066001,757.26866,664.095913,584.680935,516.597723,455.499298,400.610543,1222.092469,1529.59117,1419.58925,1418.289219,1260.291488,1121.625037,1000.119872,896.004446,804.739513,724.875483,654.510884,592.614404,537.498063,489.071436,445.379039,406.663214,371.632369,339.582856,310.334119,283.951331,260.200607,238.770435,219.346626,201.785599,185.959752,171.545321,158.384701,146.395468,135.146224,124.732368,115.265311,106.615353,98.738709,91.549007,84.949917,78.91178,73.38515,68.304707,63.646834,59.369742,55.421905,51.787603,48.403698,45.301939
Ag,47,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4366.443899,13120.00062,16956.94681,17526.47611,16688.93341,16310.10108,13459.7328,11606.62823,9576.78523,7941.822061,6606.470854,5473.925763,4558.458071,3814.566367,3212.264406,2713.701287,2290.099214,1946.607854,1664.175435,1431.633604,1238.952759,1077.863039,941.082425,823.480341,721.830448,635.118942,561.128832,494.663589,434.926174,381.124018,1157.713515,1444.593788,1302.149986,1340.955032,1199.644278,1073.00686,962.233843,864.383567,778.718224,702.91566,635.846504,576.138846,523.711737,476.500643,434.722125,397.353115,363.224121,332.516465,304.716835,279.367485,256.479773,235.692667,216.892967,199.877003,184.378057,170.225657,157.333008,145.233037,134.029709,123.850005,114.563184,106.106073,98.396514,91.321271,84.839224,78.892882,73.426927,68.412707,63.80804,59.560406,55.661977,52.03167,48.716567
Cd,48,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3236.842805,2783.423742,16502.44617,17087.60905,15588.34324,15491.32851,13709.30114,11920.11497,9900.447305,8265.094104,6918.541815,5741.351478,4780.676449,4000.207524,3365.980986,2843.896074,2418.502292,2059.103862,1757.722438,1509.598042,1304.169358,1132.637935,988.736927,866.828933,762.024455,670.464487,592.024216,521.878909,459.035974,402.293996,353.858894,1079.122674,1335.712098,1196.652426,1235.712554,1110.132106,998.974615,899.986042,811.441013,732.920798,663.264513,600.799348,545.782952,496.204699,452.356247,413.16679,377.450207,345.664208,316.915116,290.886453,267.342009,245.79729,226.302755,208.577708,192.42967,177.6546,164.188736,151.547446,139.840877,129.20539,119.504703,110.671604,102.631835,95.255902,88.5034,82.318002,76.631084,71.399516,66.59163,62.155906,58.080728,54.286276,50.826749
In,49,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4506.267778,3705.814505,22032.53541,19883.8344,17132.39717,14493.08943,14157.05092,12081.12285,10478.15368,8763.8422,7353.668995,6100.517183,5084.593297,4254.402905,3584.132763,3030.736716,2577.903989,2207.450507,1893.999703,1624.911441,1401.20524,1214.727798,1058.478209,926.928711,815.262844,719.337,635.497262,560.049562,492.423873,431.761141,379.758401,335.092497,1039.32101,958.963876,1124.773774,1159.464547,1045.486818,944.677551,855.525621,775.359376,703.023158,637.551426,579.616477,526.860195,480.144086,438.270776,400.127191,366.168618,335.531184,308.102162,283.2862,260.614172,240.087287,221.410076,204.384807,188.708702,174.400216,160.962048,148.513689,137.206121,126.895828,117.508298,108.961818,101.121173,93.946696,87.380239,81.343016,75.803864,70.716166,66.018997,61.690602,57.660372,53.983385
Sn,50,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4906.368712,4209.789269,3586.551013,25432.4453,19951.08125,16119.54234,12856.83618,12671.47214,10523.29171,9183.383022,7700.962506,6390.122971,5337.394997,4474.291177,3768.102291,3186.985248,2711.411646,2321.142488,1994.659739,1722.450584,1486.316438,1286.579814,1119.240431,978.609765,859.505847,758.131357,671.149714,592.307352,521.000895,456.725208,401.932561,354.842151,314.123032,552.894884,853.497939,1053.737669,969.28456,978.11693,886.360879,804.569913,731.636928,664.761129,605.187495,550.494336,501.975771,458.18913,418.292749,382.702482,350.594454,321.823747,295.831835,272.335317,251.048028,231.59166,213.849526,197.558919,182.692527,168.658269,155.606957,143.750598,132.934965,123.08832,114.128137,105.90923,98.387528,91.500948,85.170073,79.365781,74.035812,69.117856,64.600911,60.394169,56.550629
Sb,51,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3937.162147,3667.952529,3353.52814,3030.096529,23750.56093,18116.2936,14024.28197,12796.92556,11102.25287,9241.131017,8091.752454,6717.294695,5611.75814,4716.302499,3979.484553,3365.109596,2863.41228,2451.009569,2107.116677,1819.551406,1578.594647,1370.660788,1192.361521,1041.324294,913.624312,805.079502,712.53316,629.867422,555.567161,487.66382,429.25211,379.055635,335.836862,298.343203,265.745151,808.778089,999.124622,887.615365,925.492885,839.454266,764.073782,695.529681,634.627079,577.989974,527.604216,481.787543,440.005874,402.598433,368.838193,338.530103,311.151665,286.39746,263.973913,243.670629,225.147069,208.087145,192.502697,177.811934,164.162807,151.731298,140.306002,129.904991,120.434658,111.747483,103.798317,96.521415,89.832512,83.700201,78.069577,72.87498,68.105289,63.663629,59.612629
Te,52,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3712.813726,3493.598572,3211.483832,2897.518104,3728.839446,19872.08497,14878.0423,11793.7009,10869.40775,9513.924658,8306.677494,6886.613833,5753.055534,4837.465924,4093.611402,3467.987971,2950.514876,2526.014924,2172.144657,1877.354815,1630.111845,1420.318283,1240.27549,1084.964381,951.038677,837.321361,740.480599,654.455703,577.786683,508.923767,448.698216,396.488489,351.191361,312.160857,278.26556,248.723215,751.322537,928.264866,824.469304,859.094823,780.137869,710.396733,649.196942,592.177371,541.361863,494.790459,452.248707,413.898547,379.268376,348.11394,319.965738,294.478361,271.393158,250.548733,231.530007,214.082873,198.15347,183.135667,169.179283,156.450588,144.713476,134.025412,124.249952,115.274656,107.060947,99.539518,92.626938,86.288126,80.468317,75.100189,70.172082,65.583735,61.399749
I,53,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4228.032161,3875.829722,3501.523167,3123.767124,2754.462226,22698.85684,16679.38796,12987.4578,10407.58015,9760.47918,8604.477153,7496.286164,6253.128919,5250.606921,4440.952061,3770.434476,3211.146349,2747.472633,2360.549073,2038.380934,1768.972886,1541.62912,1348.754722,1183.879922,1041.323003,916.123891,809.585862,715.079314,631.073286,556.100238,491.67007,435.609915,386.324494,343.370381,306.02177,273.48142,245.140269,734.798637,648.463162,808.583715,841.13904,764.600082,697.581308,637.249718,583.631736,534.070154,488.711208,447.564617,410.357991,376.721547,346.320115,318.745936,293.769638,271.188565,250.58627,231.799054,214.664185,198.515981,183.510875,169.816966,157.18277,145.670123,135.05823,125.29833,116.363313,108.175381,100.651148,93.746241,87.406258,81.559322,76.191887,71.195513,66.640364
Xe,54,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4916.765773,4374.104806,3864.445792,3393.311656,2961.176441,2590.197297,18140.23021,13900.56483,11016.12727,8932.443712,9027.903617,7525.943248,6593.250883,5520.840251,4658.275572,3951.979554,3373.888774,2890.411328,2480.562009,2138.784397,1853.08258,1612.56513,1409.280074,1236.825068,1089.605615,963.192453,851.264033,751.33287,662.578552,583.556146,516.017833,457.814223,407.379856,362.682228,323.499803,289.013607,259.031449,232.596849,691.899098,611.261886,763.671551,685.111243,721.672902,658.954426,603.339395,553.002206,506.822834,464.624601,426.394335,391.617567,360.16,331.518759,305.573225,282.083311,260.651516,241.098812,223.264492,206.574658,191.145783,177.033227,163.940643,152.00463,141.019436,130.914493,121.621747,113.037719,105.151304,97.922512,91.287942,85.168803,79.544877,74.310988,69.539902
Cs,55,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6085.375514,5434.966577,4743.000619,4092.223226,3510.422655,3028.073426,2566.123429,15176.04143,11930.12366,9632.953342,9150.629151,8025.770358,6705.731707,5919.969325,5011.832417,4256.349439,3633.280443,3117.169614,2675.402424,2306.489832,1998.207939,1737.753217,1517.229379,1330.21397,1170.777498,1034.406754,917.579777,811.822618,716.375723,630.928503,557.790488,494.858623,440.511268,393.231386,351.703111,314.853267,282.720367,254.291298,228.921451,580.086671,592.140616,739.333864,663.869906,697.30334,637.627861,584.915909,536.549992,492.533985,452.565793,415.958399,382.803391,352.449171,324.945093,299.986733,277.212886,256.416397,237.443621,219.710407,203.332073,188.380488,174.610666,162.045678,150.431883,139.7337,129.885601,120.776188,112.403098,104.669749,97.558231,91.00166,84.98317,79.382699,74.275746
Ba,56,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6136.511841,5695.788269,5059.242192,4388.757307,3761.461789,3234.902374,2730.304461,2328.033377,12519.66047,10067.81265,8228.706882,7834.353716,6939.682861,5868.518886,5243.371074,4458.587733,3803.10669,3260.35649,2799.528084,2414.524001,2093.022647,1820.73493,1589.096035,1392.162596,1224.424665,1080.946779,958.085284,849.11931,751.693608,662.532923,585.571484,519.154751,461.708852,412.06117,368.822036,331.032747,298.004918,268.681242,242.167775,218.580379,197.591207,559.764671,599.253974,628.485276,659.619605,604.127845,553.648838,508.794341,468.00856,430.551843,396.576547,365.278238,336.907311,311.047074,287.447565,265.878741,246.197768,227.799737,210.805559,195.322438,181.160972,168.23041,156.271167,145.247888,135.098476,125.711973,117.078146,109.047541,101.647872,94.820983,88.531615,82.680288,77.34783
La,57,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6210.549557,5843.640112,5258.208269,4600.367181,3964.378314,3421.281534,2894.585559,2472.130098,11365.63975,10684.45525,8718.868081,7153.409626,6879.575275,6163.268265,5505.42588,4709.897522,4027.221352,3454.925804,2972.930165,2565.434801,2222.836867,1934.592488,1689.90902,1481.119241,1302.506768,1149.869033,1018.981411,902.84295,799.629613,707.448528,626.024873,555.160243,493.594647,440.30122,393.886919,353.329342,317.97593,286.688183,258.983107,234.194468,211.955582,191.9332,535.645508,484.17235,607.862382,580.978982,585.404136,537.334696,493.758311,454.213651,418.363748,385.483267,355.667618,328.483084,303.666387,280.939331,260.188615,240.76412,222.802935,206.438126,191.468087,177.799419,165.30399,153.806829,143.187527,133.316981,124.232645,115.794817,108.018629,100.826648,94.128212,87.897015,82.218604
Ce,58,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6686.109913,6210.754073,5600.077587,4921.384862,4249.013551,3666.760601,3097.891586,2640.200013,2252.200774,11905.52373,9507.030978,7724.416141,6909.82069,6588.392085,5570.267579,5008.459431,4299.95679,3695.251219,3180.838031,2747.674837,2382.572674,2072.018275,1809.240537,1586.112781,1394.521541,1230.038704,1089.459228,964.709666,853.819547,754.863188,669.627784,595.072487,529.055462,471.739704,421.782659,378.086696,339.995776,306.325157,276.742152,250.429707,227.010182,205.812064,187.029579,522.706002,468.606855,587.784825,534.493129,566.66396,521.311333,480.252393,442.937902,408.344928,376.959722,348.193744,321.928051,297.830634,275.819869,255.214342,236.160296,218.80192,202.927496,188.433617,175.20344,163.033375,151.82918,141.479873,131.947075,123.070988,114.881506,107.301706,100.234042,93.655379,87.630563
Pr,59,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6408.002964,6089.090406,5588.335963,4982.08194,4347.415921,3781.388726,3216.542875,2755.359115,2360.053551,2030.34441,10374.87889,8302.306375,6794.971226,6573.824942,5892.7277,5025.324474,4554.432667,3924.36608,3382.513588,2924.288137,2536.769925,2206.745479,1926.472253,1688.676425,1485.760993,1311.013007,1160.981251,1027.881468,909.620346,803.924396,713.024713,634.272312,565.647975,504.506963,450.972355,404.112398,363.250622,327.134593,295.400504,267.347857,242.582514,220.157317,200.301464,182.229486,506.916845,455.067354,570.308787,519.243996,550.226124,506.92716,467.648063,431.675944,398.998128,368.756973,341.125486,315.659267,292.370234,270.55012,250.360002,231.965014,215.138756,199.775596,185.753048,172.854107,161.019379,150.158983,140.147772,130.794771,122.154086,114.158102,106.728894,99.807873,93.44086
