L2-M4,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
V,23,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5760.509664,4307.447401,3291.121732,17841.73525,19552.73363,17494.97287,13692.5952,10929.55522,8777.206708,7084.257037,5728.55125,4619.958426,3751.938392,3068.638177,2528.665924,2096.990785,1745.094017,1467.632632,1238.315387,1050.063835,892.865151,759.956048,650.120135,558.587575,480.740628,415.458987,358.997457,309.810661,267.057243,231.065825,200.638497,174.786906,152.737259,133.878674,117.612992,103.693484,91.650015,81.135314,71.981622,479.970591,526.774666,471.374311,424.135715,382.994386,346.884408,314.424817,284.771367,258.008032,233.841651,212.160853,192.61815,174.954449,159.117833,144.657464,131.569365,119.78175,109.18258,99.540179,90.789815,82.629311,75.254794,68.600878,62.538142,57.084821,52.102238,47.622908,43.562081,39.83934,36.459144,33.38558,30.585627,28.0427,25.703263
Cr,24,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6593.258447,4936.506323,3769.343634,2931.364841,16103.39726,17896.38141,15634.76557,12486.39489,10032.53478,8125.986758,6585.686343,5323.581581,4331.196046,3544.036537,2921.20773,2422.042152,2014.813295,1693.636951,1428.143325,1210.673491,1031.714479,882.715498,756.747089,649.720114,560.521407,484.861631,419.031431,361.616263,311.799248,269.858857,234.385107,204.23476,178.512006,156.521186,137.543735,121.291656,107.230319,94.951663,84.260378,74.968175,66.82644,59.686503,483.086855,432.836379,391.040973,353.985553,321.161768,291.667267,265.149358,240.92774,218.911282,198.945067,181.026301,164.631312,149.787406,136.427216,124.414641,113.530053,103.678977,94.753882,86.634996,79.071038,72.169266,65.882037,60.137015,54.963287,50.272645,45.973391,42.07011,38.52127,35.288606,32.352737,29.651844
Mn,25,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7527.813916,5612.52508,4268.830957,3306.326263,2598.912466,13696.99252,15045.01864,13550.93001,10909.80102,8855.496528,7214.725442,5864.328211,4779.464471,3919.872482,3231.199657,2679.646329,2228.849882,1872.752799,1578.339538,1337.153738,1138.628225,974.022895,837.057353,722.500325,623.593672,539.982691,467.650424,404.426723,348.860527,302.037762,262.427321,228.750867,200.006474,175.418658,154.194314,136.014225,120.279946,106.536206,94.565514,84.158897,75.041134,67.042852,60.045881,53.880785,427.978282,383.897564,347.309858,315.065351,286.636927,261.084461,237.981856,216.511514,197.149986,179.356923,163.240127,148.728886,135.678016,123.85637,113.153831,103.459541,94.660329,86.702942,79.415071,72.688621,66.525969,60.839834,55.672884,50.922303,46.605455,42.679865,39.10344,35.854939,32.866037
Fe,26,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8243.171773,6222.796266,4774.573904,3720.572297,2936.935668,2371.200063,12092.76958,13554.22983,12284.39911,9970.243787,8133.799337,6647.91917,5464.608813,4484.174213,3705.07664,3074.6674,2557.262715,2148.328744,1809.694917,1532.150318,1303.762881,1114.503658,957.067965,825.453633,715.010207,621.146709,538.770638,466.523046,403.943609,350.196167,304.44072,265.417119,232.102336,203.591566,178.979593,157.898503,139.642362,123.692382,109.797148,97.718403,87.134532,77.847741,69.724696,62.564329,56.266149,50.672057,394.406958,354.646157,321.159057,292.236191,266.551209,243.106738,221.981681,202.094623,184.053022,167.711983,153.013444,139.695697,127.637001,116.709732,106.791736,97.832696,89.62909,82.212196,75.402494,69.195545,63.542168,58.185717,53.280417,48.812858,44.738745,41.034001,37.621413
Co,27,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8761.893152,6675.237681,5157.851877,4040.758878,3202.925396,2594.00021,2072.670066,10492.83067,11784.84321,10719.05288,8773.386458,7194.40226,5931.557345,4914.890059,4066.735025,3377.161084,2810.454517,2360.782048,1988.632853,1683.431781,1432.144326,1223.869423,1050.632007,905.833854,784.346589,681.835558,593.287326,515.622992,446.665147,388.113646,338.159264,295.276436,258.197897,226.467676,199.074885,175.609791,155.2896,137.538898,122.077493,108.634879,96.856767,86.523322,77.485468,69.519471,62.513443,56.294417,50.759579,45.840403,350.035815,315.924344,286.217814,261.168901,238.889027,217.935578,198.875029,181.365551,165.589078,151.165461,138.106758,126.276774,115.539506,105.835897,96.951481,88.923749,81.553624,74.897149,68.83405,63.2466,58.148922,53.363017,48.930385,44.898849,41.184543
Ni,28,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10175.17646,7775.672398,6021.602278,4724.317246,3747.413008,3035.85817,2425.727005,1977.982521,9677.042054,10960.5892,10036.5583,8196.182992,6762.297274,5620.566439,4686.033142,3909.610547,3257.204276,2740.524648,2312.339962,1960.284191,1668.321032,1424.713343,1222.149466,1052.999545,911.153275,791.577147,688.357648,598.704384,520.819627,453.511233,395.506414,345.69076,303.10735,266.632388,234.76595,207.068391,183.02041,162.01623,143.726734,127.826833,113.903631,101.697649,91.026202,81.624573,73.359016,66.025733,59.502428,53.711886,48.568315,43.990527,328.858432,297.690228,270.69691,247.802568,226.923377,207.154463,189.290329,172.661091,157.628708,144.105788,131.834295,120.75183,110.605727,101.433622,93.014011,85.411994,78.48855,72.113281,66.298169,60.985582,56.123569,51.617786,47.387775
Cu,29,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10306.3498,8103.412729,6406.622032,5105.943392,4100.745395,3354.288441,2703.40145,2178.235554,1764.40157,8763.719522,9486.200132,8406.611156,6993.833223,5815.097891,4863.712272,4094.023448,3441.202911,2900.585273,2450.638975,2080.378085,1773.922099,1517.278451,1300.772868,1119.969439,968.525643,840.971109,730.981096,635.531836,552.658777,482.269935,421.970572,369.790014,324.046991,284.867014,250.997736,221.946853,196.374201,173.907772,154.223557,137.118425,122.143755,109.017486,97.547551,87.446744,78.567614,70.692432,63.68962,57.475365,51.957111,47.05086,42.65004,38.71468,217.202178,256.438637,232.409028,212.221035,194.072031,177.991955,163.369311,150.086621,137.936937,126.518446,116.048539,106.49498,97.719447,89.730478,82.450514,75.717392,69.571779,63.950519,58.804848,54.112257,49.777375
Zn,30,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13017.30077,9862.618638,7583.682522,5911.534411,4660.708522,3754.642847,2982.29289,2419.157166,1975.736878,1628.318031,7626.323848,8637.589426,7895.593648,6472.589042,5377.337607,4505.957791,3783.264894,3201.892943,2717.219147,2316.918065,1977.958625,1690.639122,1451.224649,1248.822258,1078.817747,935.613481,814.406753,705.628012,613.203024,534.668485,467.767971,410.499414,361.291628,318.875226,282.070403,249.384421,220.836528,195.922091,173.977866,154.559396,137.598863,122.732776,109.745715,98.326482,88.287366,79.396554,71.490921,64.480277,58.259003,52.731214,47.775631,43.272673,39.24149,35.401616,66.321242,233.26592,211.535023,193.382076,176.981985,162.551338,149.404468,137.572397,126.673872,116.343736,106.846854,98.183942,90.28335,82.952976,76.254655,70.113147,64.483815,59.34371,54.589365
Ga,31,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,15280.1112,11391.99378,8663.333405,6693.126586,5236.540635,4191.518506,3307.393444,2667.116488,2166.22655,1776.116207,1449.467262,6432.668893,7380.949472,6846.299795,5697.616395,4765.043169,3997.21601,3384.383158,2872.063147,2447.944384,2094.345124,1798.199157,1543.802778,1330.505245,1150.193,997.564402,868.328212,752.071582,653.313765,569.434748,498.007103,436.911836,384.419732,339.197235,299.957696,266.158037,236.691052,210.077227,186.68785,166.340384,148.32976,132.263048,118.230937,105.901288,95.061219,85.466267,76.935391,69.37217,62.662176,56.701192,51.358478,46.506275,42.163699,38.036011,34.325829,31.024253,28.082142,204.885293,185.677214,169.882156,155.582904,143.137507,131.69642,121.478423,112.044097,103.077642,94.868066,87.235691,80.253844,73.834388,67.940394,62.547395,57.548581
Ge,32,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,16279.78402,12387.81702,9601.811602,7554.389463,5936.093214,4735.096172,3721.223181,2989.078558,2418.215683,1975.456987,1606.652817,1293.587385,5644.653631,6533.897596,6135.533712,5134.773307,4309.500892,3649.518155,3098.106093,2639.618365,2259.264025,1941.659845,1674.059107,1444.8705,1249.660014,1084.942263,944.245238,817.81069,710.427989,619.085524,541.254754,474.703081,417.536199,368.29725,325.581352,288.79951,256.743157,228.617525,203.991429,181.85678,162.289308,145.123341,129.978084,116.380866,104.436905,93.866127,84.471424,76.144289,68.758238,62.1991,56.322177,50.98957,46.21862,41.693403,37.626284,34.009258,30.78296,27.892026,25.296832,184.081451,166.872941,152.898416,140.110438,129.056739,118.865255,109.76914,101.448656,93.440115,86.046559,79.230549,72.96166,67.213664,61.874572
As,33,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,18090.73732,13659.94216,10491.91647,8184.872987,6464.682388,5214.665975,4143.935278,3349.205113,2705.379068,2204.311702,1788.145532,1435.994866,1165.793234,955.642627,5862.810532,5130.115952,4659.29647,3950.125431,3353.631364,2860.485326,2447.287434,2101.852551,1812.281646,1568.776803,1362.024289,1182.72865,1030.25249,892.709459,775.246208,675.500699,590.592987,517.968362,455.459607,401.627757,354.934103,314.752062,279.721927,249.002734,222.122255,198.607097,177.928872,159.208372,142.650648,128.091201,115.108546,103.452907,93.072465,83.875195,75.720489,68.479793,61.99353,56.113774,50.854922,45.879762,41.408148,37.431512,33.884239,30.706675,27.851849,25.292696,22.988746,166.716382,151.262709,138.771536,127.30082,117.358902,108.298749,100.033379,92.480496,85.320882,78.640429,72.503328,66.791799
Se,34,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,19658.42097,14881.79048,11421.56506,8887.47383,6995.025928,5624.605946,4453.902436,3596.509629,2921.262314,2392.811633,1952.192102,1568.419661,1269.637623,1038.093345,857.012524,5179.971087,4307.550414,4173.973847,3548.229852,3026.14305,2592.401866,2226.865582,1919.470706,1660.673566,1442.00786,1256.723007,1097.329136,952.240395,828.400521,721.524269,630.569007,552.802589,486.032601,428.54327,378.627938,335.612817,298.129592,265.257901,236.503974,211.370378,189.271161,169.793167,152.678589,137.161519,123.342901,111.066173,100.041468,90.198613,81.405399,73.600426,66.610807,60.280865,54.621202,49.283657,44.486082,40.21896,36.412136,33.002063,29.938092,27.192367,24.717395,22.502524,20.489603,147.693895,134.259955,123.278505,113.352594,104.503612,96.473887,89.182795,82.514185,76.252272,70.296156
Br,35,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,21838.60089,16621.62943,12796.01242,9973.590791,7856.481243,6319.133931,5005.680736,4043.40993,3283.47902,2687.809175,2192.109809,1770.218114,1443.58276,1186.301172,977.047514,811.441804,4763.938075,4002.09918,3888.81634,3320.172868,2845.891985,2447.722555,2111.860096,1827.553207,1587.158371,1383.204852,1209.606814,1054.282937,917.993495,801.439907,700.782604,613.948486,539.439218,475.312279,419.727606,371.911103,330.261608,293.658195,261.661061,233.698426,209.130167,187.485209,168.481724,151.701871,136.758984,123.324724,111.152072,100.315666,90.662406,81.991148,74.18544,67.1235,60.811316,54.876646,49.541978,44.796548,40.562361,36.768706,33.359659,30.304627,27.550616,25.087482,22.845755,20.83835,19.00853,136.073354,124.140351,113.979401,104.89229,96.781751,89.435037,82.736497,76.550938
Kr,36,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,23431.71188,17986.69732,13913.11992,10873.04863,8575.341586,6899.526479,5464.116381,4412.077886,3581.588976,2928.835664,2384.499012,1924.970794,1567.657785,1287.685128,1067.18375,891.134579,747.411693,4285.677711,3608.206843,3520.778659,3016.087553,2596.38871,2241.649459,1942.150283,1687.022619,1470.39237,1285.758863,1121.741127,981.33146,858.152212,751.198414,659.701533,579.558451,510.263247,450.129264,398.445794,353.479209,314.103404,279.697289,249.624832,223.179412,199.890982,179.470215,161.450695,145.527455,131.35845,118.655542,107.227123,96.940185,87.761643,79.517584,71.948012,65.166182,58.813734,53.103276,48.022452,43.488526,39.426333,35.775476,32.503149,29.552903,26.914003,24.512058,22.362849,20.400195,18.64245,18.718471,121.050888,110.633011,101.658948,93.695143,86.526243,79.993825
Rb,37,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,25885.14076,19821.50694,15333.20515,11989.52266,9460.478461,7614.674894,6032.453687,4871.802061,3955.084672,3234.324458,2630.701035,2119.836217,1725.504315,1417.313535,1173.528822,979.073661,820.582635,695.385163,3816.001009,3307.938017,3242.411802,2797.501874,2426.906335,2105.303183,1830.535551,1595.780198,1392.876547,1217.038864,1064.435672,934.127945,820.410358,721.245464,634.734155,559.355682,493.635293,436.851495,387.295415,343.874307,305.952542,272.896474,243.865585,218.338001,195.918038,176.095306,158.628874,143.095966,129.244392,116.905068,105.905838,95.957969,86.967738,78.801881,71.489619,64.532723,58.275683,52.708097,47.739012,43.285998,39.283374,35.69564,32.460507,29.566023,26.931091,24.573455,22.420146,20.492904,18.746258,17.149547,49.691371,110.507107,101.222038,93.083012,85.87342
Sr,38,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,27718.3129,22376.76307,17398.59124,13663.61286,10827.11569,8741.955544,6946.397009,5624.053199,4577.012638,3752.247674,3073.476217,2495.948918,2034.039091,1672.246732,1387.238985,1158.643306,971.799108,824.219247,701.73711,2604.283105,3095.837355,3045.780986,2631.906914,2286.863671,1990.098013,1737.080802,1517.292462,1325.871741,1159.55448,1017.456905,895.615967,789.970674,697.119713,615.242467,543.524686,481.346144,426.944343,379.183072,337.375475,300.817574,268.705633,240.481099,215.748104,193.908409,174.645264,157.511602,142.220917,128.622134,116.520227,105.729911,96.028454,87.087269,79.056351,71.532935,64.745031,58.570404,53.058495,48.118063,43.676347,39.693047,36.100789,32.887111,29.961112,27.341918,24.949393,22.807419,20.86591,19.092256,17.482509,16.020769,109.870839,100.598965,92.304206
Y,39,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,29692.65185,24394.75237,19101.89223,15043.7117,11935.48248,9651.750304,7677.848119,6218.991215,5062.015265,4149.708303,3396.384557,2767.17696,2272.15374,1867.296725,1546.934968,1291.288678,1082.374538,916.908689,779.852053,667.151354,2432.414584,2885.25045,2845.107255,2468.732537,2154.363772,1883.191258,1646.267955,1439.166068,1258.385026,1103.924059,971.494763,857.442292,758.871818,671.830075,594.857776,527.357202,467.987504,415.7465,369.907878,329.944407,294.793012,263.754343,236.541487,212.509395,191.348537,172.540707,155.782323,140.858982,127.561146,115.720591,105.082471,95.450783,86.812638,78.599406,71.189034,64.547279,58.592203,53.137972,48.23416,43.836118,39.869538,36.318706,33.085886,30.192384,27.54939,25.183487,23.039083,21.079386,19.300728,17.687343,16.218771,14.885788,100.521811
Zr,40,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,29646.9524,24845.16244,20537.99107,16264.33046,12935.82089,10473.21741,8346.438413,6768.94974,5513.719282,4523.257854,3703.146404,3015.607769,2477.941126,2052.584916,1705.03832,1422.948095,1193.166775,1011.21826,859.723858,735.091762,632.037731,2250.874831,2665.918838,2492.817091,2295.621458,2009.896564,1759.667214,1539.577913,1347.467349,1181.862398,1039.786393,917.412682,811.681538,720.131991,639.432906,568.691372,505.285344,449.26569,399.948089,356.711692,318.706271,285.286298,255.944032,230.007496,207.059703,186.661935,168.487565,152.333585,137.966043,125.154579,113.637357,103.209502,93.85819,85.152429,77.278244,70.093703,63.660122,57.851676,52.607046,47.804281,43.473375,39.598462,36.070847,32.912953,30.028751,27.446316,25.105897,22.967795,21.027535,19.267605,17.665752,16.212596,14.877305
Nb,41,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,26896.2975,26483.1628,21388.87763,17778.90759,14176.16912,11486.23768,9151.897236,7427.445547,6054.12934,4967.014927,4066.290073,3311.036164,2719.932162,2253.251972,1881.437565,1576.431613,1321.269275,1119.458441,952.002098,813.772706,699.272626,603.842201,2102.730332,2492.065571,2147.482867,2160.244594,1893.905015,1660.341968,1453.305829,1274.84674,1121.414222,989.056538,874.567813,775.407867,688.863236,613.943306,546.982476,487.338877,434.285202,387.510261,346.292228,309.910066,278.025558,249.87,225.045993,202.946476,183.164952,165.574807,149.923057,135.983837,123.460335,112.127609,101.966006,92.50204,83.952055,76.296541,69.417454,63.109023,57.419689,52.276242,47.621916,43.371766,39.503031,36.040057,32.87762,30.047617,27.483135,25.140223,23.014231,21.085398,19.329728,17.737475,16.274778
Mo,42,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,25498.27231,25910.19197,22445.11154,18866.36355,15116.9636,12276.71145,9794.858714,7948.491028,6481.559756,5321.310613,4356.538631,3544.690497,2910.525573,2410.768037,2013.948579,1693.977453,1426.616778,1209.541081,1028.72474,879.895828,756.34835,653.035509,566.514373,1920.091988,2291.790966,1986.054648,2000.306475,1755.263509,1541.124709,1352.123065,1188.927713,1047.996562,926.355426,821.019014,729.028354,649.32683,579.634835,517.554829,462.23945,412.98962,369.392966,330.660114,296.646675,266.578246,240.090303,216.539056,195.540771,176.814764,160.104452,145.209537,131.822921,119.721231,108.871978,98.772439,89.647672,81.474004,74.142344,67.527109,61.541911,56.05744,51.09683,46.614867,42.526904,38.794969,35.387253,32.338147,29.575387,27.051636,24.761773,22.684365,20.793589,19.079017,17.504147
Tc,43,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,23103.92865,22672.10279,22944.90972,18874.88251,15970.51823,13055.87387,10482.25849,8528.873312,6965.969753,5733.403043,4705.396745,3827.219301,3138.915548,2598.712333,2170.8129,1827.303814,1545.382807,1317.03427,1121.17739,958.813808,824.48241,712.174669,617.633019,538.064848,1000.681172,2134.193116,1858.489835,1869.285443,1640.163095,1441.071785,1268.806978,1119.593816,990.250164,877.602528,779.170536,693.920662,619.164053,553.196736,495.156842,443.060297,396.791125,355.536,319.081709,286.743071,258.221457,232.86522,210.265718,190.170437,172.290354,156.30395,141.915508,128.875695,117.181582,106.309415,96.48804,87.705956,79.827019,72.715315,66.29051,60.48257,55.216474,50.406041,46.016285,42.039014,38.402008,35.093144,32.091473,29.350132,26.863171,24.607752,22.555391,20.694184,18.984524
Ru,44,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,18564.39414,21532.05297,20025.84718,19997.36497,16366.65614,14004.64871,11242.27457,9165.119392,7487.834683,6156.665732,5072.999083,4167.577661,3415.869315,2820.56297,2350.484393,1973.76782,1665.363424,1420.845365,1214.58532,1039.603516,892.780811,770.52194,668.013759,581.321977,508.133321,445.877424,1986.076851,1694.471816,1657.932963,1455.513744,1303.283979,1174.205858,1046.299542,928.254309,824.014432,733.523703,654.30256,584.434783,522.994808,468.978608,420.89001,377.470538,339.091072,305.02371,274.659615,247.653866,223.586346,202.18795,183.150339,166.190435,150.947456,137.116836,124.708215,113.12494,102.661366,93.305631,84.915323,77.361466,70.537462,64.377156,58.795109,53.749416,49.137866,44.926769,41.072853,37.575147,34.399479,31.465246,28.795778,26.375085,24.172563,22.175423,20.34112
Rh,45,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14410.50951,19403.66302,19754.66988,19753.88913,17335.53381,14964.96167,12065.86374,9853.673417,8073.733551,6646.352329,5481.945183,4515.955827,3740.869586,3088.552025,2568.013678,2151.799117,1811.670787,1542.541464,1318.924946,1132.746142,974.593083,840.206014,727.849273,633.352346,553.127113,485.008751,426.778558,1515.658329,1605.934549,1623.587577,1431.593542,1264.721758,1119.137857,992.075647,880.774195,784.117411,699.274853,624.442648,558.642087,500.854018,449.738474,404.354955,363.714342,327.369455,295.039436,266.207306,240.323963,217.309733,196.833297,178.597319,162.210107,147.375573,134.069106,121.64617,110.419029,100.34207,91.306337,83.173357,75.829267,69.216728,63.22583,57.82855,52.893908,48.419555,44.319744,40.586469,37.192956,34.04805,31.183157,28.567046,26.178307,24.012802,22.024313
Pd,46,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7988.034975,13930.50498,17367.14964,17041.99311,17747.96648,14950.32993,12689.75794,10400.32982,8539.934038,7050.69231,5819.362194,4792.013854,3969.309443,3306.146327,2756.34262,2305.809755,1938.26716,1647.773753,1406.737852,1208.310642,1042.698083,901.171959,779.929092,677.940876,591.822796,518.448551,453.169769,394.617686,1209.310348,1491.75392,1526.826041,1346.146466,1183.668753,1043.076296,922.07063,819.102381,729.847843,651.557669,583.128957,523.316762,470.476403,423.68288,382.074233,344.957926,311.143496,280.926621,253.769204,229.537914,207.903742,188.631909,171.312553,155.636699,141.576603,128.465604,116.617393,105.999694,96.473639,87.870611,80.102632,73.106924,66.771309,61.080251,55.876841,51.18692,46.886498,42.979022,39.424495,36.133795,33.134079,30.374715,27.845292,25.545205,23.426523
Ag,47,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4298.478409,13521.89984,17109.12744,17375.08935,17648.15302,15833.67265,13081.62218,11159.8819,9182.317386,7587.961901,6274.48482,5175.554015,4292.076043,3577.410366,3000.323367,2520.948509,2113.995242,1792.978885,1527.205248,1308.851197,1128.390788,977.222188,848.204643,736.947275,642.914757,563.138657,492.125956,428.426675,371.84714,1132.383492,1393.181361,1426.22849,1263.603801,1117.822794,990.176832,879.78622,784.05216,699.714241,625.574025,560.780699,503.61032,453.076387,408.492711,368.893086,333.366943,301.489226,272.500985,246.600099,223.443346,202.75026,184.127781,167.270537,152.151199,138.045843,125.301582,113.902173,103.675625,94.452873,86.120558,78.593536,71.776805,65.649491,60.048369,55.017589,50.403838,46.246225,42.463138,38.948384,35.73992,32.806167,30.122959,27.657462,25.362444
Cd,48,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3205.176433,2745.835787,16653.80338,16957.92284,15315.89133,15087.451,13276.22904,11478.41102,9507.243863,7910.367039,6574.96393,5428.666601,4500.790017,3751.031563,3143.665854,2649.637506,2234.869949,1895.328352,1611.523541,1378.66891,1186.414793,1026.379208,892.196211,777.891776,678.69609,594.155917,519.211296,452.182054,392.479136,341.97124,1038.912801,1272.064539,1234.996556,1154.637363,1027.135634,915.743252,816.956351,729.596537,652.593167,584.679109,524.674725,471.615756,424.846017,383.340457,346.544707,313.602664,283.830655,257.103599,233.096327,211.571066,192.168894,174.568017,158.776791,144.037256,130.721745,118.814273,108.135115,98.520631,89.836075,82.006586,74.912178,68.514331,62.666026,57.407171,52.584989,48.254023,44.313651,40.687706,37.382519,34.337597,31.541517,28.989156,26.628972
In,49,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4447.12777,3642.624769,21804.08648,19561.96914,16729.09319,14054.27518,13925.45862,11626.80902,10063.63208,8393.906503,6985.623476,5771.574252,4787.032577,3990.186021,3348.796464,2824.038588,2388.394636,2037.398122,1736.05614,1482.284422,1273.158008,1099.342271,954.019162,831.941831,727.972405,637.783431,557.173787,485.097875,421.265063,366.962885,320.770598,979.386431,1189.581556,1044.892307,1074.156643,960.622195,861.090503,771.910336,691.928657,620.580624,557.197039,500.663776,450.747066,406.420216,367.108967,332.041149,300.66474,272.513782,247.24201,224.565,204.109783,185.428943,168.649733,152.975832,138.817831,126.162039,114.812305,104.591499,95.361478,87.04964,79.520218,72.75091,66.560814,60.975192,55.85337,51.246493,47.055155,43.213458,39.71432,36.512656,33.581093,30.892448,28.394413
Sn,50,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4858.959985,4149.859439,3519.614475,24664.77735,19287.00842,15545.6385,14051.56014,12201.63376,10101.52348,8794.078172,7315.582707,6046.706062,5031.009247,4196.942896,3520.63701,2969.945696,2511.797434,2143.911184,1834.569899,1572.886471,1349.25445,1162.96006,1007.562856,877.175131,767.255905,673.516127,589.279155,513.237895,445.605364,388.466296,339.687176,297.900547,909.491222,1102.994837,966.021869,994.653022,892.090006,801.097169,720.431685,647.318757,581.980767,523.295789,471.235409,424.883837,383.687899,346.933163,314.024262,284.669598,258.469367,234.878835,213.562877,194.152085,176.715166,160.285155,145.441401,132.165254,120.261192,109.546914,99.871376,91.154251,83.259244,76.167421,69.683204,63.854237,58.507711,53.684628,49.295459,45.265527,41.593788,38.252702,35.201343,32.408443,29.818827
Sb,51,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3922.391832,3639.775632,3319.41713,2990.707649,22712.19212,17367.95191,13439.01289,12283.28967,10650.46285,9238.743724,7688.131258,6356.42274,5290.176459,4428.572821,3718.457868,3136.044743,2652.504191,2264.292045,1938.049421,1666.228316,1436.753834,1239.364831,1072.388123,932.555601,814.845021,715.048152,626.725294,547.370656,475.907107,414.863121,362.974501,318.561281,280.293373,850.904865,1032.31304,904.362871,931.595045,835.86656,752.486128,677.712314,610.653876,549.756846,495.440728,446.924533,403.634203,364.98106,330.314481,299.391512,271.791024,247.101306,224.847697,204.516287,186.234891,169.05635,153.517476,139.492932,126.917833,115.592287,105.366381,96.155091,87.813713,80.321344,73.471997,67.316885,61.67198,56.598835,51.982533,47.733969,43.860802,40.331476,37.106196,34.171219,31.465988
Te,52,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3701.283944,3469.152446,3178.633503,2857.534322,16267.94311,18919.59871,14205.91142,11273.78492,10406.79714,9097.474875,7888.263118,6516.254929,5423.617964,4545.307464,3828.643307,3232.018328,2733.37918,2333.886721,1998.782907,1720.072682,1486.487726,1288.053238,1117.561372,970.882764,847.548127,743.111092,651.1992,569.486764,496.975998,433.792897,379.632669,333.18466,293.384523,259.159402,778.32423,792.630301,830.854996,855.284452,768.024399,692.502164,625.074017,563.718317,508.67291,459.324273,414.960543,375.303586,339.668731,307.856927,279.44065,254.070871,231.222613,210.433709,191.744512,174.183951,158.2852,143.878079,130.948786,119.246853,108.681856,99.160917,90.54052,82.795611,75.717097,69.357581,63.526588,58.287561,53.521411,49.150735,45.169399,41.534588,38.209786,35.181477,32.387585
I,53,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4205.908019,3841.866014,3461.116728,3077.284429,2703.340352,21584.18765,15845.99139,12400.12529,9932.086048,9852.104588,8192.740355,7089.600299,5892.474205,4931.702261,4156.085483,3515.775016,2974.102917,2537.375193,2171.057569,1866.922718,1613.177328,1399.510916,1218.348596,1062.992298,927.379329,812.47872,711.505011,622.038617,543.088954,475.774543,417.277118,366.551325,322.670552,284.993957,252.278147,750.902062,653.379142,804.439607,827.822645,744.992725,671.902604,607.239436,548.85026,496.28495,448.704423,406.077687,367.602396,333.220019,302.476474,275.004119,250.253293,227.874526,207.767626,188.892772,171.791044,156.283193,142.342853,129.617733,118.127983,107.763256,98.379478,89.941415,82.231302,75.304881,68.955766,63.252687,58.065701,53.310339,48.979688,45.037894,41.437698,38.154224,35.120827
