L2-M4,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Xe,54,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4879.88386,4326.142913,3812.834749,3337.941235,2902.514173,2528.551248,17229.12938,13231.88077,10495.55088,9729.899659,8585.925649,7133.868839,6207.92669,5180.392907,4357.456089,3688.31888,3126.958077,2668.073263,2279.505062,1956.929373,1688.181424,1462.660777,1272.516634,1111.575032,974.582187,854.322817,747.553637,653.05375,569.846459,499.377254,439.073682,386.872789,341.064809,301.213372,266.5778,236.769569,697.705751,608.101659,749.836642,771.737709,694.930068,627.804712,568.022221,514.568534,465.794126,421.969773,382.186538,346.553334,314.618247,286.052504,260.305134,237.014,216.08669,196.681402,179.078372,163.008186,148.557409,135.387418,123.47204,112.60571,102.771575,93.940789,85.872988,78.615615,71.965181,65.99186,60.560736,55.583008,51.05128,46.928141,43.163658,39.738268,36.581229
Cs,55,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6047.594344,5370.853896,4671.306804,4016.740453,3432.724866,2949.625213,2492.675991,14422.13715,11346.31971,9161.688778,8674.339039,7584.4837,6563.826559,5561.129229,4691.392534,3972.32753,3369.567695,2877.703891,2458.389742,2110.24989,1819.775876,1575.15173,1368.906299,1194.504688,1046.690692,920.759465,807.764669,706.076459,616.104291,539.765031,474.666489,418.746054,370.392774,327.897846,290.816959,258.811776,230.500548,665.577212,580.770911,716.864709,674.188091,663.846882,600.649136,544.638404,493.754693,447.909794,406.026211,368.383877,334.534214,304.204316,276.8448,252.070793,229.807747,209.208636,190.530286,173.629481,158.408467,144.469989,131.848578,120.317621,109.868292,100.401613,91.755295,83.988777,76.872797,70.476087,64.660883,59.331082,54.479752,50.066314,46.037542,42.372713,38.995952
Ba,56,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6118.647431,5640.259477,4986.905703,4308.068567,3677.03895,3149.075417,2650.524836,9890.544833,11898.89899,9570.831758,7792.016713,7385.756732,6542.498848,5804.214672,4911.817499,4160.109404,3525.716705,3010.429211,2573.086633,2209.850303,1906.587807,1650.129033,1432.882555,1249.394367,1093.866166,961.42808,845.003722,740.950249,647.057421,566.566265,497.805176,438.823918,388.106784,344.421103,306.33413,273.375747,243.819002,217.576766,423.213277,541.60906,669.103227,594.679269,620.611235,561.958939,510.038983,463.246449,420.383084,381.710131,346.799943,315.41744,287.066125,261.370871,238.277056,216.902968,197.532577,180.15153,164.48582,150.128949,137.120313,125.23928,114.456306,104.606546,95.608627,87.492595,80.058361,73.383226,67.316427,61.753325,56.689958,52.083498,47.879036,44.055375,40.533168
La,57,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6197.852529,5794.307624,5188.250361,4519.265769,3877.956128,3331.958158,2811.010508,2393.95253,12634.8711,10152.55573,8255.706549,7165.624537,6914.200661,5797.606222,5172.047139,4399.962995,3734.974577,3193.43561,2733.572001,2347.479645,2025.149963,1754.448172,1524.48743,1329.076882,1163.613157,1022.543172,898.455542,788.540443,691.412283,605.795092,532.277633,469.03604,414.589085,367.695834,326.882989,291.641324,260.710405,233.133189,208.548406,282.719712,513.547136,635.121918,569.158066,594.2876,538.667763,488.730617,443.478472,402.747274,366.0652,333.077928,303.265202,276.186755,251.83634,229.247301,208.774476,190.401017,173.864079,158.899231,145.312882,132.819759,121.475198,111.128554,101.665575,93.021687,85.105107,77.996812,71.53727,65.618777,60.233369,55.332319,50.858514,46.789879,43.041967
Ce,58,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6660.655622,6157.607993,5528.542217,4836.222283,4156.982328,3570.401708,3007.483691,2555.563456,2175.513751,11248.92258,8973.638709,7273.018485,6961.818021,6179.415225,5227.131404,4688.416732,3991.559134,3416.375284,2926.31373,2515.519593,2170.037171,1878.087869,1632.605454,1423.128205,1244.843496,1093.282004,959.994235,841.911722,737.655552,648.560086,570.53501,502.6577,444.08111,393.56135,349.592651,311.63377,278.586593,249.312919,223.418756,200.317516,207.361214,492.082371,605.484862,543.186034,568.051409,516.094365,469.095682,426.510396,387.90654,353.056519,321.503414,292.78938,266.960705,242.996636,221.27947,201.795985,184.263797,168.423968,154.056523,140.958304,129.049972,118.157366,108.186577,99.066103,90.706465,83.123174,76.227495,69.91105,64.164507,58.93836,54.169616,49.831359,45.833752
Pr,59,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6394.361129,6047.49368,5525.961685,4902.868406,4259.135721,3686.323767,3125.994239,2669.41738,2281.631332,8160.421712,9741.9148,7798.508,6369.952506,6142.374098,5519.376269,4941.544754,4234.192566,3630.845469,3113.382903,2677.984294,2310.933404,2000.125804,1737.878227,1516.125542,1326.744503,1165.06386,1022.854441,896.899653,785.548561,690.567137,608.790307,537.629144,474.879598,420.705695,373.546742,332.829246,297.37861,266.167432,238.782522,214.342501,192.621929,190.061585,470.384492,516.410757,520.633627,544.703508,495.167512,450.571349,410.400471,373.87099,340.678643,310.325519,282.995671,257.604033,234.591096,213.939389,195.355853,178.567584,163.355643,149.611432,137.100442,125.610965,115.087802,105.500597,96.703563,88.651099,81.321643,74.583809,68.448707,62.870166,57.780455,53.152209,48.889272
Nd,60,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6502.751442,6134.561389,5616.275679,5004.805212,4365.879113,3792.542866,3223.754438,2759.666877,2362.387566,2029.750198,10208.45188,8287.761992,6784.207838,6540.907974,5789.718521,4887.64098,4385.784173,3775.244886,3243.089168,2792.238109,2412.07199,2089.088009,1814.55998,1583.05258,1385.629177,1216.747226,1071.609996,936.702997,820.429084,720.91215,635.591811,562.126307,497.549742,440.694685,391.169277,348.399685,311.135008,278.34241,249.58678,224.382786,201.944196,181.720921,185.126735,440.674063,393.963286,491.371076,512.938682,466.708575,425.354644,387.863808,353.822704,322.506385,294.267016,267.931697,244.05204,222.562554,203.225264,185.75397,169.924252,155.626554,142.626387,130.840859,120.031519,110.110169,101.000101,92.676315,85.094329,78.057825,71.635702,65.795976,60.467932,55.623351,51.161521
Pm,61,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6972.641572,6482.906738,5899.385165,5251.52637,4584.359117,3986.514929,3392.838576,2907.524918,2491.568993,2142.84456,7354.975173,8977.036591,7300.572847,5984.002401,5768.825066,5162.160323,4378.563326,3960.801819,3424.828165,2968.799961,2573.705117,2228.334474,1932.983178,1683.812174,1473.257839,1292.903092,1138.377544,993.790336,870.045036,763.955011,673.171697,595.108086,527.695464,469.352865,417.910759,372.829777,332.719679,297.385651,266.414037,239.369471,215.419814,194.093236,175.099802,202.830834,422.659212,378.000885,472.10982,492.803796,448.880427,409.514586,373.899645,341.031054,311.360533,283.60891,258.427008,235.656533,215.167438,196.65313,179.879775,164.730916,150.964263,138.551254,127.161971,116.734285,107.152464,98.412559,90.445691,83.032008,76.257316,70.059615,64.387288,59.229613,54.479379
Sm,62,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6817.657653,6626.232646,6001.104932,5347.786207,4685.159243,4083.871224,3480.785942,2984.833198,2558.256456,2200.190142,1872.19027,9350.678404,7600.971684,6227.614905,5586.802304,4998.834473,4496.025307,4042.856745,3496.129649,3032.930582,2636.120062,2289.998557,1990.154189,1733.59196,1515.814865,1331.081026,1171.761319,1023.355116,895.599971,786.469199,692.712783,612.129691,542.562901,482.383393,429.794665,384.224306,343.207888,306.840531,274.726876,246.696238,221.970347,200.169465,180.705157,163.296157,163.019255,392.158032,350.439232,438.810264,458.416516,418.315622,382.158702,348.86008,318.79015,290.519281,264.850382,241.619777,220.69728,201.697898,184.484704,168.930366,154.796848,142.055895,130.36984,119.823588,110.121113,101.184602,93.029512,85.482737,78.590463,72.235841,66.396325,61.082526,56.184634
Eu,63,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6353.729783,6333.561418,5842.636388,5283.053691,4687.206383,4123.744851,3543.060128,3056.709135,2633.057033,2274.064839,1943.636597,1631.004705,8074.329177,6616.321342,5463.249376,5305.77445,4748.208476,4043.97811,3652.787052,3169.158295,2757.993369,2404.199195,2093.036627,1825.146113,1595.443389,1400.381092,1233.857977,1077.887562,943.748363,828.612176,729.932287,644.80766,571.336181,507.794719,452.286843,404.204431,361.915837,324.068318,290.177158,260.457179,234.230478,211.115164,190.741923,172.638998,156.215596,168.39564,373.063339,333.695891,419.059084,438.159772,400.412465,365.798294,334.518602,304.964397,278.120163,253.854252,231.978899,212.026269,193.944767,177.580238,162.711256,149.304751,137.009596,125.923678,115.724921,106.433335,97.953427,90.070978,82.860751,76.221103,70.120829,64.539556,59.366654
Gd,64,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8115.643894,7467.884455,6596.092471,5799.560073,5058.345747,4405.218708,3753.86461,3219.024188,2759.054362,2373.030102,2020.430197,1692.111625,8216.120846,6762.82203,5609.769514,4682.804137,4570.702632,4146.098466,3552.749291,3227.858925,2808.547104,2450.344979,2141.460655,1870.083662,1636.900393,1436.558991,1265.670905,1107.075754,969.818681,851.755245,750.290714,662.873088,587.154827,521.684854,464.50257,414.976159,371.66245,333.177784,299.02828,268.372077,241.221879,217.297931,196.269484,177.614512,160.912431,145.923547,180.734732,346.900077,310.762902,389.440194,391.042017,373.988051,342.220211,312.234547,284.969299,260.172593,237.81074,217.390182,198.875632,182.06944,166.801709,153.041909,140.424072,129.047766,118.583004,109.151501,100.544045,92.489948,85.10916,78.344395,72.141302,66.444547,61.144494
Tb,65,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8458.858913,7691.279169,6794.672588,5996.650271,5254.139338,4596.579359,3929.769915,3375.540759,2895.800337,2491.8987,2120.418516,1775.852311,1494.996223,7308.902728,6032.170358,5011.239696,4889.88367,4118.742963,3747.671683,3386.806562,2947.226851,2572.136701,2250.125986,1971.632653,1727.000952,1516.503559,1335.438496,1168.586351,1024.263184,900.048272,792.733656,700.188754,620.084412,550.610862,489.965223,437.465181,391.581789,351.063035,315.396277,283.389583,254.897374,229.46753,207.113727,187.288385,169.806097,154.09297,139.784468,203.345128,329.765846,296.608305,374.362544,348.262858,358.525815,328.110716,300.346773,274.30576,250.776756,228.975992,209.246018,191.457105,175.310526,160.819013,147.532651,135.555702,124.540437,114.618659,105.56535,97.179287,89.508072,82.44727,75.957085,70.003444,64.470785
Dy,66,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7839.320232,6972.279553,6582.144754,5908.217045,5249.633261,4648.085792,4017.275867,3476.816896,3000.801135,2595.021986,2212.759528,1850.512785,1558.083918,5071.045915,6311.806917,5243.84902,4372.18286,4300.062471,3903.211507,3343.719131,3039.367003,2652.137313,2321.567435,2035.738887,1787.543719,1570.881771,1383.934958,1210.44056,1062.153545,933.465677,822.884014,726.663785,643.53342,571.332063,508.247722,453.629863,405.897587,363.761628,326.685877,294.004489,264.824679,238.420152,215.142414,194.467526,176.217122,159.888357,145.22348,131.989567,230.710195,311.344267,279.705253,353.186307,319.789073,338.980198,310.925209,284.327041,260.206868,237.354971,216.723531,198.368018,181.69636,166.675728,152.904195,140.482142,129.058249,118.763786,109.371042,100.727521,92.830312,85.53477,78.815668,72.667973,66.97004
Ho,67,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8058.094994,7142.732827,6723.524781,6051.697033,5398.726748,4800.530772,4170.165655,3622.925645,3135.553592,2717.467989,2318.498855,1936.593265,1631.750047,1381.226375,6651.839496,5525.480416,4606.276189,4553.816599,3826.400955,3492.76906,3014.84239,2754.401605,2410.102833,2115.724439,1860.830372,1637.637474,1444.08994,1262.972973,1107.819483,975.340778,859.443516,759.887537,672.738807,597.296175,531.303926,474.03833,424.011844,379.865232,341.032535,306.958616,276.677362,249.571509,225.307876,203.576257,184.381292,167.242876,151.940873,138.160647,125.744085,270.114583,293.89746,265.864831,337.021159,304.274183,320.762406,293.100753,268.163065,245.61146,225.131324,206.551688,189.614053,174.079808,159.824197,146.873995,134.961628,124.178332,114.337681,105.269863,96.984281,89.382787,82.40485,75.996591,70.034729
Er,68,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8447.895465,7572.674829,7038.74394,6313.25851,5631.100108,5012.999023,4366.981547,3802.642343,3294.664214,2856.559324,2435.285516,2030.200532,1707.698773,1446.382644,4659.020826,5827.132522,4855.740059,4089.141548,4041.62322,3430.74882,3148.144633,2863.975241,2507.58521,2201.304737,1937.373403,1708.448923,1507.357439,1319.127383,1157.090325,1018.268506,898.934929,794.435543,704.122647,625.05641,555.873193,495.853808,443.347413,397.022966,356.288449,320.561422,288.943261,260.944184,235.780789,213.186584,193.039282,175.0354,158.932392,144.549395,131.695703,120.01627,312.559262,280.641529,253.380776,321.6256,290.873283,306.467366,280.125479,256.164,234.478088,215.146299,197.529898,181.461005,166.703883,153.20969,140.795836,129.551585,119.289436,109.830933,101.187755,93.286579,86.045246,79.386759,73.184266
Tm,69,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9363.788908,8218.21839,7235.322367,6688.771229,5946.440045,5287.438688,4606.34469,4015.083902,3479.668517,3016.424995,2567.76862,2134.501079,1791.469312,1516.51402,1291.537666,6149.465509,5124.039408,4314.707957,3644.933908,3614.803034,3315.00863,2862.566297,2617.667731,2297.527405,2022.716572,1784.416128,1577.383381,1380.603814,1211.556296,1066.101405,941.336083,833.017855,738.178709,655.631723,583.272773,520.396708,465.130493,416.375127,373.52355,335.946354,302.706813,273.294813,247.221357,223.968228,202.785657,183.835883,166.880218,151.743136,138.22221,126.046376,115.02189,296.279393,264.072582,242.939763,310.726031,282.300148,296.721373,269.984615,245.967627,225.125762,206.233915,189.606647,174.323363,160.272261,147.341252,135.598943,124.878492,114.980546,105.931917,97.659994,90.078841,83.138369,76.701982
Yb,70,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10212.86954,8799.571482,7649.230578,6990.003985,6188.979913,5495.314603,4786.82884,4176.900473,3623.47903,3141.26783,2670.155027,2213.08145,1852.917831,1565.45778,1332.385755,1140.261734,5325.69162,4483.56335,3786.882099,3767.79518,3206.855913,2954.258107,2569.940408,2361.707406,2079.573836,1836.738615,1624.696518,1426.49224,1250.931991,1100.945449,971.961385,860.787826,763.029125,677.952332,603.211122,537.976499,480.831296,430.360469,385.917351,346.963771,312.521716,282.060659,255.186004,231.2788,209.660324,190.238785,172.644858,156.936045,142.902583,130.379638,119.081711,108.738221,278.690759,249.770872,224.424295,257.613594,258.712022,273.561921,251.209,230.960732,212.465624,195.491776,179.878346,165.555182,152.359789,140.231889,129.148832,118.887485,109.501994,100.909843,93.031238,85.837251,79.183513
Lu,71,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10251.26828,9295.085784,8180.698649,7400.12747,6514.786341,5765.761914,5013.528554,4372.641919,3796.154245,3293.085039,2798.339925,2315.50867,1936.227504,1634.407835,1392.224362,1191.962882,3690.982397,4665.097101,3948.539727,3359.624461,3354.025497,2886.312084,2672.813637,2449.256173,2158.216897,1906.905715,1688.82237,1486.514989,1306.493075,1149.178351,1014.689765,898.302513,797.488428,708.398103,630.267063,562.509334,502.748866,449.898138,403.30657,362.47006,326.372477,294.455168,266.31726,241.300107,219.060542,199.010604,180.646198,164.220035,149.519261,136.384928,124.530776,113.613399,103.759372,264.482502,236.14476,213.279488,211.189221,246.643238,260.881127,239.831337,220.63294,203.140685,187.041474,172.34747,158.794737,146.251257,134.775758,124.103549,114.329905,105.372218,97.153286,89.642625,82.690379
Hf,72,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14029.58393,11976.16154,10058.06743,8477.02106,7440.544258,6435.519391,5486.026298,4715.753914,4048.200425,3478.309093,2937.575954,2427.862725,2028.158995,1710.270368,1455.501295,1248.085114,1072.588821,4840.330791,4104.669943,3498.845759,3516.172969,3011.603966,2789.417898,2427.566524,2232.859895,1972.717075,1747.748151,1538.469344,1356.983481,1194.899986,1053.916501,932.88052,828.383799,736.625123,655.784154,585.180729,522.95692,467.929315,419.415812,376.756828,339.0494,305.737306,276.380015,250.289549,227.194083,206.470051,187.756317,170.826339,155.502547,141.809678,129.4523,118.170434,107.996895,98.085611,249.071755,223.651519,201.52151,183.071532,233.998438,247.38286,227.465403,209.51854,192.992685,177.834816,163.85396,151.058974,139.352084,128.3834,118.31692,109.070852,100.577316,92.81043,85.616014
Ta,73,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14095.65383,11901.24451,10991.18524,9403.529095,8131.249506,6963.003151,5880.977436,5021.717655,4287.501455,3669.791127,3090.810299,2552.236775,2130.290632,1795.332932,1526.878269,1308.526776,1126.500578,3374.065554,4276.291361,3650.620446,3132.062905,3160.805162,2727.312585,2536.989574,2219.730599,2049.528606,1816.544896,1599.423816,1410.664115,1247.055414,1100.639456,973.203294,863.433227,768.650272,684.856127,611.167995,546.443435,489.015533,438.1519,393.488712,354.004192,319.075234,288.316231,260.996283,236.822274,215.189169,195.810523,178.3109,162.499864,148.233929,135.303868,123.500549,112.857809,102.62331,93.340753,236.108814,211.642999,191.729221,174.119796,222.17256,236.143783,217.713907,200.730836,184.948574,170.393118,157.048065,144.839142,133.438865,122.984504,113.37643,104.547647,96.477802,89.006185
W,74,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14783.84815,12208.8241,10985.17988,9567.913714,8278.125115,7413.828928,6271.670816,5324.439741,4525.137933,3859.698933,3254.599597,2682.757457,2235.944008,1882.301729,1599.864827,1370.68888,1180.441976,1025.911704,3866.840161,3794.671642,3258.309744,2810.029709,2843.486972,2470.793691,2305.9854,2121.728731,1880.970748,1656.656283,1461.63985,1292.433273,1144.854798,1012.725625,897.652851,798.447509,711.645476,636.280117,568.80973,509.039474,456.306404,409.797797,368.621247,332.118646,299.98405,271.452179,246.223502,223.656763,203.45445,185.365555,169.160573,154.396989,140.956828,128.655,117.558366,106.95131,97.334206,88.662542,223.455864,201.270059,181.75653,165.451271,211.428272,224.792638,207.205307,191.122544,176.273734,162.529736,149.942946,138.241318,127.515617,117.610236,108.484322,100.128882,92.379588
Re,75,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,15578.75324,12863.66083,11476.122,9842.689479,8496.973339,7572.41225,6510.478017,5600.951914,4753.406231,4048.732254,3428.329187,2841.205544,2365.651173,1989.402082,1689.131155,1445.645635,1243.697338,1081.294058,941.808948,3948.707765,3392.625744,2926.926685,2972.751258,2578.865687,2371.118151,2109.671537,1949.660865,1718.086361,1516.211399,1341.094491,1188.996608,1055.291253,935.31465,831.020216,740.317033,662.013158,592.713861,530.531946,475.790521,427.324973,384.337651,346.27806,312.651017,282.867061,256.466119,232.91577,211.803079,192.944527,176.073864,160.954024,147.120699,134.310539,122.670945,111.603594,101.574374,92.596905,84.504349,208.485806,190.283242,173.749471,158.734189,202.892322,215.380482,198.495785,182.903926,168.579846,155.473313,143.328594,132.206028,121.964428,112.541313,103.905986,95.88979
Os,76,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,16181.14373,13440.73539,11202.14619,10094.4572,8738.103215,7551.061211,6612.623797,5715.422369,4937.932664,4204.126635,3556.82362,2973.192374,2479.8732,2083.506136,1767.218436,1510.91106,1298.429228,1127.683947,983.594626,2758.076823,3506.972677,3025.443983,2620.820657,2668.330746,2328.401506,2181.644815,1920.920461,1766.742807,1559.196443,1378.683897,1222.360957,1086.884007,966.672629,858.608507,764.265196,682.853871,611.677429,548.08145,491.452664,441.668498,397.285178,357.849192,323.073315,292.196753,264.834676,240.439752,218.582836,199.061227,181.606174,165.972368,151.866108,138.801289,126.838543,115.379921,104.998299,95.744924,87.419232,79.876142,196.38036,179.410395,164.013002,150.034413,191.926325,200.346123,187.910663,173.284279,159.898378,147.435331,136.00683,125.516919,115.878673,107.024788,98.785457
Ir,77,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,17219.28336,14602.3735,12222.53621,10913.7938,9357.463335,8018.977786,6946.825349,5958.377415,5117.64285,4408.752176,3777.278588,3208.974478,2707.067059,2267.339917,1914.450192,1629.912351,1395.292976,1207.621404,1049.928089,917.95474,3678.474593,3170.652658,2744.290279,2384.735844,2432.743122,2133.394448,2001.92015,1758.133989,1622.245882,1434.931387,1271.571082,1129.536112,1006.801091,896.92536,797.830293,712.243008,637.47816,571.729171,512.967708,461.099267,415.175592,374.116253,337.696075,305.400175,276.698794,251.135331,228.22804,207.791271,189.515189,173.161682,158.40023,144.900347,132.586905,120.636985,109.8021,100.102353,91.381594,83.544906,76.428434,187.096027,171.074138,156.526197,143.220088,183.612348,183.238155,180.003019,166.208735,153.296327,141.438445,130.549137,120.540769,111.354588,102.813356
Pt,78,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,17557.85666,15345.21513,13024.22167,10949.12306,9822.702618,8512.035536,7174.831923,6274.146114,5378.286295,4625.963714,3956.938533,3352.524675,2858.907696,2438.16554,2062.281927,1748.843015,1491.556718,1286.71668,1115.257541,972.776207,2608.017793,3305.739363,2860.188972,2484.325944,2534.240243,2219.31787,1953.600402,1822.667743,1672.659155,1478.878653,1311.817216,1167.651132,1041.73634,931.226982,830.682425,741.240308,663.005194,594.150115,533.696423,479.524434,431.648909,389.27593,351.578529,317.921368,288.047734,261.3709,237.484385,216.157983,197.114202,180.06099,164.68168,150.674887,137.927089,125.62145,114.446541,104.311508,95.201715,87.01861,79.606129,72.918082,177.725791,162.624548,148.81248,136.317098,174.998035,163.458945,171.700269,158.424219,146.245374,135.026775,124.698475,115.237995,106.460146
Au,79,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,16997.10804,15711.05243,13649.09289,11606.96327,10418.10694,8982.610939,7587.773743,6610.71487,5656.33084,4860.36203,4150.661881,3509.675016,2986.020102,2556.841946,2187.183225,1871.032752,1599.429557,1375.269916,1188.387079,1033.691248,904.591539,2366.861195,3000.436842,2602.904202,2266.688981,2312.98681,2038.98119,1901.123699,1667.279288,1536.36842,1362.627367,1211.903246,1081.216031,966.504324,865.185321,773.423141,691.453353,619.347593,556.04492,500.47744,450.39086,406.12078,367.160681,332.254797,301.099285,273.211884,248.178452,225.851367,205.911014,188.061248,171.968483,157.305472,143.970738,131.247448,119.682186,109.128934,99.632131,91.038298,83.258519,76.265848,69.921714,169.711047,155.131753,142.075216,130.106045,167.5221,153.895664,164.500695,151.964824,140.356415,129.639688,119.82241,110.712588
Hg,80,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,15655.99958,15411.84252,13877.64379,12045.79813,10891.86642,9325.474775,7952.847469,6766.596513,5900.0751,5060.316714,4312.003315,3637.497724,3087.872103,2638.345923,2269.276045,1949.657142,1671.720679,1447.828807,1257.517989,1092.003678,952.992115,836.402993,3132.677388,2712.244721,2358.058251,2057.507417,2107.361967,1843.950335,1726.540962,1516.25675,1401.791801,1245.740482,1110.814889,993.654217,889.813677,798.568099,715.055587,640.222562,574.519951,516.857106,465.867026,419.894876,379.433286,343.600792,311.665291,282.931292,257.064794,233.888073,213.191129,194.675086,177.977258,162.774803,148.952082,135.792558,123.838463,113.044546,103.308801,94.392634,86.319956,79.052578,72.449585,66.518684,160.552761,147.024001,134.623283,123.478256,159.155523,146.219763,156.325211,144.450285,133.490927,123.416297,114.034342
Tl,81,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14047.72941,14229.50879,13512.41168,12111.29631,10507.56446,9627.84407,8135.433558,7033.492032,6129.382705,5258.111507,4477.281437,3764.447651,3189.39403,2718.749879,2334.063235,2014.422602,1733.761658,1498.834455,1300.784265,1134.958558,995.518518,876.533935,2237.99529,2829.160486,2455.35164,2139.285319,2191.620787,1906.971788,1671.335521,1570.723778,1382.882587,1282.370319,1141.954104,1020.67359,914.657218,821.179191,737.912918,661.531052,593.405558,533.613929,480.870196,434.02045,392.016196,354.83272,321.881291,292.385312,265.834567,241.948132,220.509035,201.294389,183.978703,168.222572,153.893824,140.264175,127.892299,116.818495,106.82373,97.661969,89.355788,81.825776,74.984599,68.831058,63.202426,151.740461,139.06254,127.567152,117.104537,150.379123,138.883719,148.500435,137.33514,127.02021,117.366128
Pb,82,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13342.3029,13481.34777,13421.08069,12223.75276,10756.53642,9566.294726,8468.362328,7312.20652,6231.388318,5462.31653,4647.979572,3883.609474,3275.145821,2787.027919,2391.257043,2067.011411,1794.611886,1559.798087,1351.782082,1178.033584,1031.959322,908.347151,803.183517,2026.12693,2565.545133,2231.976946,1948.85943,1988.526601,1732.905118,1520.145484,1432.056499,1266.998869,1180.253111,1054.72281,944.939328,849.305323,763.514443,686.331227,615.965781,553.377435,498.160722,449.349389,406.189108,367.556139,333.332818,302.834734,275.412058,250.814879,228.780261,208.903711,190.932832,174.553977,159.657029,145.492347,132.637268,121.136321,110.769689,101.370102,92.831508,85.018965,77.919591,71.5262,65.660618,61.379344,144.134168,132.293955,121.507812,111.53251,124.052826,132.554706,141.69645,131.097674,121.194997
Bi,83,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13068.76868,13466.19299,13272.20847,12471.58497,11066.26543,9690.273075,8799.079955,7545.612737,6521.731987,5704.201546,4844.494555,4039.359727,3399.518245,2887.007318,2472.923037,2133.57688,1849.643781,1619.42029,1410.345715,1227.754435,1074.638909,945.139336,834.985297,740.896446,1844.795703,2335.282295,2037.320102,1771.141063,1811.151241,1586.524107,1396.246607,1318.896476,1222.592523,1092.601824,978.050538,878.649801,790.89413,711.691125,640.445088,575.867096,518.278427,467.327936,422.451413,382.481054,346.749544,314.916491,286.40956,260.88827,237.98039,217.44305,198.826974,181.780564,166.271299,151.496082,138.08848,126.096297,115.295492,105.56212,96.717552,88.632218,81.276556,74.607095,68.488373,62.974501,99.901251,137.644363,126.42221,116.060072,106.608104,104.462161,127.031001,135.892586,125.73867
Po,84,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13178.77684,13806.38134,13087.92777,12862.37769,11444.02401,10047.61241,9131.685691,7861.408276,6820.541119,5847.582473,5064.728071,4218.952716,3551.130885,3014.16225,2581.910608,2226.972049,1929.884809,1688.826192,1483.550721,1300.846918,1138.306238,1000.5277,883.524787,783.453746,1438.338995,2474.665077,2150.160693,1868.03642,1919.713837,1674.076338,1472.093701,1299.351922,1230.627852,1144.851325,1024.029079,918.918392,826.642883,744.707663,671.032691,604.754146,544.60916,490.912417,443.595857,401.665992,364.29184,330.729854,300.677937,273.871684,249.872808,228.284289,208.789156,190.966379,174.738121,159.201544,145.100885,132.467623,121.092385,110.845629,101.547927,93.137405,85.474633,78.470041,72.043121,66.252048,60.921337,133.458557,132.741231,121.924582,112.025314,102.973369,94.680609,122.931697,131.435693
