zMeas	zAbsorb	Ln	Lg	Lv	Ll	Mg	Mz
1	1	0	0	0	0	0	0
2	1	0	0	0	0	0	0
3	1	0	0	0	0	0	0
4	1	0	0	0	0	0	0
5	1	0	0	0	0	0	0
6	1	0	0	0	0	0	0
7	1	0	0	0	0	0	0
8	1	0	0	0	0	0	0
9	1	0	0	0	0	0	0
10	1	0	0	0	0	0	0
11	1	0	0	0	0	0	0
12	1	0	0	0	0	0	0
13	1	0	0	0	0	0	0
14	1	0	0	0	0	0	0
15	1	0	0	0	0	0	0
16	1	0	0	0	0	0	0
17	1	0	0	0	0	0	0
18	1	0	0	0	0	0	0
19	1	0	0	0	0	0	0
20	1	0	0	0	0	0	0
21	1	0	0	0	0	0	0
22	1	0	0	0	0	0	0
23	1	0	0	0	0	0	0
24	1	0	0	0	0	0	0
25	1	0	0	0	0	0	0
26	1	0	0	0	0	0	0
27	1	0	0	0	0	0	0
28	1	0	0	0	0	0	0
29	1	0	0	0	0	0	0
30	1	0	0	0	0	0	0
31	1	0	0	0	0	0	0
32	1	0	0	0	0	0	0
33	1	0	0	0	0	0	0
34	1	0	0	0	0	0	0
35	1	0	0	0	0	0	0
36	1	0	0	0	0	0	0
37	1	0	0	0	0	0	0
38	1	0	0	0	0	0	0
39	1	0	0	0	0	0	0
40	1	0	0	0	0	0	0
41	1	0	0	0	0	0	0
42	1	0	0	0	0	0	0
43	1	0	0	0	0	0	0
44	1	0	0	0	0	0	0
45	1	0	0	0	0	0	0
46	1	0	0	0	0	0	0
47	1	0	0	0	0	0	0
48	1	0	0	0	0	0	0
49	1	0	0	0	0	0	0
50	1	0	0	0	0	0	0
51	1	0	0	0	0	0	0
52	1	0	0	0	0	0	0
53	1	0	0	0	0	0	0
54	1	0	0	0	0	0	0
55	1	0	0	0	0	0	0
56	1	0	0	0	0	0	0
57	1	0	0	0	0	0	0
58	1	0	0	0	0	0	0
59	1	0	0	0	0	0	0
60	1	0	0	0	0	0	0
61	1	0	0	0	0	0	0
62	1	0	0	0	0	0	0
63	1	0	0	0	0	0	0
64	1	0	0	0	0	0	0
65	1	0	0	0	0	0	0
66	1	0	0	0	0	0	0
67	1	0	0	0	0	0	0
68	1	0	0	0	0	0	0
69	1	0	0	0	0	0	0
70	1	0	0	0	0	0	0
71	1	0	0	0	0	0	0
72	1	0	0	0	0	0	0
73	1	0	0	0	0	0	0
74	1	0	0	0	0	0	0
75	1	0	0	0	0	0	0
76	1	0	0	0	0	0	0
77	1	0	0	0	0	0	0
78	1	0	0	0	0	0	0
79	1	0	0	0	0	0	0
80	1	0	0	0	0	0	0
81	1	0	0	0	0	0	0
82	1	0	0	0	0	0	0
83	1	0	0	0	0	0	0
84	1	0	0	0	0	0	0
85	1	0	0	0	0	0	0
86	1	0	0	0	0	0	0
87	1	0	0	0	0	0	0
88	1	0	0	0	0	0	0
89	1	0	0	0	0	0	0
90	1	0	0	0	0	0	0
91	1	0	0	0	0	0	0
92	1	0	0	0	0	0	0
93	1	0	0	0	0	0	0
94	1	0	0	0	0	0	0
95	1	0	0	0	0	0	0
96	1	0	0	0	0	0	0
97	1	0	0	0	0	0	0
98	1	0	0	0	0	0	0
99	1	0	0	0	0	0	0
100	1	0	0	0	0	0	0
1	2	0	0	0	0	0	0
2	2	0	0	0	0	0	0
3	2	0	0	0	0	0	0
4	2	0	0	0	0	0	0
5	2	0	0	0	0	0	0
6	2	0	0	0	0	0	0
7	2	0	0	0	0	0	0
8	2	0	0	0	0	0	0
9	2	0	0	0	0	0	0
10	2	0	0	0	0	0	0
11	2	0	0	0	0	0	0
12	2	0	0	0	0	0	0
13	2	0	0	0	0	0	0
14	2	0	0	0	0	0	0
15	2	0	0	0	0	0	0
16	2	0	0	0	0	0	0
17	2	0	0	0	0	0	0
18	2	0	0	0	0	0	0
19	2	0	0	0	0	0	0
20	2	0	0	0	0	0	0
21	2	0	0	0	0	0	0
22	2	0	0	0	0	0	0
23	2	0	0	0	0	0	0
24	2	0	0	0	0	0	0
25	2	0	0	0	0	0	0
26	2	0	0	0	0	0	0
27	2	0	0	0	0	0	0
28	2	0	0	0	0	0	0
29	2	0	0	0	0	0	0
30	2	0	0	0	0	0	0
31	2	0	0	0	0	0	0
32	2	0	0	0	0	0	0
33	2	0	0	0	0	0	0
34	2	0	0	0	0	0	0
35	2	0	0	0	0	0	0
36	2	0	0	0	0	0	0
37	2	0	0	0	0	0	0
38	2	0	0	0	0	0	0
39	2	0	0	0	0	0	0
40	2	0	0	0	0	0	0
41	2	0	0	0	0	0	0
42	2	0	0	0	0	0	0
43	2	0	0	0	0	0	0
44	2	0	0	0	0	0	0
45	2	0	0	0	0	0	0
46	2	0	0	0	0	0	0
47	2	0	0	0	0	0	0
48	2	0	0	0	0	0	0
49	2	0	0	0	0	0	0
50	2	0	0	0	0	0	0
51	2	0	0	0	0	0	0
52	2	0	0	0	0	0	0
53	2	0	0	0	0	0	0
54	2	0	0	0	0	0	0
55	2	0	0	0	0	0	0
56	2	0	0	0	0	0	0
57	2	0	0	0	0	0	0
58	2	0	0	0	0	0	0
59	2	0	0	0	0	0	0
60	2	0	0	0	0	0	0
61	2	0	0	0	0	0	0
62	2	0	0	0	0	0	0
63	2	0	0	0	0	0	0
64	2	0	0	0	0	0	0
65	2	0	0	0	0	0	0
66	2	0	0	0	0	0	0
67	2	0	0	0	0	0	0
68	2	0	0	0	0	0	0
69	2	0	0	0	0	0	0
70	2	0	0	0	0	0	0
71	2	0	0	0	0	0	0
72	2	0	0	0	0	0	0
73	2	0	0	0	0	0	0
74	2	0	0	0	0	0	0
75	2	0	0	0	0	0	0
76	2	0	0	0	0	0	0
77	2	0	0	0	0	0	0
78	2	0	0	0	0	0	0
79	2	0	0	0	0	0	0
80	2	0	0	0	0	0	0
81	2	0	0	0	0	0	0
82	2	0	0	0	0	0	0
83	2	0	0	0	0	0	0
84	2	0	0	0	0	0	0
85	2	0	0	0	0	0	0
86	2	0	0	0	0	0	0
87	2	0	0	0	0	0	0
88	2	0	0	0	0	0	0
89	2	0	0	0	0	0	0
90	2	0	0	0	0	0	0
91	2	0	0	0	0	0	0
92	2	0	0	0	0	0	0
93	2	0	0	0	0	0	0
94	2	0	0	0	0	0	0
95	2	0	0	0	0	0	0
96	2	0	0	0	0	0	0
97	2	0	0	0	0	0	0
98	2	0	0	0	0	0	0
99	2	0	0	0	0	0	0
100	2	0	0	0	0	0	0
1	3	0	0	0	0	0	0
2	3	0	0	0	0	0	0
3	3	0	0	0	0	0	0
4	3	0	0	0	0	0	0
5	3	0	0	0	0	0	0
6	3	0	0	0	0	0	0
7	3	0	0	0	0	0	0
8	3	0	0	0	0	0	0
9	3	0	0	0	0	0	0
10	3	0	0	0	0	0	0
11	3	0	0	0	0	0	0
12	3	0	0	0	0	0	0
13	3	0	0	0	0	0	0
14	3	0	0	0	0	0	0
15	3	0	0	0	0	0	0
16	3	0	0	0	0	0	0
17	3	0	0	0	0	0	0
18	3	16061	0	0	16483.2	0	0
19	3	0	0	0	0	0	0
20	3	6580.2	0	0	6802.77	0	0
21	3	4410.32	0	0	4574.1	0	0
22	3	3058.98	0	0	3194	0	0
23	3	2143.61	0	0	2250.72	0	0
24	3	1533.77	0	0	1617.07	0	0
25	3	1120.35	0	0	1187.05	0	0
26	3	831.443	0	0	884.152	0	0
27	3	622.532	0	0	664.174	0	0
28	3	473.136	0	0	506.392	0	0
29	3	362.528	0	0	389.699	0	0
30	3	279.404	0	0	301.829	0	0
31	3	218.663	0	0	237.615	0	0
32	3	169.908	0	0	186.297	0	0
33	3	132.546	0	0	146.287	0	0
34	3	104.674	0	0	116.177	0	0
35	3	83.0052	0	0	92.7192	0	0
36	3	66.2056	0	0	74.4229	0	0
37	3	53.2196	0	0	60.2678	0	0
38	3	43.0105	0	0	49.0522	0	0
39	3	34.9093	0	0	40.0912	0	0
40	3	28.611	14.9822	0	33.0897	0	0
41	3	23.5248	12.1345	0	27.4073	4328.28	31867
42	3	19.4397	9.92261	0	22.8202	3305.23	23199.55
43	3	16.2191	8.20195	0	19.1869	2714.59	17367.95
44	3	13.4631	6.72884	0	16.0536	2082.03	13217.25
45	3	11.2804	5.56515	0	13.5565	1681.61	10244.03
46	3	9.49174	4.62643	0	11.5041	1394.85	7958.925
47	3	8.01845	3.83222	0	9.80045	1116.89	6332.865
48	3	6.78858	3.20182	0	8.38025	918.811	4896.32
49	3	5.75113	2.6847	0	7.19145	758.403	3870.775
50	3	4.87584	2.25993	0	6.17358	628.955	3077.355
51	3	4.1485	1.90944	0	5.31104	524.409	2445.765
52	3	3.54048	1.61909	0	4.57839	439.969	1975.73
53	3	3.03116	1.377	0	3.96201	370.722	1597.415
54	3	2.60223	1.17471	0	3.44012	313.137	1353.145
55	3	2.24182	1.00717	0	2.99237	266.713	1131.755
56	3	1.93601	0.864504	0	2.61287	226.789	939.3795
57	3	1.67019	0.742799	0	2.2795	193.295	781.655
58	3	1.4482	0.641839	0.63349	1.9992	166.142	666.6515
59	3	1.26358	0.555006	0.524439	1.76598	142.473	569.4325
60	3	1.09648	0.481962	0.455418	1.55056	123.941	483.3615
61	3	0.955125	0.418634	0.396154	1.36731	106.883	415.563
62	3	0.835338	0.365396	0.345432	1.21099	93.3106	355.6315
63	3	0	0.319144	0.301498	1.0752	81.477	310.4755
64	3	0	0.279673	0.264692	0.957652	71.6228	266.4635
65	3	0.567651	0.245442	0.232196	0.856619	62.64	235.277
66	3	0.49924	0.215885	0.203651	0.76363	55.5076	207.56
67	3	0.43991	0.1901	0.179227	0.682352	49.2388	180.972
68	3	0.387161	0.168112	0.157857	0.609017	43.4335	160.046
69	3	0.344841	0.148142	0.139335	0.550978	38.7327	142.1155
70	3	0.30599	0.131456	0.123176	0.496305	34.7222	123.2655
71	3	0.271821	0.116322	0.109032	0.447817	31.0416	108.888
72	3	0.242089	0.103109	0.0966012	0.405421	27.784	95.73875
73	3	0.215741	0.0915731	0.0857378	0.367027	24.7416	84.99465
74	3	0.192445	0.0813873	0.0762398	0.33312	22.1191	75.213
75	3	0.171919	0.0724296	0.0677929	0.302884	19.833	66.8112
76	3	0.153567	0.0645179	0.060358	0.27585	17.699	59.53115
77	3	0.137468	0.0575924	0.0539282	0.251847	15.9885	53.1397
78	3	0.122981	0.0514418	0.0481689	0.229844	14.3929	47.5623
79	3	0.110205	0.0459942	0.0430639	0.210276	12.9885	42.64205
80	3	0.0989054	0.0411828	0.0385445	0.192598	11.7411	37.95525
81	3	0.0888403	0.0369002	0.0345483	0.176638	10.5826	34.2862
82	3	0.0798579	0.033084	0.0309815	0.162245	9.56998	30.93935
83	3	0.0718719	0.0297047	0.0278179	0.149082	8.67808	27.89985
84	3	0.0645304	0.0266811	0.0249169	0.136802	7.82028	24.8395
85	3	0.0582916	0.0239918	0.0224018	0.126348	6.83466	22.1551
86	3	0.0526132	0.021594	0.0201624	0.116568	6.47083	19.8003
87	3	0.0474882	0.0194465	0.0181614	0.107718	5.9125	18.00235
88	3	0.0429047	0.0175273	0.016463	0.0996778	5.30775	17.1078
89	3	0.0387769	0.0158048	0.0147832	0.0923032	4.87731	14.8476
90	3	0.0350629	0.0142683	0.0133756	0.0855597	4.42659	14.17745
91	3	0.0317539	0.0128753	0.0120881	0.0794609	4.03557	12.9647
92	3	0.0287334	0.0116429	0.010921	0.0738318	3.67409	11.84555
93	3	0.0260832	0.0105661	9.90709E-03	0.0687562	3.36333	10.8503
94	3	0.0237291	9.53387E-03	9.01313E-03	0.0640485	3.07114	9.95708
95	3	0.0215616	8.62758E-03	0.0082212	0.0596701	2.80999	9.1572
96	3	0	0	0	0	0	0
97	3	0	0	0	0	0	0
98	3	0	0	0	0	0	0
99	3	0	0	0	0	0	0
100	3	0	0	0	0	0	0
1	4	0	0	0	0	0	0
2	4	0	0	0	0	0	0
3	4	0	0	0	0	0	0
4	4	0	0	0	0	0	0
5	4	0	0	0	0	0	0
6	4	0	0	0	0	0	0
7	4	0	0	0	0	0	0
8	4	0	0	0	0	0	0
9	4	0	0	0	0	0	0
10	4	0	0	0	0	0	0
11	4	0	0	0	0	0	0
12	4	0	0	0	0	0	0
13	4	0	0	0	0	0	0
14	4	0	0	0	0	0	0
15	4	0	0	0	0	0	0
16	4	0	0	0	0	0	0
17	4	0	0	0	0	0	0
18	4	34904	0	0	35749.1	0	0
19	4	0	0	0	0	0	0
20	4	15191.9	0	0	15675.7	0	0
21	4	10409	0	0	10775.2	0	0
22	4	7351.01	0	0	7660.08	0	0
23	4	5234.19	0	0	5484.43	0	0
24	4	3795.33	0	0	3993.34	0	0
25	4	2803.45	0	0	2964.45	0	0
26	4	2101.05	0	0	2229.83	0	0
27	4	1587.34	0	0	1690.17	0	0
28	4	1216.33	0	0	1299.22	0	0
29	4	939.285	0	0	1007.56	0	0
30	4	729.389	0	0	786.18	0	0
31	4	574.882	0	0	623.206	0	0
32	4	450.152	0	0	492.171	0	0
33	4	355.016	0	0	390.126	0	0
34	4	283.286	0	0	312.984	0	0
35	4	226.941	0	0	252.268	0	0
36	4	182.818	0	0	204.457	0	0
37	4	148.377	0	0	167.108	0	0
38	4	121.041	0	0	137.251	0	0
39	4	99.1453	0	0	113.173	0	0
40	4	81.9702	43.7174	0	94.1985	0	0
41	4	67.9803	35.4976	0	78.6695	10225.2	65135.55
42	4	56.5426	29.0977	0	66.0326	7913.97	48883.7
43	4	47.2819	24.1078	0	55.8167	6559.71	37512.45
44	4	39.3348	19.8322	0	46.8051	5089.95	29150.55
45	4	33.0282	16.4571	0	39.6042	4146.48	23002.55
46	4	27.8491	13.7332	0	33.6751	3463.52	18165.1
47	4	23.5751	11.4207	0	28.7438	2795.09	14653.25
48	4	20.0053	9.57763	0	24.6254	2314.36	11492.7
49	4	16.9956	8.05958	0	21.1721	1922.01	9196.395
50	4	14.4579	6.80783	0	18.2218	1603.22	7392.945
51	4	12.3427	5.77131	0	15.7207	1344.06	5937.57
52	4	10.5687	4.90991	0	13.5935	1133.48	4840.45
53	4	9.07743	4.18926	0	11.7992	959.891	3946.57
54	4	7.81691	3.58516	0	10.2752	814.771	3363.555
55	4	6.75436	3.08327	0	8.96366	697.19	2830.99
56	4	5.85001	2.65457	0	7.84824	595.615	2364.47
57	4	5.0617	2.28776	0	6.86562	510.08	1979.06
58	4	4.40144	1.98259	1.95732	6.03709	440.609	1696.285
59	4	3.85079	1.71938	1.62653	5.34604	380.395	1455.915
60	4	3.35101	1.49731	1.41645	4.70614	332.949	1241.835
61	4	2.92703	1.30424	1.23555	4.16037	289.001	1072.4
62	4	2.56676	1.14144	1.08028	3.69364	253.806	921.9275
63	4	0	0.999637	0.945435	3.28725	222.945	808.0435
64	4	0	0.878306	0.832172	2.93462	197.096	696.552
65	4	1.75775	0.772813	0.731912	2.63084	173.392	617.249
66	4	1.5499	0.681483	0.643546	2.35062	154.468	546.523
67	4	1.36917	0.601461	0.567657	2.10516	137.75	478.532
68	4	1.20805	0.532972	0.500772	1.88319	122.179	425.1395
69	4	1.07847	0.470249	0.44256	1.70715	109.503	379.483
70	4	0.959237	0.417776	0.391716	1.54097	98.637	331.215
71	4	0.854132	0.370131	0.347158	1.39328	88.6164	294.182
72	4	0.762464	0.328482	0.307948	1.26388	79.7031	260.118
73	4	0.68104	0.292073	0.273639	1.14644	71.3377	232.1375
74	4	0.608749	0.259888	0.243607	1.04252	64.0918	206.531
75	4	0.544913	0.23155	0.21687	0.949694	57.6721	184.416
76	4	0.487295	0.206496	0.193311	0.866538	51.5403	165.154
77	4	0.436688	0.184541	0.172914	0.792571	46.6174	148.1635
78	4	0.391104	0.165019	0.154621	0.724645	42.0178	133.2625
79	4	0.350857	0.147708	0.138387	0.664102	37.9646	120.0485
80	4	0.315219	0.132401	0.123999	0.609225	34.3605	107.4
81	4	0.283442	0.118761	0.111263	0.559602	31.0091	97.45215
82	4	0.255052	0.106593	0.0998846	0.514553	28.0759	88.33685
83	4	0.229784	0.0958081	0.0897809	0.473202	25.4896	80.02055
84	4	0.206535	0.0861477	0.0805062	0.434593	22.9996	71.6067
85	4	0.186759	0.0775462	0.0724565	0.401701	20.1388	64.1911
86	4	0.168738	0.0698694	0.0652825	0.370906	19.0842	57.57815
87	4	0.152457	0.0629876	0.0588654	0.343016	17.4639	52.4124
88	4	0.137881	0.0568301	0.0534121	0.317657	15.7112	49.8399
89	4	0.12474	0.0512973	0.0480132	0.294378	14.4621	43.32905
90	4	0.112904	0.0463571	0.0434844	0.273076	13.1521	41.39605
91	4	0.10235	0.0418736	0.0393376	0.253796	12.0137	37.89565
92	4	0.0927059	0.0379029	0.0355755	0.235987	10.9591	34.6623
93	4	0.084236	0.034431	0.0323043	0.21992	10.0505	31.7836
94	4	0.0767056	0.0310993	0.0294172	0.205008	9.19468	29.19735
95	4	0.0697659	0.0281711	0.026857	0.19113	8.42797	26.879
96	4	0	0	0	0	0	0
97	4	0	0	0	0	0	0
98	4	0	0	0	0	0	0
99	4	0	0	0	0	0	0
100	4	0	0	0	0	0	0
1	5	0	0	0	0	0	0
2	5	0	0	0	0	0	0
3	5	0	0	0	0	0	0
4	5	0	0	0	0	0	0
5	5	0	0	0	0	0	0
6	5	0	0	0	0	0	0
7	5	0	0	0	0	0	0
8	5	0	0	0	0	0	0
9	5	0	0	0	0	0	0
10	5	0	0	0	0	0	0
11	5	0	0	0	0	0	0
12	5	0	0	0	0	0	0
13	5	0	0	0	0	0	0
14	5	0	0	0	0	0	0
15	5	0	0	0	0	0	0
16	5	0	0	0	0	0	0
17	5	0	0	0	0	0	0
18	5	58157	0	0	59362.3	0	0
19	5	0	0	0	0	0	0
20	5	27520.1	0	0	28335.8	0	0
21	5	19305.6	0	0	19946.6	0	0
22	5	13880.3	0	0	14436	0	0
23	5	10033.9	0	0	10492.7	0	0
24	5	7373.55	0	0	7742.09	0	0
25	5	5512.4	0	0	5816.36	0	0
26	5	4176.61	0	0	4422.81	0	0
27	5	3186.58	0	0	3385.81	0	0
28	5	2463.12	0	0	2625.42	0	0
29	5	1916.11	0	0	2051.5	0	0
30	5	1497.5	0	0	1611.18	0	0
31	5	1186.96	0	0	1284.3	0	0
32	5	933.057	0	0	1018.85	0	0
33	5	738.386	0	0	810.308	0	0
34	5	591.115	0	0	652.143	0	0
35	5	475.062	0	0	527.276	0	0
36	5	383.896	0	0	428.64	0	0
37	5	312.511	0	0	351.365	0	0
38	5	255.686	0	0	289.401	0	0
39	5	210.04	0	0	239.298	0	0
40	5	174.136	94.6604	0	199.708	0	0
41	5	144.812	77.6109	0	167.225	18983.5	3697.62
42	5	120.992	64.2097	0	140.723	14891	77213
43	5	102.005	53.6668	0	119.509	12452.3	61852.5
44	5	85.5918	44.5409	0	101.024	9768.92	49739
45	5	72.454	37.2539	0	86.1506	8026.58	40275.65
46	5	61.5803	31.3131	0	73.8067	6753.7	32469.45
47	5	52.5354	26.2212	0	63.4649	5496.59	26609.7
48	5	44.9129	22.0605	0	54.7647	4584.07	21195.25
49	5	38.4233	18.6128	0	47.4169	3832.87	17172
50	5	32.8983	15.7633	0	41.0735	3217.37	13955.5
51	5	28.2556	13.3982	0	35.6522	2713.08	11320.35
52	5	24.3073	11.427	0	31.0067	2300.13	9309.64
53	5	20.9252	9.77398	0	27.0572	1957.03	7654.94
54	5	18.0609	8.38495	0	23.6423	1668.33	6566.325
55	5	15.6414	7.22812	0	20.6668	1432.95	5564.435
56	5	13.578	6.23782	0	18.1321	1228.75	4679.565
57	5	11.7747	5.38841	0	15.895	1055.38	3942.52
58	5	10.2611	4.68004	4.62124	14.0052	913.56	3397.63
59	5	8.99616	4.06719	3.85068	12.4256	790.384	2931.3
60	5	7.84557	3.54902	3.36004	10.96	693.127	2513.09
61	5	6.86747	3.09753	2.93674	9.70763	602.865	2179.625
62	5	6.03468	2.71625	2.5728	8.63465	530.445	1881.62
63	5	0	2.38344	2.25602	7.6986	466.817	1654.895
64	5	0	2.09806	1.98941	6.885	413.427	1431.66
65	5	4.15662	1.84949	1.75298	6.18292	364.383	1272.31
66	5	3.67184	1.63389	1.54415	5.53413	325.155	1129.665
67	5	3.24946	1.44451	1.3644	4.96473	290.438	991.0135
68	5	2.87234	1.28203	1.2053	4.44874	258.054	881.939
69	5	2.56854	1.13253	1.06647	4.03868	231.649	788.5165
70	5	2.28848	1.00733	0.945106	3.65098	208.979	689.5695
71	5	2.04114	0.893536	0.838617	3.30585	188.04	613.5145
72	5	1.82508	0.793938	0.744786	3.00305	169.389	543.4425
73	5	1.63284	0.706765	0.662589	2.72796	151.857	485.7825
74	5	1.46177	0.629616	0.590557	2.48419	136.646	432.9255
75	5	1.31046	0.561612	0.526347	2.26604	123.298	387.2035
76	5	1.17318	0.501409	0.469698	2.07036	110.753	347.316
77	5	1.05246	0.448592	0.420598	1.89608	100.638	312.069
78	5	0.943645	0.401582	0.376523	1.73583	91.1489	281.11
79	5	0.847463	0.359853	0.337367	1.59279	82.7463	253.6195
80	5	0.762196	0.322916	0.302626	1.4629	75.2384	227.264
81	5	0.686083	0.289968	0.271839	1.3453	68.2248	206.5045
82	5	0.618016	0.260538	0.244297	1.23815	62.0582	187.4555
83	5	0.557372	0.234422	0.219816	1.13957	56.5958	170.054
84	5	0.501505	0.211007	0.19732	1.04746	51.3118	152.4205
85	5	0.45393	0.190136	0.177777	0.968951	45.1998	136.8545
86	5	0.410543	0.171492	0.160343	0.895389	42.9319	123.105
87	5	0.371307	0.154763	0.144732	0.828711	39.4368	112.54
88	5	0.336144	0.139776	0.131449	0.76803	35.6314	107.261
89	5	0.304415	0.126294	0.118285	0.712288	32.9076	93.8573
90	5	0.275807	0.114245	0.107234	0.66124	30.0371	89.86105
91	5	0.250266	0.103301	0.0971061	0.615004	27.5303	82.60115
92	5	0.226905	0.0935993	0.0879074	0.572267	25.1915	75.8667
93	5	0.20637	0.0851072	0.0799012	0.533677	23.133	69.8467
94	5	0.188095	0.07695	0.0728282	0.497833	21.1914	64.4174
95	5	0.171241	0.0697734	0.0665506	0.46445	19.4502	59.53155
96	5	0	0	0	0	0	0
97	5	0	0	0	0	0	0
98	5	0	0	0	0	0	0
99	5	0	0	0	0	0	0
100	5	0	0	0	0	0	0
1	6	0	0	0	0	0	0
2	6	0	0	0	0	0	0
3	6	0	0	0	0	0	0
4	6	0	0	0	0	0	0
5	6	0	0	0	0	0	0
6	6	0	0	0	0	0	0
7	6	0	0	0	0	0	0
8	6	0	0	0	0	0	0
9	6	0	0	0	0	0	0
10	6	0	0	0	0	0	0
11	6	0	0	0	0	0	0
12	6	0	0	0	0	0	0
13	6	0	0	0	0	0	0
14	6	0	0	0	0	0	0
15	6	0	0	0	0	0	0
16	6	0	0	0	0	0	0
17	6	0	0	0	0	0	0
18	6	3866.85	0	0	3952.76	0	0
19	6	0	0	0	0	0	0
20	6	41783.7	0	0	42815.5	0	0
21	6	30838.1	0	0	31743.5	0	0
22	6	22885.4	0	0	23730.5	0	0
23	6	16913	0	0	17640.3	0	0
24	6	12630.5	0	0	13230.1	0	0
25	6	9561.78	0	0	10067.2	0	0
26	6	7322.41	0	0	7737.48	0	0
27	6	5639.69	0	0	5980	0	0
28	6	4396.47	0	0	4676.45	0	0
29	6	3447.85	0	0	3683.5	0	0
30	6	2714.99	0	0	2914.77	0	0
31	6	2165.81	0	0	2338.56	0	0
32	6	1724.94	0	0	1873.59	0	0
33	6	1380.35	0	0	1509.27	0	0
34	6	1109.28	0	0	1221.72	0	0
35	6	894.887	0	0	991.455	0	0
36	6	725.815	0	0	808.87	0	0
37	6	592.959	0	0	665.326	0	0
38	6	486.831	0	0	549.841	0	0
39	6	401.288	0	0	456.153	0	0
40	6	333.772	183.372	0	381.883	0	0
41	6	278.45	150.864	0	320.748	30382	6931.415
42	6	233.377	125.226	0	270.722	24415.6	5284.435
43	6	197.342	104.994	0	230.566	20701.9	4131.695
44	6	166.097	87.3952	0	195.477	16491	3279.305
45	6	141.007	73.2436	0	167.162	13691.9	2645.775
46	6	120.186	61.6443	0	143.594	11614.5	24836.81
47	6	102.819	51.7077	0	123.799	9535.47	40625.9
48	6	88.1162	43.7237	0	107.104	8008.79	33474.9
49	6	75.5253	37.0961	0	92.967	6740.27	27785.15
50	6	64.7403	31.5883	0	80.6715	5692.32	22999.3
51	6	55.6798	26.9916	0	70.1175	4827.43	18937.85
52	6	48.0247	23.1409	0	61.0468	4114.67	15757.7
53	6	41.545	19.8948	0	53.3403	3519.15	13088.1
54	6	36.0317	17.1532	0	46.7531	3015.02	11306.05
55	6	31.3521	14.8589	0	41.0487	2601.36	9648.37
56	6	27.3419	12.8428	0	36.1692	2240.01	8169.27
57	6	23.8217	11.107	0	31.8436	1936.66	6926.165
58	6	20.8531	9.65625	9.53586	28.1738	1690.79	6000.18
59	6	18.3612	8.40079	7.95693	25.0942	1474.11	5202.57
60	6	16.0849	7.33835	6.95064	22.2255	1297.14	4482.735
61	6	14.127	6.4118	6.08153	19.7641	1130.94	3905.885
62	6	12.4283	5.62836	5.33338	17.6471	997.309	3387.705
63	6	0	4.94385	4.68161	15.7934	879.62	2991.48
64	6	0	4.35637	4.13252	14.1627	780.649	2599.07
65	6	8.58409	3.84413	3.64513	12.7308	689.543	2317.285
66	6	7.59022	3.39943	3.21421	11.4052	616.524	2064.505
67	6	6.7237	3.00843	2.84292	10.2395	551.778	1825.445
68	6	5.94919	2.67278	2.51445	9.18258	491.262	1635.32
69	6	5.32463	2.36417	2.22768	8.34236	441.821	1470.815
70	6	4.74842	2.10535	1.97658	7.54746	399.295	1290.6
71	6	4.23911	1.86979	1.756	6.83945	359.947	1150.565
72	6	3.7938	1.66338	1.56143	6.21776	324.828	1021.315
73	6	3.39726	1.48252	1.39078	5.65243	291.756	914.7295
74	6	3.04409	1.32225	1.24102	5.15111	263.014	816.8175
75	6	2.73145	1.18079	1.10738	4.70223	237.747	731.9595
76	6	2.44812	1.05544	0.989354	4.29929	213.959	657.791
77	6	2.1987	0.945344	0.886936	3.94018	194.743	592.134
78	6	1.97356	0.847236	0.79489	3.60975	176.687	534.3585
79	6	1.77433	0.760049	0.713024	3.31461	160.669	482.964
80	6	1.59755	0.682786	0.640306	3.04642	146.33	433.601
81	6	1.43958	0.613788	0.575795	2.80345	132.915	394.649
82	6	1.29813	0.552101	0.518028	2.58223	121.103	358.846
83	6	1.17197	0.497301	0.466626	2.37871	110.622	326.08
84	6	1.05564	0.448116	0.419342	2.18837	100.465	292.8185
85	6	0.956476	0.404229	0.378213	2.02594	88.672	263.4065
86	6	0.865945	0.364974	0.341475	1.87363	84.2759	237.3795
87	6	0.78399	0.329706	0.308546	1.73547	77.4954	217.3485
88	6	0.710466	0.29809	0.280513	1.60965	70.0769	207.328
89	6	0.644052	0.269626	0.252702	1.49399	64.7585	181.843
90	6	0.584114	0.244157	0.229318	1.38798	59.1556	174.2325
91	6	0.530553	0.22099	0.207865	1.29187	54.264	160.3905
92	6	0.481517	0.200432	0.188367	1.20297	49.7137	147.53
93	6	0.43837	0.182428	0.171382	1.12264	45.7785	136.0185
94	6	0.399935	0.165116	0.156359	1.04799	42.0562	125.623
95	6	0.364444	0.149865	0.143011	0.978412	38.7091	116.2555
96	6	0	0	0	0	0	0
97	6	0	0	0	0	0	0
98	6	0	0	0	0	0	0
99	6	0	0	0	0	0	0
100	6	0	0	0	0	0	0
1	7	0	0	0	0	0	0
2	7	0	0	0	0	0	0
3	7	0	0	0	0	0	0
4	7	0	0	0	0	0	0
5	7	0	0	0	0	0	0
6	7	0	0	0	0	0	0
7	7	0	0	0	0	0	0
8	7	0	0	0	0	0	0
9	7	0	0	0	0	0	0
10	7	0	0	0	0	0	0
11	7	0	0	0	0	0	0
12	7	0	0	0	0	0	0
13	7	0	0	0	0	0	0
14	7	0	0	0	0	0	0
15	7	0	0	0	0	0	0
