zMeas	zAbsorb	Ln	Lg	Lv	Ll	Mg	Mz
94	19	18.7812	8.36111	7.9546	44.2266	1080.79	296.555
95	19	17.2536	7.65193	7.33124	41.6181	1007.01	276.642
96	19	0	0	0	0	0	0
97	19	0	0	0	0	0	0
98	19	0	0	0	0	0	0
99	19	0	0	0	0	0	0
100	19	0	0	0	0	0	0
1	20	0	0	0	0	0	0
2	20	0	0	0	0	0	0
3	20	0	0	0	0	0	0
4	20	0	0	0	0	0	0
5	20	0	0	0	0	0	0
6	20	0	0	0	0	0	0
7	20	0	0	0	0	0	0
8	20	0	0	0	0	0	0
9	20	0	0	0	0	0	0
10	20	0	0	0	0	0	0
11	20	0	0	0	0	0	0
12	20	0	0	0	0	0	0
13	20	0	0	0	0	0	0
14	20	0	0	0	0	0	0
15	20	0	0	0	0	0	0
16	20	0	0	0	0	0	0
17	20	0	0	0	0	0	0
18	20	9898.48	0	0	10062.8	0	0
19	20	0	0	0	0	0	0
20	20	5478.53	0	0	5604.44	0	0
21	20	46312.4	0	0	33132.1	0	0
22	20	35031	0	0	36216.9	0	0
23	20	30114.5	0	0	31234.4	0	0
24	20	23369.3	0	0	24333.5	0	0
25	20	18307.1	0	0	19156.1	0	0
26	20	14464.4	0	0	15187.3	0	0
27	20	11472.3	0	0	12085.5	0	0
28	20	9186.61	0	0	9707.94	0	0
29	20	7381.47	0	0	7834.93	0	0
30	20	5949.11	0	0	6343.08	0	0
31	20	4851.23	0	0	5199.13	0	0
32	20	3936.71	0	0	4248.18	0	0
33	20	3210.51	0	0	3481.62	0	0
34	20	2642.84	0	0	2880.17	0	0
35	20	2181.99	0	0	2391.1	0	0
36	20	1804.66	0	0	1993.6	0	0
37	20	1498	0	0	1665.3	0	0
38	20	1250.58	0	0	1397.62	0	0
39	20	1047.58	0	0	1178.49	0	0
40	20	883.673	509.473	0	1000.84	0	0
41	20	747.339	426.613	0	851.677	45653.6	14837.55
42	20	635.243	360.451	0	728.196	37179.9	12401.5
43	20	544.769	307.562	0	628.224	31949.7	10400.05
44	20	465.507	260.496	0	540.071	29463.5	8733.84
45	20	401.252	221.23	0	468.218	25072.4	7385.84
46	20	347.332	188.11	0	407.923	21715.6	6234.045
47	20	301.836	159.565	0	356.741	18262.8	5337
48	20	262.474	136.46	0	313.104	15657.2	4474.225
49	20	227.708	117.127	0	275.746	13439.8	41923.3
50	20	196.98	985.214	0	241.989	11567.4	35190.1
51	20	171.014	855.86	0	212.336	9987.69	30236.15
52	20	148.93	750.734	0	186.402	8655.74	28325.55
53	20	130.112	661.36	0	164.277	7519.11	24104.45
54	20	114.005	584.493	0	145.252	6539.76	21208.4
55	20	978.594	518.649	0	128.664	5723.79	18452.85
56	20	865.425	458.81	0	114.409	5000.99	15934.15
57	20	769.497	405.941	0	992.36	4379.72	13768
58	20	687.819	360.661	356.84	889.033	3864.97	12121.75
59	20	618.571	320.437	306.005	804.361	3406.94	10678.6
60	20	554.029	285.611	272.689	725.373	3037.8	9347.58
61	20	497.11	254.551	243.309	657.736	2688.8	8259.37
62	20	446.319	227.733	217.496	598.465	2403.68	7265.1
63	20	0	203.854	194.583	545.658	2148.7	6493.63
64	20	0	182.979	174.901	498.167	1930.21	5719.13
65	20	326.364	164.259	156.854	455.441	1721.2	5156.4
66	20	293.952	147.637	140.569	415.133	1552.61	4645.33
67	20	265.076	132.645	126.224	378.984	1402.14	4147.515
68	20	238.779	119.559	113.283	345.584	1260.96	3748.195
69	20	217.192	107.283	101.795	318.544	1144.64	3399.925
70	20	196.952	96.8468	91.6022	292.539	1042.79	3024.155
71	20	178.764	87.2223	82.5226	268.963	947.706	2730.36
72	20	162.391	78.6709	74.4015	247.958	861.711	2455.19
73	20	147.555	71.0745	67.1806	228.565	780.201	2225.175
74	20	134.023	64.2533	60.7602	211.13	709.061	2011.09
75	20	121.873	58.1527	54.9531	195.315	646.139	1818.755
76	20	110.64	52.6743	49.7555	180.93	586.609	1647.88
77	20	100.625	47.799	45.1862	167.815	538.22	1496.085
78	20	91.4786	43.3989	41.027	155.532	492.498	1361.495
79	20	83.2821	39.438	37.2799	144.412	451.687	1241.515
80	20	75.9177	35.8835	33.9091	134.113	414.968	1125.01
81	20	69.2553	32.6688	30.8807	124.685	380.366	1031.6
82	20	63.2189	29.7586	28.1348	115.976	349.721	945.014
83	20	57.7694	27.1409	25.6608	107.866	322.319	864.7815
84	20	52.6831	24.7623	23.3566	100.208	295.628	782.806
85	20	48.2949	22.6138	21.3258	93.6172	263.998	710.03
86	20	44.2424	20.6653	19.4859	87.3802	251.925	645.212
87	20	40.5307	18.8917	17.8112	81.6708	233.204	595.1125
88	20	37.1621	17.2599	16.3292	76.4248	212.22	569.91
89	20	34.0838	15.7502	14.846	71.5592	197.032	505.582
90	20	31.2734	14.3876	13.5881	67.0612	180.99	486.2395
91	20	28.7332	13.1374	12.424	62.9499	166.939	450.961
92	20	26.3806	12.0182	11.3564	59.1145	153.806	418.0365
93	20	24.2874	11.0293	10.4184	55.6203	142.428	388.3735
94	20	22.4021	10.0703	9.58214	52.3464	131.604	361.463
95	20	20.6388	9.21864	8.83346	49.2701	121.845	337.0505
96	20	0	0	0	0	0	0
97	20	0	0	0	0	0	0
98	20	0	0	0	0	0	0
99	20	0	0	0	0	0	0
100	20	0	0	0	0	0	0
1	21	0	0	0	0	0	0
2	21	0	0	0	0	0	0
3	21	0	0	0	0	0	0
4	21	0	0	0	0	0	0
5	21	0	0	0	0	0	0
6	21	0	0	0	0	0	0
7	21	0	0	0	0	0	0
8	21	0	0	0	0	0	0
9	21	0	0	0	0	0	0
10	21	0	0	0	0	0	0
11	21	0	0	0	0	0	0
12	21	0	0	0	0	0	0
13	21	0	0	0	0	0	0
14	21	0	0	0	0	0	0
15	21	0	0	0	0	0	0
16	21	0	0	0	0	0	0
17	21	0	0	0	0	0	0
18	21	10424.6	0	0	10584	0	0
19	21	0	0	0	0	0	0
20	21	5905.41	0	0	6040.14	0	0
21	21	4488.75	0	0	4603.78	0	0
22	21	3477.7	0	0	3584.54	0	0
23	21	28298.1	0	0	29388.4	0	0
24	21	24708.4	0	0	23182	0	0
25	21	19466	0	0	20346.2	0	0
26	21	15455	0	0	16213	0	0
27	21	12291.2	0	0	12941.8	0	0
28	21	9865.98	0	0	10419.2	0	0
29	21	7952.75	0	0	8434.34	0	0
30	21	6424.88	0	0	6846.72	0	0
31	21	5247.12	0	0	5620.71	0	0
32	21	4263.82	0	0	4598.89	0	0
33	21	3480.59	0	0	3773.22	0	0
34	21	2866.57	0	0	3123.48	0	0
35	21	2367.29	0	0	2593.82	0	0
36	21	1963.81	0	0	2163.19	0	0
37	21	1639.64	0	0	1817.05	0	0
38	21	1372.04	0	0	1532.84	0	0
39	21	1149.83	0	0	1292.77	0	0
40	21	972.077	561.215	0	1098.88	0	0
41	21	824.008	469.457	0	937.554	4430.63	14842.3
42	21	700.642	396.257	0	803.016	3671.41	12761.05
43	21	600.328	337.797	0	692.857	33951.8	10909.1
44	21	512.516	285.851	0	595.12	27664.1	9277.69
45	21	441.392	242.595	0	515.519	23415.7	7909.38
46	21	381.75	206.161	0	448.773	22996.7	6707.355
47	21	331.473	174.791	0	392.154	19420	5753.95
48	21	288.031	149.418	0	343.921	16704.8	4825.185
49	21	249.723	128.202	0	302.662	14373.8	4099.26
50	21	215.917	110.435	0	265.455	12392.1	14510.36
51	21	187.371	95.4844	0	232.809	10716	31328
52	21	163.11	795.52	0	204.284	9303.78	26557.5
53	21	142.449	694.994	0	179.968	8099.07	23953.85
54	21	124.778	611.095	0	159.071	7057.14	22471.75
55	21	109.67	541.45	0	140.859	6183.51	19617.25
56	21	96.6278	481.026	0	125.221	5407.95	16994.55
57	21	817.173	427.271	0	111.26	4740.35	14720.25
58	21	724.425	380.79	376.786	99.3444	4186.5	12980.25
59	21	647.544	338.63	323.493	89.2796	3692.69	11448.55
60	21	578.86	302.069	288.483	766.324	3293.89	10036.85
61	21	519.608	269.408	257.562	690.969	2916.36	8884.085
62	21	468.417	241.136	230.339	625.887	2607.45	7829
63	21	0	215.92	206.105	570.006	2331.23	7007.87
64	21	0	193.818	185.283	520.671	2095.71	6178.51
65	21	344.845	174.175	166.44	477.626	1875.97	5574.835
66	21	310.835	156.804	149.474	436.687	1697.65	5025.9
67	21	280.478	141.258	134.591	399.622	1537.65	4490.62
68	21	252.785	127.615	120.95	364.992	1383.45	4060.63
69	21	230.017	114.577	108.745	336.645	1255.58	3685.12
70	21	208.613	103.475	97.8848	309.35	1144.61	3279.15
71	21	189.356	93.2154	88.2049	284.566	1041.09	2961.385
72	21	172.224	84.1	79.5492	262.464	948.383	2663.26
73	21	156.719	76.0024	71.8506	242.013	860.037	2414.065
74	21	142.688	68.729	65.0035	223.623	782.03	2182.145
75	21	130.068	62.2221	58.8087	206.879	712.729	1978.635
76	21	118.143	56.3774	53.2627	191.648	646.708	1798.665
77	21	107.502	51.1746	48.3858	177.888	593.069	1637.595
78	21	97.7529	46.4779	43.9456	165.058	542.41	1493.985
79	21	89.0144	42.2489	39.9441	153.455	497.214	1362.06
80	21	81.1655	38.4524	36.3431	142.781	456.57	1234.195
81	21	74.0628	35.0179	33.1069	132.993	418.286	1132.415
82	21	67.6258	31.9076	30.1717	123.81	384.392	1038.195
83	21	61.8132	29.109	27.5264	115.196	354.102	951.695
84	21	56.3867	26.5655	25.062	107.057	324.615	862.8915
85	21	51.7039	24.2673	22.8909	100.033	289.711	783.093
86	21	47.3784	22.1862	20.9278	93.3838	276.404	711.7015
87	21	43.4157	20.2935	19.1461	87.2972	255.776	656.1375
88	21	39.8182	18.5756	17.611	81.706	232.681	628.1965
89	21	36.5298	17.0099	16.0694	76.5192	215.974	556.9045
90	21	33.5266	15.5847	14.7362	71.7233	198.335	535.4785
91	21	30.8114	14.2574	13.4988	67.339	182.894	496.4115
92	21	28.2961	13.0651	12.348	63.2481	168.465	459.9665
93	21	26.0576	11.9936	11.3315	59.5205	155.97	427.1445
94	21	24.0408	10.9542	10.4247	56.0274	144.087	397.3775
95	21	22.158	10.0304	9.61247	52.7447	133.378	370.385
96	21	0	0	0	0	0	0
97	21	0	0	0	0	0	0
98	21	0	0	0	0	0	0
99	21	0	0	0	0	0	0
100	21	0	0	0	0	0	0
1	22	0	0	0	0	0	0
2	22	0	0	0	0	0	0
3	22	0	0	0	0	0	0
4	22	0	0	0	0	0	0
5	22	0	0	0	0	0	0
6	22	0	0	0	0	0	0
7	22	0	0	0	0	0	0
8	22	0	0	0	0	0	0
9	22	0	0	0	0	0	0
10	22	0	0	0	0	0	0
11	22	0	0	0	0	0	0
12	22	0	0	0	0	0	0
13	22	0	0	0	0	0	0
14	22	0	0	0	0	0	0
15	22	0	0	0	0	0	0
16	22	0	0	0	0	0	0
17	22	0	0	0	0	0	0
18	22	10722.9	0	0	10873.5	0	0
19	22	0	0	0	0	0	0
20	22	6286.93	0	0	6424.03	0	0
21	22	4830.88	0	0	4950.37	0	0
22	22	3771.97	0	0	3884.93	0	0
23	22	2955.79	0	0	3056.66	0	0
24	22	23998.7	0	0	25010.8	0	0
25	22	21268.8	0	0	19597	0	0
26	22	16927.9	0	0	17745.6	0	0
27	22	13523	0	0	14224.2	0	0
28	22	10911.3	0	0	11507	0	0
29	22	8814.06	0	0	9342.79	0	0
30	22	7140.93	0	0	7600.86	0	0
31	22	5856.08	0	0	6263.74	0	0
32	22	4754.27	0	0	5131.75	0	0
33	22	3878.05	0	0	4205.07	0	0
34	22	3194.14	0	0	3479.91	0	0
35	22	2640	0	0	2891.14	0	0
36	22	2193.01	0	0	2413.78	0	0
37	22	1834.06	0	0	2030.46	0	0
38	22	1541.31	0	0	1715.77	0	0
39	22	1300.51	0	0	1455.45	0	0
40	22	1103.13	640.477	0	1245.15	0	0
41	22	935.463	535.682	0	1063.85	4770.47	14727.85
42	22	797.147	451.883	0	911.853	3976.54	12888.1
43	22	685.013	384.992	0	788.485	3476.43	11179.95
44	22	585.001	325.616	0	679.084	21237.2	9627.255
45	22	503.546	276.277	0	588.436	25787.1	8293.65
46	22	435.283	234.775	0	511.997	22267.3	7097.345
47	22	377.756	199.05	0	447.188	21218.8	6132.635
48	22	328.104	170.162	0	391.999	18276.3	5179.595
49	22	284.397	146.009	0	344.8	15765.8	4425.155
50	22	245.888	125.784	0	302.343	13631.8	3787.055
51	22	213.377	108.77	0	265.129	11826.2	3235.885
52	22	185.751	94.4105	0	232.638	10297.3	25948.75
53	22	162.228	82.1957	0	204.947	8974.68	24770.55
54	22	142.111	676.866	0	181.152	7830.27	21737.2
55	22	124.914	593.84	0	160.417	6877.52	20422.15
56	22	110.07	525.551	0	142.615	6031.66	18588.9
57	22	96.9622	466.392	0	126.724	5291.2	16138.35
58	22	85.8131	416.329	412.138	113.162	4667.69	14265.65
59	22	76.3822	372.1	356.164	101.717	4114.94	12613.55
60	22	638.227	332.986	318.188	90.9695	3669.9	11095.35
61	22	568.99	297.395	284.443	81.7013	3249.44	9836.615
62	22	511.377	266.465	254.641	694.947	2906.29	8678.19
63	22	0	238.834	228.062	627.701	2600.04	7776.41
64	22	0	214.573	205.197	570.189	2339.03	6872.04
65	22	378.633	192.984	184.475	521.729	2095.73	6213.705
66	22	342.532	173.872	165.802	476.527	1898.29	5613.225
67	22	309.464	156.754	149.408	436.613	1721.11	5009.74
68	22	279.215	141.794	134.653	399.781	1553.66	4526.77
69	22	254.289	127.811	121.539	370.011	1415.12	4106.48
70	22	230.815	115.782	109.639	340.915	1294.84	3653.465
71	22	209.672	104.503	98.9765	313.919	1181.65	3299.445
72	22	190.838	94.3726	89.2686	289.806	1076.17	2968.3
73	22	173.778	85.2905	80.6318	267.425	975.971	2691.83
74	22	158.328	77.1264	72.9431	247.284	888.243	2434.785
75	22	144.424	69.82	65.9873	228.913	810.59	2209.435
76	22	131.641	63.2574	59.7603	212.19	737.094	2010.09
77	22	120.2	57.4159	54.285	197.066	676.748	1831.805
78	22	109.494	52.1432	49.3004	182.955	619.063	1673.06
79	22	99.8788	47.3958	44.8086	170.185	567.472	1530.51
80	22	91.0814	43.1343	40.7667	158.431	520.924	1391.97
81	22	83.115	39.2793	37.1346	147.646	477.094	1281.59
82	22	75.8876	35.7887	33.8407	137.719	438.306	1178.355
83	22	69.3609	32.6482	30.8722	128.477	403.649	1079.94
84	22	63.2679	29.7938	28.1067	119.715	369.911	979.1775
85	22	58.0101	27.2149	25.6704	112	330.021	889.438
86	22	53.1541	24.8796	23.4674	104.689	314.836	809.444
87	22	48.7056	22.7557	21.4682	97.9585	291.3	747.598
88	22	44.6673	20.8282	19.746	91.6876	264.984	716.4415
89	22	40.9763	19.0717	18.0167	85.87	245.953	635.5685
90	22	37.6056	17.4808	16.5449	80.4888	225.863	611.168
91	22	34.5585	16.0163	15.1783	75.5655	208.278	566.5535
92	22	31.7359	14.701	13.9217	70.972	191.847	524.814
93	22	29.2239	13.5358	12.814	66.7865	177.622	487.235
94	22	26.9608	12.4021	11.8092	62.8645	164.092	453.166
95	22	24.8479	11.3638	10.8916	59.1787	151.901	422.2795
96	22	0	0	0	0	0	0
97	22	0	0	0	0	0	0
98	22	0	0	0	0	0	0
99	22	0	0	0	0	0	0
100	22	0	0	0	0	0	0
1	23	0	0	0	0	0	0
2	23	0	0	0	0	0	0
3	23	0	0	0	0	0	0
4	23	0	0	0	0	0	0
5	23	0	0	0	0	0	0
6	23	0	0	0	0	0	0
7	23	0	0	0	0	0	0
8	23	0	0	0	0	0	0
9	23	0	0	0	0	0	0
10	23	0	0	0	0	0	0
11	23	0	0	0	0	0	0
12	23	0	0	0	0	0	0
13	23	0	0	0	0	0	0
14	23	0	0	0	0	0	0
15	23	0	0	0	0	0	0
16	23	0	0	0	0	0	0
17	23	0	0	0	0	0	0
18	23	12256.1	0	0	12432.2	0	0
19	23	0	0	0	0	0	0
20	23	7153.82	0	0	7310.38	0	0
21	23	5491.34	0	0	5627.8	0	0
22	23	4282.09	0	0	4411.16	0	0
23	23	3349.68	0	0	3465.02	0	0
24	23	2653.17	0	0	2752.99	0	0
25	23	20688.7	0	0	21664.8	0	0
26	23	16645.2	0	0	17119.5	0	0
27	23	14826	0	0	15583.3	0	0
28	23	11981.9	0	0	12633.6	0	0
29	23	9725.13	0	0	10293.3	0	0
30	23	7909.18	0	0	8414.91	0	0
31	23	6495.43	0	0	6944.15	0	0
32	23	5286.11	0	0	5700.38	0	0
33	23	4313.94	0	0	4676.72	0	0
34	23	3555.17	0	0	3872.45	0	0
35	23	2939.06	0	0	3218.47	0	0
36	23	2441.4	0	0	2687.27	0	0
37	23	2041.51	0	0	2260.33	0	0
38	23	1715.21	0	0	1909.72	0	0
39	23	1446.71	0	0	1619.48	0	0
40	23	1230.54	721.045	0	1384.98	0	0
41	23	1049.52	604.735	0	1188.32	5422.37	17151.5
42	23	897.125	510.715	0	1023.86	4515.81	14831.4
43	23	770.457	434.864	0	887.302	3944.5	12791
44	23	659.436	367.627	0	763.882	3282.47	10983.2
45	23	569.046	311.901	0	663.246	2829.09	9448.37
46	23	491.888	265.123	0	578.435	24643.5	8079.55
47	23	426.661	224.837	0	505.391	20637.8	6977.645
48	23	370.439	192.256	0	442.807	17655.3	5889.54
49	23	321.052	165.013	0	389.31	17254.1	5028.085
50	23	277.65	142.191	0	341.325	14943.5	4299.33
51	23	240.994	122.981	0	299.337	12982.7	3669.7
52	23	209.838	106.777	0	262.713	11319.6	3164.67
53	23	183.306	92.9959	0	231.487	9897.65	2729.195
54	23	160.615	81.2433	0	204.651	8666.63	24050.4
55	23	141.209	71.3098	0	181.264	7619.44	20856.3
56	23	124.447	580.174	0	161.184	6688.72	17971.35
57	23	109.656	509.757	0	143.251	5875.26	17658.25
58	23	97.0768	452.041	447.438	127.939	5190.06	15628
59	23	86.4294	403.485	386.006	115.022	4576.7	13843
60	23	76.634	361.62	346.177	102.893	4083.15	12183.3
61	23	68.1835	324.429	310.69	92.4382	3616.61	10824.55
62	23	562.873	291.537	278.923	83.3648	3235.3	9579.125
63	23	0	261.898	250.195	75.3714	2894.58	8607.89
64	23	0	235.531	225.33	68.3357	2604.05	7613.395
65	23	410.654	212.001	202.711	575.504	2333.04	6889.08
66	23	371.567	191.131	182.311	521.493	2113.07	6228.22
67	23	337.059	172.417	164.382	475.365	1915.66	5566.535
68	23	305.125	156.05	148.228	433.867	1728.97	5033.7
69	23	278.547	140.733	133.859	401.194	1574.52	4567.305
70	23	253.186	127.641	121.032	369.883	1440.39	4064.92
71	23	230.202	115.5	109.546	341.717	1314.79	3672.165
72	23	209.659	104.633	99.1753	316.398	1201.57	3304.215
73	23	191.029	94.9138	89.8518	292.562	1093.5	2996.75
74	23	174.139	85.9557	81.3055	271.066	998.184	2710.66
75	23	158.929	77.8334	73.5644	251.119	912.372	2459.68
76	23	144.929	70.519	66.618	232.94	829.042	2237.645
77	23	132.392	64.0028	60.5103	216.457	761.291	2038.995
78	23	120.876	58.1211	54.9501	201.052	697.27	1862.12
79	23	110.512	52.8256	49.9402	187.102	640.004	1703.17
80	23	101.115	48.073	45.4328	174.251	588.35	1548.7
81	23	92.5803	43.7741	41.3826	162.455	539.314	1425.615
82	23	84.5787	39.8817	37.7096	151.586	495.317	1311.25
83	23	77.3229	36.38	34.3998	141.462	456.016	1205.62
84	23	70.5307	33.1976	31.3166	131.868	417.769	1096.97
85	23	64.6656	30.3225	28.6007	123.573	372.605	999.4785
86	23	59.2487	27.7193	26.1452	115.699	355.444	911.0725
87	23	54.2866	25.352	23.917	108.46	328.847	840.9485
88	23	49.7826	23.2035	21.9972	101.763	299.174	805.6535
89	23	45.6665	21.2455	20.0695	95.5351	277.724	715.594
90	23	41.9078	19.4724	18.4295	89.6929	255.074	688.4985
91	23	38.5101	17.8405	16.9068	84.2207	235.244	638.9815
92	23	35.3629	16.3748	15.5062	79.1142	216.713	592.666
93	23	32.5622	15.0761	14.2716	74.456	200.67	550.706
94	23	30.0392	13.8125	13.1675	70.0807	185.409	512.172
95	23	27.6839	12.6864	12.1758	65.9691	171.659	477.142
96	23	0	0	0	0	0	0
97	23	0	0	0	0	0	0
98	23	0	0	0	0	0	0
99	23	0	0	0	0	0	0
100	23	0	0	0	0	0	0
1	24	0	0	0	0	0	0
2	24	0	0	0	0	0	0
3	24	0	0	0	0	0	0
4	24	0	0	0	0	0	0
5	24	0	0	0	0	0	0
6	24	0	0	0	0	0	0
7	24	0	0	0	0	0	0
8	24	0	0	0	0	0	0
9	24	0	0	0	0	0	0
10	24	0	0	0	0	0	0
11	24	0	0	0	0	0	0
12	24	0	0	0	0	0	0
13	24	0	0	0	0	0	0
14	24	0	0	0	0	0	0
15	24	0	0	0	0	0	0
16	24	0	0	0	0	0	0
17	24	0	0	0	0	0	0
18	24	13704.2	0	0	13889.2	0	0
19	24	0	0	0	0	0	0
20	24	8162.19	0	0	8337.51	0	0
21	24	6287.35	0	0	6442.45	0	0
22	24	4907.44	0	0	5055.39	0	0
23	24	3836.74	0	0	3969.45	0	0
24	24	3034.77	0	0	3149.56	0	0
25	24	2432.72	0	0	2533.83	0	0
26	24	19041.6	0	0	20057.7	0	0
27	24	14948.3	0	0	15773.5	0	0
28	24	13683.8	0	0	14427	0	0
29	24	11114.7	0	0	11762.6	0	0
30	24	9055.17	0	0	9623.29	0	0
31	24	7460.27	0	0	7967.66	0	0
32	24	6079.3	0	0	6553.45	0	0
33	24	4974.81	0	0	5388.03	0	0
34	24	4104.59	0	0	4469.27	0	0
35	24	3394.69	0	0	3716.7	0	0
36	24	2820.32	0	0	3104.44	0	0
37	24	2357.85	0	0	2611.02	0	0
38	24	1980.22	0	0	2205.35	0	0
39	24	1669.41	0	0	1869.44	0	0
40	24	1419.14	838.232	0	1597.95	0	0
41	24	1210.05	703.669	0	1370.27	6208.95	18712.05
42	24	1036.45	594.866	0	1180.51	5175.18	16368.05
43	24	894.714	507.431	0	1025.53	4520.48	14265.2
44	24	767.645	429.113	0	887.201	3759.39	12354.65
45	24	661.944	364.052	0	772.082	3237.29	10697.6
46	24	573.298	309.546	0	672.92	2838.62	9192.51
47	24	497.891	262.599	0	588.767	2427.43	7964.82
48	24	432.397	224.61	0	516.668	20721.7	6739.235
49	24	374.713	192.833	0	454.443	17626.8	5760.22
50	24	324.143	166.214	0	398.388	15076.5	4927.205
51	24	281.43	143.81	0	349.414	14825.2	4204.68
52	24	245.113	124.892	0	306.737	12930	3623.825
53	24	214.171	108.802	0	270.349	11311.6	3122.255
54	24	187.703	95.0777	0	239.065	9906.29	2778.215
55	24	165.069	83.4756	0	211.789	8729.37	2450.12
56	24	145.522	73.4082	0	188.366	7678.89	21113.85
57	24	128.254	64.6299	0	167.45	6753.56	18079.45
58	24	113.567	517.864	511.981	149.594	5970.42	15822.4
59	24	101.134	457.815	436.502	134.519	5274.46	15807.6
60	24	89.6945	408.038	390.225	120.357	4710.58	13913.45
61	24	79.8288	365.171	349.855	108.151	4175.37	12367
62	24	71.3194	328.656	314.681	97.5553	3736.09	10948
63	24	0	295.928	283.102	88.2199	3343.42	9839.92
64	24	0	267.006	255.754	80.0064	3008.35	8722.55
65	24	466.577	240.747	230.284	72.8445	2695.07	7905.42
66	24	419.521	217.235	207.266	66.1445	2440.65	7157.385
67	24	379.717	196.074	186.984	60.1996	2212.23	6400.265
68	24	343.697	177.549	168.681	495.029	1996.16	5793.12
69	24	314.264	160.18	152.384	455.017	1817.4	5263.785
70	24	286.382	145.336	137.845	417.576	1662.1	4689.705
71	24	261.148	131.572	124.825	385.084	1516.69	4239.36
72	24	238.11	119.28	113.118	356.168	1385.6	3815.485
73	24	217.12	108.304	102.655	329.79	1260.68	3461.175
74	24	198.022	98.3964	93.3025	305.971	1150.94	3131.395
75	24	180.812	89.4906	84.7143	284.116	1053.4	2841.465
76	24	164.939	81.2525	76.8151	264.158	960.626	2584.795
77	24	150.72	73.8385	69.8314	245.765	884.241	2354.935
78	24	137.668	67.0768	63.4207	228.415	811.032	2150.275
79	24	125.917	60.9711	57.6401	212.684	744.914	1966.295
80	24	115.308	55.4832	52.4335	198.149	684.512	1787.51
81	24	105.667	50.5175	47.7556	184.803	627.602	1644.995
82	24	96.8894	46.0224	43.5141	172.488	577.227	1512.595
83	24	88.9295	41.9787	39.6923	161.007	532.028	1390.29
84	24	81.2658	38.3042	36.1326	150.125	487.548	1264.675
85	24	74.5931	34.9848	32.997	140.725	434.928	1152.435
86	24	68.3768	31.9794	30.1621	131.799	414.881	1051.95
87	24	62.6557	29.2463	27.5897	123.6	383.811	973.8955
88	24	57.4581	26.7662	25.3738	116.04	349.223	934.5
89	24	52.7034	24.5061	23.1488	109.006	324.229	831.993
90	24	48.3621	22.4595	21.2556	102.481	297.837	800.9905
91	24	44.4384	20.5758	19.498	96.4973	274.728	743.7195
92	24	40.8042	18.8841	17.8818	90.8976	253.129	689.5595
93	24	37.5706	17.3856	16.4573	85.7275	234.422	640.7685
94	24	34.6577	15.9276	15.1832	80.754	216.624	596.5285
95	24	31.9385	14.628	14.0388	76.0767	200.586	556.366
96	24	0	0	0	0	0	0
97	24	0	0	0	0	0	0
98	24	0	0	0	0	0	0
99	24	0	0	0	0	0	0
100	24	0	0	0	0	0	0
1	25	0	0	0	0	0	0
2	25	0	0	0	0	0	0
3	25	0	0	0	0	0	0
4	25	0	0	0	0	0	0
5	25	0	0	0	0	0	0
6	25	0	0	0	0	0	0
7	25	0	0	0	0	0	0
8	25	0	0	0	0	0	0
9	25	0	0	0	0	0	0
10	25	0	0	0	0	0	0
11	25	0	0	0	0	0	0
12	25	0	0	0	0	0	0
13	25	0	0	0	0	0	0
14	25	0	0	0	0	0	0
15	25	0	0	0	0	0	0
16	25	0	0	0	0	0	0
17	25	0	0	0	0	0	0
18	25	16121.2	0	0	16360	0	0
19	25	0	0	0	0	0	0
20	25	9357.62	0	0	9563.12	0	0
21	25	7173.39	0	0	7353.05	0	0
22	25	5579.02	0	0	5749.61	0	0
23	25	4346.35	0	0	4499.01	0	0
24	25	3424.98	0	0	3556.71	0	0
25	25	2734.54	0	0	2850.48	0	0
26	25	2206.93	0	0	2306.63	0	0
27	25	16385.5	0	0	17286.9	0	0
28	25	13069.2	0	0	13820	0	0
29	25	12071	0	0	12767.7	0	0
30	25	9857.6	0	0	10469.6	0	0
31	25	8136.42	0	0	8684.53	0	0
32	25	6684.55	0	0	7181.04	0	0
33	25	5484.16	0	0	5934.34	0	0
34	25	4532.58	0	0	4930.7	0	0
35	25	3754.68	0	0	4109.67	0	0
36	25	3119.78	0	0	3433.63	0	0
37	25	2608.65	0	0	2888.6	0	0
38	25	2190.5	0	0	2439.99	0	0
39	25	1845.89	0	0	2067.69	0	0
40	25	1568.36	925.566	0	1766.66	0	0
41	25	1336.46	780.321	0	1514.15	7082.59	23281.15
42	25	1143.89	661.727	0	1303.7	5887.79	19717.35
43	25	987.088	564.893	0	1131.76	5133.18	16848.45
44	25	848.689	478.686	0	978.908	4257.38	14409.25
45	25	735.616	407.143	0	853.444	3657.44	12373.45
46	25	637.781	346.346	0	747.385	3199.93	10573
47	25	554.365	293.931	0	654.956	2728.47	9126.39
48	25	482.28	251.51	0	575.086	2371.31	7697.38
49	25	419.031	216.011	0	506.393	13494.2	6563.385
50	25	362.631	186.257	0	445.037	16525.2	5601.82
51	25	314.957	161.203	0	390.818	14223.2	4769.61
52	25	274.406	140.042	0	343.21	14030.6	4101.55
53	25	239.852	122.039	0	302.586	12282.2	3525.38
54	25	210.278	106.677	0	267.653	10774.2	3130.69
55	25	184.977	93.6866	0	237.191	9506.47	2754.475
56	25	163.117	82.4115	0	211.02	8372.63	2409.345
57	25	143.803	72.583	0	187.64	7390.05	6105.88
58	25	127.371	64.2511	63.5563	167.672	6566.47	17340.15
