M5-N7,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Yb,70,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4832.74818,4388.235637,3977.021794,3776.673481,3462.927345,3191.334267,2936.438425,2623.426142,2330.730503,2002.954503,1808.753681,1636.280715,1490.687367,1362.387999,1249.306249,1147.348931,5829.975772,5273.501436,4770.984558,4333.324457,3943.57548,3578.548081,3850.826509,3503.770939,3212.079589,3162.834353,2910.994452,2695.42748,2621.078023,2410.76268,2241.023994,2085.706689,1949.682246,1879.278685,1710.51113,1616.599638,1508.07516,1403.667873
Lu,71,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5062.164414,4593.652115,4163.961054,3955.553528,3628.59282,3345.29903,3079.45359,2748.906115,2439.608806,2094.108158,1889.855234,1708.714671,1555.989109,1423.050016,1305.98209,1199.340397,1104.254771,5475.994083,4960.29037,4510.694046,4109.811302,3733.913573,3428.206435,3687.432895,3359.828838,3085.659487,3046.754674,2809.787549,2602.650934,2500.644173,2325.06041,2164.558513,2023.656186,1950.803492,1777.316253,1680.464295,1568.8659,1463.759831
Hf,72,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5545.591523,4978.226342,4471.350451,4230.471653,3857.865853,3537.230202,3238.109845,2885.379041,2558.787258,2194.461928,1979.256906,1788.482026,1627.841042,1487.889016,1365.84537,1255.831899,1155.903666,1063.933875,3442.252175,4681.898737,4270.382522,3884.060159,3569.564069,3272.143316,3522.148006,3224.952361,2967.832053,2741.894381,2712.320528,2480.057679,2301.117659,2239.410282,2093.730075,2018.174472,1838.763083,1739.128883,1623.909411,1514.847643
Ta,73,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5948.241125,5312.546321,4751.766717,4486.911632,4080.251388,3733.397709,3410.032533,3035.552026,2690.504342,2305.857918,2078.778836,1877.74946,1708.393101,1561.012688,1432.433854,1316.559849,1213.269905,1117.383857,1028.859823,3266.16213,4447.100698,4048.563398,3723.635683,3416.20647,3137.141525,3388.980187,3112.42482,2868.273566,2653.174452,2595.080883,2397.20005,2226.385471,2174.704105,2096.545625,1910.810025,1807.620903,1687.889854,1575.019028
W,74,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6345.69647,5643.938505,5029.782911,4741.649782,4300.948161,3927.795767,3582.568364,3196.289591,2829.536859,2421.625001,2181.500808,1969.250249,1790.795285,1635.751761,1500.734929,1379.087814,1270.760247,1171.059205,1079.711706,997.612355,3103.51871,4205.347707,3870.207156,3552.24035,3263.559918,3003.556289,2769.523972,3000.496707,2764.902658,2526.042963,2501.413954,2313.345231,2156.290347,2077.291556,1978.277801,1871.78556,1748.096678,1631.390402
Re,75,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6577.085405,5940.082553,5288.094601,4982.491681,4515.925584,4120.779519,3755.898451,3371.717543,2997.409875,2563.226311,2307.657758,2081.861124,1892.064058,1727.224502,1583.702813,1454.570065,1339.524299,1233.67821,1137.045952,1051.911813,973.589979,2949.906913,4026.909077,3697.593305,3398.070671,3128.010925,2884.87401,2665.977207,2890.049728,2636.464821,2438.71231,2299.080416,2247.357147,2160.319105,1964.015282,1940.038874,1812.758011,1691.881709
Os,76,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6682.527254,6019.939764,5430.651764,5150.20912,4691.867169,4279.43636,3898.138785,3498.86228,3130.533865,2688.170808,2418.880154,2180.892067,1980.958495,1807.370637,1656.238746,1520.357156,1399.299407,1287.943328,1186.312581,1096.875578,1016.305135,938.972666,2811.994223,3822.266099,3512.607238,3233.656806,2981.877948,2755.347725,2549.487001,2729.05391,2520.380817,2335.708052,2174.985733,2235.651456,2023.163192,1911.338808,1863.420844,1739.97698
Ir,77,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7024.417682,6292.307079,5649.661362,5346.594562,4879.744429,4481.675538,4110.428089,3720.293491,3357.670985,2928.492975,2640.99684,2376.369017,2152.763449,1959.131933,1791.073908,1640.343849,1506.470916,1383.728252,1271.989975,1173.87572,1085.668191,1002.170284,933.727989,2717.801118,3684.425341,3389.841815,3124.850843,2886.069423,2669.119876,2438.531319,2642.932906,2440.56912,2272.057581,2185.288296,2117.416957,1991.072117,1856.050333,1752.340869
Pt,78,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7257.579632,6631.998613,5943.976918,5620.943112,5125.791147,4703.264323,4310.44861,3896.281448,3510.435374,3066.415225,2797.219457,2544.683415,2319.894152,2111.677763,1926.127359,1760.317933,1613.342413,1478.91315,1356.823016,1249.875853,1153.982565,1063.558536,989.480799,919.020092,2612.204602,2405.16947,3257.748007,3008.165584,2781.723775,2540.634317,2347.966132,2542.274597,2364.092216,2273.044378,2060.904198,1943.492067,1929.067078,1793.374232
Au,79,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7676.345017,6992.790164,6258.44534,5914.493318,5388.880222,4942.253251,4526.76921,4086.345724,3677.407609,3206.040377,2920.860679,2663.755888,2440.898466,2236.156006,2050.573585,1882.680961,1730.17125,1585.552987,1451.900511,1335.066912,1230.548381,1132.139667,1051.736779,975.428408,905.858612,842.729237,2332.660532,3157.412859,2917.279051,2662.402213,2458.854108,2273.969014,2458.449478,2367.591823,2150.225782,2028.355485,1887.204382,1870.623742
Hg,80,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8046.000351,7167.00873,6537.413442,6173.243244,5617.284552,5146.364754,4709.405613,4244.071515,3813.348522,3318.924996,3019.492412,2749.915047,2519.860381,2316.63377,2133.719397,1961.942951,1803.703715,1657.926459,1524.745898,1407.349036,1301.552081,1198.256569,1111.602747,1029.248648,954.354144,886.804361,825.84062,2253.994893,3044.634165,2775.113083,2560.241939,2365.70207,2196.556222,2109.68756,2222.82752,2096.428897,1951.299866,1814.369044
Tl,81,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8229.813816,7445.160647,6652.529074,6345.68841,5836.084326,5347.421998,4894.730205,4405.244932,3949.612831,3430.429205,3117.733515,2835.517648,2594.974086,2383.395272,2196.35648,2026.244048,1868.836121,1719.2739,1579.501239,1456.394599,1345.660751,1240.644897,1154.402918,1072.148762,996.893413,928.561943,865.477089,807.110678,2175.532388,2895.545586,2668.678154,2463.411135,2285.427888,2194.10569,1978.674032,2179.025376,2019.881197,1876.288655
Pb,82,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8564.229029,7744.368929,6912.760599,6523.031214,5992.102592,5553.070808,5095.747164,4570.313498,4081.847288,3528.93414,3200.455789,2907.976714,2659.229585,2441.703031,2251.283741,2079.006587,1924.261594,1781.118059,1641.846433,1515.221985,1398.872225,1288.773619,1198.43961,1112.273025,1033.402565,961.928996,897.095347,838.300144,784.502313,2072.543121,2790.014554,2574.020432,2386.140485,2289.739448,2062.756087,1938.155245,2112.630516,1954.339723
Bi,83,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8893.412472,7981.5705,7232.650827,6826.645645,6206.467709,5799.775143,5317.731709,4762.249092,4246.711692,3666.939563,3320.925111,3013.379429,2753.643443,2525.902889,2326.283127,2146.093701,1984.8474,1835.538051,1698.725482,1575.713155,1458.973064,1344.090457,1249.190938,1158.802136,1076.148116,1001.314678,933.349339,871.756432,815.427677,755.074567,2003.39182,1850.801481,2497.434699,2396.073316,2157.328337,2026.015325,1878.995662,1741.464893
Po,84,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9229.451077,8293.867764,7450.089118,7040.022019,6492.441425,5946.870813,5445.419923,4978.323123,4436.491791,3830.44445,3468.785186,3146.468184,2874.415631,2637.04925,2428.801014,2240.068379,2071.144018,1915.158287,1772.025438,1645.040769,1530.27125,1418.855114,1322.598519,1227.740968,1139.911906,1060.208307,988.043123,922.61363,862.716392,798.532872,746.785082,699.442817,1818.557697,2540.99823,2280.482228,2137.952041,1981.78332,1836.847093
At,85,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9102.959377,8687.089561,7807.010616,7376.335199,6806.968699,6234.2915,5704.16854,5179.577487,4636.764139,4002.450335,3626.317183,3289.657005,3004.407265,2754.849336,2536.48236,2338.717913,2161.151343,1997.133408,1846.781069,1713.977314,1593.980184,1478.595829,1378.449869,1282.841108,1194.921227,1111.741469,1035.896547,967.145062,904.280567,836.949548,782.664773,732.922412,689.311028,1837.227807,2421.108778,2256.108371,2079.194543,1922.079889
Rn,86,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8982.037589,8052.367978,7692.343828,7282.519313,6652.64939,6186.935604,5664.120411,5060.814479,4597.538847,3966.069482,3591.698269,3259.013369,2975.468282,2727.664588,2510.400447,2314.042944,2138.151229,1974.805753,1825.136464,1692.786333,1573.231296,1459.514936,1365.776737,1275.997579,1193.448613,1115.035411,1041.613734,971.992739,908.357978,840.221159,785.314148,735.099043,691.085511,668.30744,1687.413234,1562.264013,2074.920955,1915.309311
Fr,87,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9391.996289,8412.16514,8009.601446,7576.971065,6914.111824,6352.852681,5909.697373,5290.741162,4709.373578,4143.415612,3749.677141,3400.373894,3105.421178,2846.46468,2618.981798,2413.205065,2228.847869,2058.553459,1901.736453,1762.904672,1637.391595,1518.119883,1419.728086,1325.526702,1238.994181,1160.15624,1088.304347,1020.667366,956.123805,884.221625,826.163237,773.072942,726.543107,702.468314,645.142429,613.283841,1509.601982,2020.735478
Ra,88,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10099.25847,9054.49652,8091.646101,7632.423917,7371.940557,6751.876912,6180.393982,5606.973813,5133.497264,4483.939622,4138.860172,3735.598234,3395.953262,3100.848757,2843.5616,2610.803407,2402.569332,2210.540666,2035.313484,1880.932138,1742.065943,1610.453478,1502.423385,1399.289722,1304.903365,1218.648675,1140.232122,1069.173898,1003.399372,929.054623,867.716186,810.91624,761.231455,735.554724,674.448206,640.452042,596.389024,1448.999506
Ac,89,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10222.27525,9171.490587,8206.288957,7745.626334,7483.799331,6861.95499,6288.242448,5720.384178,5260.466486,4606.502821,4168.897811,3841.456559,3497.951012,3199.156818,2936.697711,2698.403226,2483.955241,2285.688273,2104.269031,1944.45955,1800.426159,1663.87031,1551.667405,1444.518833,1346.448913,1257.155174,1175.725398,1101.805935,1033.988547,961.243884,900.441366,843.468058,792.186381,765.444685,701.862706,666.543076,620.90663,577.965759
Th,90,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9996.166782,9478.299516,8509.02141,8030.795421,7297.68408,6670.367526,6495.476951,5901.758259,5352.521562,4768.122558,4349.74955,3965.135183,3703.857554,3386.441797,3101.742992,2845.321363,2616.503624,2405.047173,2210.879993,2039.13793,1884.092202,1737.340373,1616.9057,1502.108042,1397.282532,1302.123356,1215.951681,1137.676172,1065.967507,988.869026,926.639827,869.497305,817.91547,790.591473,724.078775,683.42243,639.747099,596.308843
Pa,91,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10414.46753,9938.821707,8953.604724,8456.679955,7690.187893,7028.514907,6412.356554,6210.433451,5610.646386,4932.254822,4580.61052,4181.679376,3833.550768,3593.092666,3307.104742,3037.450226,2789.191194,2560.605606,2351.176037,2166.899233,2000.533983,1842.935344,1713.54682,1590.170948,1477.319168,1374.791926,1282.173104,1198.201885,1121.482628,1039.182894,972.910991,912.151907,858.430228,830.447136,761.970788,719.301033,673.454998,627.64928
U,92,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9464.332209,9453.618591,9010.815342,8520.88315,7759.849324,7095.962287,6472.729688,5861.958269,5658.500966,4989.233291,4571.773616,4239.091374,3882.785012,3566.029048,3349.99086,3086.458473,2843.429689,2611.188563,2396.792029,2209.061711,2039.526078,1878.830406,1746.794645,1620.802428,1505.057229,1399.605812,1304.31654,1217.935549,1139.185336,1054.854031,986.884463,924.560708,870.032574,841.877288,773.13499,730.805275,685.26023,638.866374
