M5-N7,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Zn,30,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3028.270003,2604.664595,2252.346284,2092.883411,1856.656975,1663.077134,1489.09177,8904.671688,9200.915926,7642.018017,7674.539332,6819.544968,6113.124982,5514.891986,4998.59601,4537.77701,4126.912977,3747.399057,3400.801649,3097.693455,2826.596438,2571.592197,2363.697799,2166.038458,1981.332353,1814.462969,1664.806348,1530.641682,1408.784566,1279.037946,1175.776572,1082.47555,1001.763707,960.397229,863.123518,809.77102,749.63503,693.537395
Ga,31,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3359.844743,2877.566822,2478.261938,2298.240464,2032.198583,1814.999338,1620.514231,1420.716424,1241.89006,8105.860039,7169.1628,6347.770688,6475.558872,5844.187139,5293.101794,4799.176133,4360.788714,3959.503032,3594.710978,3274.18875,2987.664073,2718.209113,2497.653903,2288.13798,2097.797988,1926.645757,1770.988028,1628.422545,1499.081268,1362.306122,1253.41066,1154.084666,1068.086518,1024.003206,920.29506,863.373683,799.090439,739.1475
Ge,32,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3781.284152,3229.502891,2773.622715,2568.468208,2265.849089,2019.440399,1799.441433,1574.35192,1373.448522,1152.360555,5483.893904,6893.441587,6156.617215,5521.812142,5701.409602,5171.394053,4701.414785,4268.709284,3875.357102,3531.167811,3223.260791,2931.257423,2693.179893,2467.716291,2262.982464,2078.757496,1912.957594,1762.937854,1626.928207,1479.608345,1361.041197,1253.86355,1161.098392,1113.511745,1000.804766,938.860622,868.951805,803.762714
As,33,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4207.83033,3618.288006,3107.778578,2875.433202,2532.928966,2254.052764,2005.472187,1751.728672,1525.707096,1277.517684,1133.20683,1006.893589,4734.952359,6021.461629,5426.004781,4895.296039,5083.007655,4615.503261,4193.562666,3822.07829,3488.258032,3174.333144,2918.475598,2673.754251,2451.337984,2250.927872,2070.632661,1908.484805,1761.322709,1605.176738,1480.516916,1366.565741,1265.862184,1213.921833,1091.529684,1024.410332,948.651413,877.337934
Se,34,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4523.745453,3879.346752,3342.603577,3099.516652,2739.917096,2445.509808,2181.589972,1913.688962,1667.751384,1393.049369,1233.724706,1094.504051,978.991563,879.801661,4084.645547,5218.962104,4719.685673,4264.911357,4433.772993,4039.001695,3689.189946,3358.815827,3087.224277,2830.093202,2596.651431,2385.027771,2193.732655,2021.557214,1865.317632,1699.358518,1566.887876,1446.728734,1342.492722,1288.925736,1161.856408,1091.163966,1011.038215,936.068375
Br,35,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5084.010169,4361.301754,3758.014098,3484.225481,3079.120145,2747.241232,2449.726657,2148.648459,1878.117392,1578.907454,1403.942877,1250.268966,1117.971695,1003.36738,904.847465,817.452516,3692.424107,4716.758032,4262.040687,3866.227214,4046.835699,3681.169215,3386.282318,3106.660717,2850.566551,2619.533735,2411.783286,2224.044648,2052.45961,1870.201664,1724.515257,1592.346996,1477.634595,1418.638927,1279.459307,1202.981367,1117.897759,1036.653985
Kr,36,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5549.772111,4759.424226,4100.274339,3800.996985,3357.943058,2994.053744,2667.359773,2337.125452,2042.368918,1716.090063,1524.249833,1356.062231,1215.808632,1095.043422,990.639073,897.550394,815.335898,740.377071,3234.898853,4139.512769,3760.474939,3405.891518,3593.094197,3291.218796,3020.97429,2778.257222,2558.170931,2359.525744,2179.205483,1987.303887,1832.78663,1692.525881,1570.620597,1507.947466,1360.111467,1278.716708,1188.239252,1103.454903
Rb,37,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6126.908467,5255.117041,4527.692937,4197.305465,3707.848429,3306.526111,2945.421673,2578.05124,2250.483669,1888.962982,1677.926641,1492.841154,1337.966635,1204.200902,1088.930206,986.147442,895.361131,812.83529,738.087901,673.018205,2954.824562,3724.03367,3381.631056,3076.613658,3247.635753,2988.625922,2757.843646,2551.139629,2359.717113,2153.502357,1987.559823,1836.478225,1704.629529,1636.618093,1475.437141,1385.138619,1288.690276,1197.161649
Sr,38,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7053.809594,6061.200483,5231.274513,4853.901935,4294.287929,3834.931792,3421.160004,3015.660523,2646.436841,2226.264708,1978.150108,1760.698104,1579.628119,1423.239937,1287.907816,1166.979945,1059.966546,962.66302,874.513379,797.843021,729.296687,665.015606,2662.155261,3397.496296,3101.178332,2837.975011,3001.082012,2769.02503,2559.866414,2338.612275,2159.759287,1996.520463,1854.317086,1781.074591,1607.122657,1508.872892,1403.923741,1304.20767
Y,39,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7796.163899,6701.745534,5785.179473,5368.072351,4749.305358,4241.157628,3783.524098,3331.926849,2928.882684,2478.27629,2209.813662,1966.552066,1763.041513,1587.248013,1435.728924,1300.590419,1181.194456,1072.124344,973.265913,887.362357,810.648523,738.782168,680.280136,624.987103,2437.016381,3105.947939,2839.851023,2605.853522,2765.77545,2525.018601,2334.005583,2161.169738,2009.293486,1930.519396,1743.248689,1637.176783,1523.835105,1415.615964
Zr,40,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8474.003345,7292.121857,6298.640219,5845.956836,5174.248633,4622.517485,4125.705502,3632.708153,3192.287595,2701.547661,2412.708636,2158.119647,1940.144863,1749.54654,1582.269805,1433.201435,1301.59266,1181.932053,1073.468938,978.584464,893.804635,814.281962,749.598446,688.466798,633.043527,583.191458,2211.716744,2821.798208,2585.810784,2343.796101,2488.562608,2302.929111,2142.026917,2059.504949,1862.708629,1750.006125,1629.532411,1514.562124
Nb,41,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9291.756041,7998.578896,6913.868046,6418.073196,5681.705355,5076.06673,4530.255277,3988.959617,3505.186338,2965.777363,2648.097441,2367.767372,2132.973284,1928.911181,1750.274147,1587.801261,1441.86971,1308.764566,1188.167207,1083.434269,989.744873,901.677687,829.901429,761.943809,700.389032,645.016116,595.244649,550.48485,2033.111326,2556.128762,2342.412372,2154.705195,2302.605893,2213.691669,2002.455294,1883.720809,1756.624274,1633.383775
Mo,42,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9944.270082,8559.204022,7399.319455,6870.101407,6084.084109,5437.663192,4855.20487,4273.30077,3753.195654,3174.201526,2833.585433,2533.379878,2282.006074,2064.089123,1875.32891,1705.713086,1554.824217,1413.225824,1283.901434,1170.556665,1069.3473,974.550755,897.26551,824.069814,757.557375,697.593568,643.736255,595.277302,551.308821,504.61873,1798.818924,2299.803402,2125.704814,2037.641034,2114.882866,1989.556696,1855.39886,1727.417144
Tc,43,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10638.29999,9179.83751,7943.082127,7379.771532,6543.692851,5856.947179,5238.090087,4616.334785,4054.284952,3424.835971,3055.700658,2731.13431,2459.783214,2224.776778,2021.612514,1839.831311,1678.690734,1531.538135,1397.042387,1275.066497,1165.565744,1061.988348,977.717312,898.054872,825.794224,760.72036,702.010679,649.05098,601.037148,550.011719,509.231955,751.498344,1647.22354,2142.725637,1967.320274,1848.131363,1977.109502,1839.482295
Ru,44,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,11409.44799,9857.576481,8541.557136,7934.061628,7031.781579,6290.055548,5622.039087,4982.027629,4403.284694,3731.588109,3324.056186,2966.298922,2667.84073,2409.734782,2186.775595,1987.494769,1811.031612,1650.248331,1504.189182,1377.060719,1261.926722,1151.414023,1060.296411,973.119818,894.211352,823.26786,759.508176,702.124821,649.924405,594.332318,549.980661,509.719497,474.686052,456.686552,1500.993973,1978.89813,1828.269368,1657.988596
Rh,45,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,12242.77606,10590.23307,9189.956072,8546.707397,7585.87686,6789.822885,6071.206124,5384.340588,4766.638309,4064.75819,3640.806204,3249.095003,2919.293782,2633.538691,2387.073306,2166.956937,1972.205342,1795.024298,1634.255224,1494.387919,1369.207113,1251.763585,1154.786318,1061.866672,976.166989,898.138204,828.121552,765.177822,708.13079,647.533664,598.999831,554.865414,516.536476,496.848404,450.226044,424.557389,1395.145599,1797.167709
Pd,46,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,12870.85519,11168.88353,9707.050695,9034.672406,8031.62753,7201.444343,6446.041666,5715.28028,5058.169129,4313.072714,3868.011508,3471.591319,3128.860031,2827.348429,2560.358203,2322.197766,2111.720759,1920.286428,1746.716631,1595.847119,1460.917599,1334.403093,1231.407059,1133.980423,1044.341107,962.806108,888.128473,820.209593,758.638483,693.239317,641.051911,593.688076,552.445246,531.213244,480.359465,450.622401,418.885584,404.651997
Ag,47,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13171.17639,11969.9438,10428.23418,9710.621731,8638.22131,7749.051199,6941.601228,6163.745942,5461.247557,4661.335055,4182.559703,3753.771743,3391.090207,3074.263866,2795.808352,2539.111904,2305.971053,2094.105597,1902.245858,1735.671665,1586.890724,1447.571833,1334.252726,1227.153261,1130.149417,1042.840083,963.404718,891.377627,824.974856,753.632774,696.663733,644.950909,600.05552,576.999856,521.74705,489.35107,454.783845,421.028287
Cd,48,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13448.33358,11753.37726,10747.23685,10033.71921,8963.298949,8071.797187,7261.286199,6460.310166,5728.065394,4888.777327,4385.968788,3936.476318,3554.523641,3220.988988,2929.77541,2667.777554,2434.429561,2213.989986,2012.148786,1834.090751,1675.213088,1526.590799,1405.754666,1291.598125,1188.287059,1095.381344,1011.98869,936.945542,868.362848,795.060221,735.450267,680.846068,633.318442,608.858753,550.346583,516.294221,479.950609,444.380118
In,49,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14099.02888,12448.44497,10878.48206,10618.63611,9494.054016,8562.088406,7717.040335,6862.838722,6086.544087,5199.518597,4664.864091,4186.592664,3783.009752,3430.816244,3121.869565,2843.354974,2594.865513,2366.928863,2158.876073,1973.624992,1805.551943,1643.434778,1511.77617,1387.529406,1275.192903,1174.26809,1083.717593,1002.289285,928.566852,850.279163,787.449177,730.227467,679.782457,653.551462,590.742776,554.029161,514.857465,476.758074
Sn,50,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,12553.41941,13052.61483,11430.63316,10666.07385,9951.930076,8971.019503,8082.111236,7187.014449,6375.536346,5455.633103,4903.452141,4403.370019,3978.115244,3606.665515,3282.593491,2990.23392,2729.228619,2489.178108,2270.25424,2077.550225,1904.502912,1741.160674,1604.383068,1471.717558,1351.437815,1243.202942,1146.241274,1059.1571,980.36025,896.746732,830.109035,769.638749,716.959964,689.83306,624.623214,585.967779,544.711917,504.400839
Sb,51,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13663.35478,11633.52098,12076.53581,11255.48534,10032.02328,9022.993843,8491.299747,7553.461826,6701.966813,5735.851703,5158.664813,4643.115429,4199.461486,3809.580665,3466.351641,3157.4379,2882.201966,2628.598167,2397.317004,2194.412109,2011.962827,1839.325703,1698.056654,1563.793788,1439.055728,1324.899446,1221.388424,1127.792571,1043.202182,953.534646,882.137412,817.395401,761.221316,732.389825,663.375208,623.288882,580.434724,538.038618
Te,52,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14460.37357,12219.94732,10432.24828,11026.52234,10337.54086,9286.743055,8337.914868,7748.672622,6870.88255,5880.176717,5289.290754,4762.697341,4314.993094,3921.598425,3571.357521,3254.109673,2969.914311,2708.777926,2470.761796,2261.978863,2074.498884,1897.621615,1752.73945,1614.915157,1488.790439,1374.44244,1269.785519,1174.5736,1086.934759,992.879578,918.041253,850.219106,791.415135,761.250791,689.180652,647.637654,603.218711,560.03297
I,53,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,16158.55805,13471.02855,11447.36218,10570.24859,10629.99043,10057.58378,9025.238849,8055.16476,7479.007772,6392.337487,5745.333234,5168.775489,4681.465606,4255.388339,3881.02981,3539.674872,3232.14433,2947.211698,2687.070914,2458.752147,2253.812726,2060.521592,1902.494633,1752.428359,1615.667008,1492.016898,1380.109525,1278.884161,1185.964325,1086.333653,1004.984334,930.319104,865.611032,832.429283,753.197996,707.59599,658.85179,611.747378
Xe,54,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,17578.04264,14453.17731,12151.587,11193.49354,9802.967829,9596.6668,8892.327932,8438.20849,7509.292816,6742.064013,6050.331907,5433.338465,4914.069313,4461.88238,4068.248329,3712.967757,3395.577977,3098.897536,2826.90497,2584.684543,2367.323678,2162.260896,1994.658899,1835.548583,1690.813283,1560.152839,1442.254683,1335.817832,1238.983677,1135.767962,1052.976172,977.556187,910.513258,875.419339,791.64439,743.420632,691.895829,642.204909
Cs,55,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2521.302685,15796.96482,13206.89212,12129.26448,10584.8786,9374.665089,8311.68117,8515.764264,8007.01503,6850.315433,6475.885958,5827.593037,5281.095274,4803.409038,4381.11217,3998.907758,3656.666482,3339.637263,3049.066962,2787.737233,2553.189354,2331.830743,2150.957681,1979.290562,1822.631143,1680.914894,1553.007516,1437.544821,1332.553818,1220.708935,1131.255489,1049.89828,979.100438,942.678923,855.099243,803.326711,747.986876,694.345517
Ba,56,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2681.576341,2387.751854,13877.97036,12731.50323,11085.21086,9794.500172,8678.22537,7646.719492,7814.813278,7092.942346,6387.353038,5783.668816,5518.8292,5028.480571,4588.589674,4188.104816,3827.725349,3494.243838,3189.035056,2916.644937,2672.030609,2440.978379,2252.290027,2073.29444,1909.576337,1761.240093,1626.793991,1505.154839,1394.624878,1276.954988,1182.831301,1097.239843,1022.775504,984.47407,892.972336,840.502008,784.302188,728.712347
La,57,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2843.549598,2535.333532,2264.507052,8887.164067,11772.16651,10392.04151,9197.354632,8101.528169,7136.174367,7038.856268,6738.565555,6068.064278,5519.222889,5290.772107,4842.610727,4429.173981,4052.939945,3701.764035,3379.994321,3095.40988,2838.48034,2593.488033,2392.76572,2201.791972,2028.301729,1871.819686,1729.774192,1601.123147,1483.741619,1358.426457,1258.257881,1167.202202,1087.913006,1047.099368,949.595727,893.656568,833.751521,775.90276
Ce,58,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3042.710421,2708.652439,2415.691145,2278.062743,8686.20441,11545.76817,10073.26783,8796.460555,7705.19772,6509.828575,6772.093145,6481.297167,5868.885719,5344.091329,5141.580883,4718.826793,4326.785571,3956.432811,3615.631368,3311.670467,3037.730993,2777.486408,2563.814376,2360.122248,2173.449455,2004.101124,1851.767904,1714.512656,1588.92405,1454.588537,1346.824343,1248.709717,1163.451227,1119.639126,1014.966092,954.836624,890.468672,828.342232
Pr,59,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3161.331366,2824.792585,2527.21543,2386.515648,2172.488495,8385.030852,11050.95567,9532.401961,8280.832691,6959.72609,6199.400374,6460.28323,6223.154335,5646.31745,5167.170996,4971.559757,4581.295442,4197.482019,3840.814689,3520.471008,3231.290667,2955.848966,2729.278012,2512.921621,2314.560283,2134.54831,1971.966949,1825.152715,1691.651747,1549.441143,1435.093828,1330.852635,1240.007869,1193.213307,1081.459695,1017.356029,948.736261,882.404468
Nd,60,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3259.806246,2917.223045,2613.52478,2470.227691,2250.580082,2063.9334,7506.922465,10011.28377,8781.150003,7409.208669,6600.924973,5886.766532,6160.615192,5936.984968,5388.160529,4919.427105,4730.470041,4350.093502,3990.493609,3662.077445,3365.055432,3079.796618,2845.241432,2621.323866,2415.81862,2229.686609,2059.560681,1905.83192,1766.16766,1617.717339,1499.018823,1389.909263,1295.075009,1246.216841,1130.11023,1066.081498,991.520638,921.54571
Pm,61,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3430.463228,3072.428499,2754.60744,2604.509538,2374.367933,2178.659042,1996.959832,7210.262458,9529.572903,7996.003348,7097.034328,6306.252903,5646.250237,5926.877466,5358.285943,5198.621472,4743.708203,4355.783405,4174.445295,3847.352407,3546.757107,3261.536102,3022.809778,2794.274647,2577.715569,2377.891898,2196.673255,2031.263097,1880.895877,1721.151328,1593.486253,1477.798899,1376.592286,1324.280455,1200.798916,1132.500795,1052.479635,977.634614
Sm,62,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3519.225563,3153.595088,2828.076972,2674.19864,2438.000607,2237.00658,2050.393897,1841.424879,6564.374722,8326.633203,7388.699838,6563.738351,5874.706618,5279.957444,5567.129716,5034.310553,4894.908149,4455.954068,4073.545871,3925.426222,3621.433746,3328.187542,3087.286621,2854.623735,2640.038524,2442.350259,2257.831808,2090.012095,1937.164491,1772.118308,1640.217385,1520.51253,1416.550912,1363.119806,1235.982821,1165.710443,1083.933069,1006.6666
Eu,63,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3580.367077,3222.957104,2901.621001,2748.60233,2512.800864,2311.076553,2122.987977,1911.989705,1712.207099,8844.528357,7848.928555,6973.191824,6241.116443,5608.921586,5062.008029,5346.295479,4840.717887,4703.365233,4278.231097,3922.428909,3783.345402,3479.47747,3226.471788,2984.580199,2762.096532,2557.638518,2371.459306,2197.957953,2037.328729,1865.747526,1726.674464,1600.402046,1490.62486,1434.283301,1301.129695,1227.50238,1141.213417,1060.543728
Gd,64,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3795.239102,3401.022556,3049.985576,2884.067769,2629.332404,2412.679779,2211.549383,1987.53329,1778.331042,1536.470244,7991.871327,7119.17681,6388.219387,5755.753849,5207.346987,4716.679723,5008.123927,4527.482323,4401.616702,4014.100044,3684.09133,3541.279687,3285.172628,3039.400134,2812.676745,2606.925721,2417.459587,2245.373626,2085.624363,1911.100624,1770.590102,1642.015659,1529.283468,1471.315073,1334.513578,1259.18471,1172.040422,1089.127358
Tb,65,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3972.399056,3564.700381,3199.546468,3026.447797,2760.209022,2533.405465,2322.770836,2085.448611,1865.101416,1612.839541,1460.26703,7704.74784,6893.333956,6193.410813,5588.266685,5048.437854,4571.716943,4840.541001,4373.041103,4268.242169,3893.882904,3558.119106,3448.713578,3188.534177,2951.593916,2734.515148,2538.066188,2358.219551,2192.688613,2014.120797,1867.152377,1732.298837,1614.7008,1553.378756,1408.402302,1328.604049,1236.310525,1150.002863
Dy,66,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4058.375956,3662.534855,3302.990651,3131.049681,2864.909376,2636.914489,2424.011884,2175.963904,1944.287069,1681.7798,1521.548185,1378.578494,7212.592476,6480.482327,5847.395977,5282.78591,4784.036581,4329.52958,4586.156112,4156.509299,3939.205576,3694.630646,3406.954425,3291.297798,3043.852843,2821.061234,2616.662086,2431.87979,2262.152759,2078.831092,1930.857753,1793.050404,1671.259661,1608.564618,1459.749015,1376.795795,1280.790625,1191.082418
Ho,67,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4211.376773,3811.874126,3445.382342,3269.240644,2995.842267,2760.70134,2540.639933,2279.679245,2035.411338,1759.135957,1593.809578,1443.195715,1315.632946,6829.692774,6162.013672,5566.543609,5040.604969,4561.278843,4127.734485,4392.888951,3982.093668,3622.022641,3563.363957,3272.863635,3019.40424,2927.778475,2717.816289,2524.988401,2349.121458,2160.503203,2006.894145,1866.389135,1741.99033,1676.935612,1522.154108,1436.733111,1336.63415,1242.753777
Er,68,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4409.304376,3998.424349,3618.043341,3434.318861,3148.407701,2901.966015,2670.961541,2394.066274,2134.851085,1842.418487,1668.050867,1511.846312,1377.334636,1259.771763,6500.06925,5870.510593,5314.697641,4808.24472,4350.843036,3952.360954,4219.754342,3809.659261,3499.48358,3434.531987,3153.065322,2911.83564,2825.701902,2627.212029,2443.772155,2247.370774,2089.230556,1943.140932,1814.949403,1748.675505,1588.921875,1499.65236,1395.577733,1298.021032
Tm,69,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4650.658797,4220.185523,3820.91727,3627.191626,3325.150704,3064.439118,2819.970206,2523.53918,2246.229443,1934.572166,1749.292473,1584.346925,1444.686306,1320.395342,1211.630529,6195.241485,5608.614642,5073.885433,4590.877397,4170.268673,3795.610834,4037.397435,3689.141732,3380.199542,3320.456454,3052.685348,2823.118221,2742.854174,2551.327393,2345.952402,2180.087651,2028.69285,1895.295049,1826.092882,1661.606197,1569.417105,1460.847855,1358.496535
