M4-N6,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Cu,29,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2709.227565,2402.033761,2027.600794,2032.09487,8819.275925,10680.96907,9127.513137,8669.95693,7882.594468,7144.556258,6398.387479,5701.404972,5133.089961,4630.934036,4202.075619,3825.445982,3472.354864,3135.935186,2833.703974,2577.620361,2332.823335,2111.015332,1936.595887,1766.877541,1612.786955,1473.698027,1347.836297,1235.537606,1132.802143,1027.536894,942.567565,866.343336,800.144726,758.126198,683.90099,638.014282,588.983294,543.795209
Zn,30,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2988.562609,2657.510096,2258.906038,2263.694341,1635.013014,1466.215407,10488.81878,9169.086728,7987.862789,8085.48469,7170.723833,6338.814161,5684.821243,5112.607072,4627.622344,4202.50064,3816.783339,3454.749928,3129.98885,2854.173761,2590.035032,2350.125708,2160.12545,1970.037725,1796.86396,1642.459456,1503.43065,1378.150125,1263.18374,1145.061329,1049.785864,964.082004,889.858634,843.87454,760.473258,708.403282,653.667412,603.300189
Ga,31,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3314.543373,2937.616476,2485.681361,2491.097559,1783.609972,1595.053316,1404.389461,1237.867612,8462.368586,7562.981122,6685.720282,6709.483519,6024.838108,5414.915107,4895.711295,4440.94356,4032.439132,3651.820164,3308.360915,3016.876527,2737.690453,2483.195381,2282.009599,2086.237653,1908.581477,1747.427208,1599.351164,1466.857548,1345.581144,1220.715755,1119.179224,1027.914498,948.794599,899.790089,810.675893,755.0366,696.542505,642.737833
Ge,32,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3729.412864,3298.124183,2782.081575,2788.256862,1983.939736,1770.579671,1555.998135,1368.913322,1201.437674,1077.711153,7257.026143,6394.611719,5702.434507,5832.132612,5275.00342,4787.233899,4347.50415,3936.586887,3567.851059,3254.800499,2952.384917,2677.648783,2461.113198,2250.532931,2059.266523,1888.034446,1732.420876,1592.487956,1461.354059,1325.726075,1216.232609,1117.746609,1031.826874,978.46818,881.554283,821.033047,757.427248,698.921362
As,33,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4152.663651,3691.839121,3117.257037,3124.176671,2213.935584,1972.879072,1731.120807,1520.659405,1332.565262,1193.812526,1058.832727,4917.6159,6217.501578,5557.431971,4998.698491,5176.815874,4700.19084,4259.167121,3861.858423,3522.230169,3197.01843,2901.685304,2666.590075,2437.776676,2229.759662,2043.67484,1875.451626,1724.557174,1586.051789,1443.381334,1325.945875,1218.539009,1125.151364,1067.306353,962.438302,896.236558,826.656091,762.667816
Se,34,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4463.454631,3959.65468,3352.579741,3359.862308,2402.968141,2146.987456,1891.818791,1662.139617,1453.944018,1300.613817,1151.738024,1016.291047,907.992052,4183.840709,5329.156005,4810.688471,4347.376821,4504.584346,4080.790744,3724.733323,3382.797365,3069.50128,2822.584031,2582.42355,2362.572562,2165.159336,1986.475539,1826.206645,1679.081525,1527.346519,1404.466138,1293.690548,1197.119439,1136.411757,1025.520064,955.948931,882.68136,814.922328
Br,35,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5016.392115,4451.381407,3769.227607,3777.413427,2699.297038,2410.675562,2124.026459,1872.019611,1645.472862,1477.515194,1313.509142,1160.997319,1035.850258,926.542266,834.456935,3763.926479,4808.014846,4332.668142,3908.325471,4086.795201,3707.400853,3367.067385,3098.439548,2834.915794,2595.174549,2380.694918,2185.516703,2009.482811,1847.819361,1681.00013,1545.926056,1423.903662,1317.777891,1251.921019,1133.299108,1058.317077,977.900239,903.329062
Kr,36,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5475.831921,4857.923488,4112.524875,4121.467751,2941.426646,2624.532696,2310.249369,2035.73308,1789.103477,1604.916648,1425.308428,1261.159982,1129.367388,1013.672462,915.701445,830.329715,753.975508,3288.903043,4184.791981,3799.006174,3431.458267,3572.105564,3282.479651,3004.612743,2752.459712,2525.135106,2319.041051,2134.032558,1963.570775,1786.621031,1643.166029,1513.535766,1400.791046,1330.729493,1204.521942,1125.947472,1042.944191,966.213487
Rb,37,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6045.376148,5363.776178,4541.213002,4551.082619,3248.270878,2898.0549,2548.16895,2243.111578,1969.142487,1766.606343,1569.119904,1388.031895,1242.176799,1114.412782,1006.13965,911.944271,827.807121,749.690326,679.935775,2992.328123,3755.724345,3360.216645,3067.943112,3230.144975,2961.226185,2723.543342,2508.936154,2311.145312,2128.210575,1937.832946,1783.261551,1642.679692,1520.238086,1442.846411,1306.061241,1221.596882,1131.432129,1048.065943
Sr,38,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6961.100588,6185.025204,5246.713207,5257.983081,3768.220696,3366.838368,2982.814457,2637.950211,2320.540813,2082.378401,1850.327228,1638.074203,1467.735398,1317.833589,1190.539973,1079.516949,980.318282,888.184888,806.018761,736.254757,669.655563,2645.338554,3387.852286,3083.298122,2810.411217,2962.533759,2721.719742,2507.772955,2311.459659,2106.039367,1939.002976,1787.60366,1655.67033,1571.662957,1422.826396,1330.839523,1232.570545,1141.704116
Y,39,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7694.058927,6838.307066,5802.231767,5814.679491,4167.374588,3723.444408,3295.312269,2919.770907,2579.11474,2324.055491,2066.814197,1828.825038,1637.158542,1469.228669,1326.878317,1203.00605,1091.933228,988.591268,896.519996,818.42483,743.984232,676.46849,623.373219,2421.613765,3073.899378,2800.643443,2559.128582,2709.075639,2495.483996,2277.158818,2100.201,1937.542551,1795.586426,1704.969594,1544.2523,1444.566416,1337.746464,1238.980305
Zr,40,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8363.940084,7439.685909,6317.129829,6330.626615,4542.43365,4060.464267,3592.697763,3182.331392,2810.904848,2534.254649,2263.20864,2011.107448,1804.206335,1619.251018,1462.178794,1325.635029,1203.643022,1090.352065,988.698864,902.411027,820.037287,745.386676,686.67662,629.675853,577.928156,2177.893367,2767.099821,2528.022539,2314.944403,2427.494643,2237.472518,2066.864631,1918.012353,1822.041418,1651.238097,1545.31395,1431.82495,1326.684133
Nb,41,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9171.039077,8160.023605,6934.062205,6948.803066,4988.082365,4458.581767,3945.034177,3494.245416,3086.0224,2781.843156,2483.468754,2208.90361,1987.312094,1789.818307,1619.933856,1468.527609,1332.930316,1206.855642,1094.599836,999.27605,908.051378,825.218589,759.954118,696.651029,639.15593,587.809084,541.372698,1983.054527,2522.477581,2279.649856,2406.454111,2221.621104,2061.258705,1959.629094,1779.537105,1666.523346,1544.219917,1430.910076
Mo,42,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9815.368667,8732.162835,7420.913808,7436.676719,5343.789267,4778.698658,4226.023178,3741.444829,3303.1855,2976.922114,2657.281074,2363.291287,2126.077233,1917.134977,1738.862245,1582.430809,1439.103329,1304.054058,1182.63953,1079.604745,981.412641,892.222507,821.926382,753.509269,691.247886,635.693841,585.38541,540.308246,1026.747181,1754.695214,2228.123645,2045.484091,2176.493061,2069.679659,1879.585123,1761.647063,1635.239018,1517.475115
Tc,43,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10503.85331,9362.315137,7966.121327,7982.938652,5757.274061,5156.726249,4565.741931,4041.485237,3564.74736,3210.901188,2865.077756,2547.485933,2291.552156,2066.611289,1875.212402,1708.184663,1558.287074,1418.437724,1288.075724,1176.774762,1069.485006,972.229036,895.72194,821.401917,753.832423,693.220668,638.241518,589.031054,543.743787,497.048505,1733.990644,1982.835504,2027.866425,1924.463963,2003.465817,1876.117909,1740.844202,1615.214906
Ru,44,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,11265.21952,10051.6862,8566.090143,8583.997426,6182.437917,5534.24277,4930.308687,4390.014141,3886.218071,3495.320535,3113.8711,2764.237885,2483.060247,2236.133007,2026.270677,1843.31251,1679.453424,1526.838423,1390.638226,1273.877072,1159.417959,1054.288225,970.567909,889.42158,815.761086,749.983464,690.41334,636.840319,587.506155,536.742559,495.508187,458.290466,1545.19651,1469.143965,1861.242314,1702.887596,1778.924061,1632.021406
Rh,45,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,12090.30342,10797.17954,9216.078149,9235.144848,6674.073082,5976.737175,5328.844887,4752.53117,4222.774427,3822.541629,3410.674929,3026.11471,2714.668276,2441.609278,2209.782002,2007.814264,1827.190016,1659.183544,1509.318074,1381.893327,1260.277366,1148.387943,1059.143932,970.897276,889.884724,817.671784,752.335387,693.868504,640.093104,584.485694,539.292457,498.604617,463.071019,440.976689,1412.58645,1408.681278,1703.038471,1581.422544
Pd,46,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,12714.91212,11382.43442,9734.346154,9754.268788,7079.822323,6346.676324,5656.105565,5043.191053,4480.787954,4055.992373,3635.388361,3240.773209,2914.223849,2619.414133,2368.503958,2150.191633,1955.031716,1773.619308,1611.945431,1474.590366,1343.570567,1224.702851,1131.123437,1038.839722,954.171958,876.85039,806.356366,743.241938,685.212305,625.474592,576.97816,533.106893,494.803851,469.624135,424.599562,396.182859,1243.123074,1381.449178
Ag,47,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13015.64596,12194.29099,10457.05673,10478.09309,7619.091266,6835.341778,6100.774518,5445.172382,4841.420403,4385.206422,3930.941024,3508.741259,3165.097589,2857.50314,2590.444102,2348.561529,2132.541971,1931.969248,1753.435221,1601.958014,1457.660933,1326.878661,1224.014675,1124.260831,1033.589847,951.453604,876.669772,808.177309,744.877827,679.653977,626.711369,579.056165,537.462594,510.051092,461.006837,430.124179,396.614654,365.808166
Cd,48,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13301.22603,11971.91475,10776.06855,10797.11013,7941.572427,7154.363105,6395.101488,5711.21943,5078.017995,4598.638022,4122.20248,3678.600364,3316.261661,2994.301481,2719.00912,2477.142006,2254.338889,2043.727591,1853.070252,1691.295406,1537.348498,1397.891017,1288.25451,1182.018113,1085.54376,999.540522,921.615627,851.118448,786.053066,717.489351,661.586956,611.040079,566.925917,538.053526,486.49411,453.972132,418.633984,386.110912
In,49,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13949.69913,12657.2459,10908.29175,10930.04814,8426.421827,7605.438069,6793.01338,6068.826555,5400.703553,4891.060336,4384.207297,3913.834386,3531.671495,3190.335529,2897.908139,2640.351042,2408.402896,2191.59387,1993.397454,1823.10574,1655.162798,1503.21326,1383.892278,1268.379586,1163.587641,1070.204316,985.665842,910.150517,840.658835,768.637995,710.021357,655.890792,608.579728,577.487762,521.909178,487.011287,449.233188,414.424806
Sn,50,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14079.15353,12812.16934,11461.04336,11483.23651,8828.28585,7964.745929,7113.900008,6357.04071,5662.494193,5138.163728,4610.033112,4116.291473,3712.711774,3354.417494,3047.530789,2777.007462,2532.881283,2304.436304,2098.127581,1922.147002,1753.001822,1595.237643,1467.835097,1344.127552,1231.755502,1131.783988,1041.388877,960.683095,886.478222,810.228627,748.288352,692.253154,643.274499,610.668371,552.139803,515.265427,475.23651,438.403362
Sb,51,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,13469.15525,11884.52645,12110.5454,12061.43326,9216.447982,8368.083167,7476.874188,6682.531256,5952.9457,5402.649359,4856.313211,4344.14259,3921.449971,3542.413445,3217.854179,2932.588449,2674.787554,2433.35419,2216.081345,2030.611374,1851.840413,1688.817867,1559.856488,1431.348467,1312.820111,1205.845533,1108.704067,1022.094481,942.527229,860.848429,794.546085,734.961943,682.908467,648.910963,588.156033,549.511528,507.229058,468.223178
Te,52,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,14239.1336,12496.02227,10465.11915,10489.11821,9134.055765,8214.147442,7669.297777,6850.935541,6102.562392,5538.840125,4980.489248,4460.463878,4035.163701,3648.999495,3316.499285,3021.93712,2756.310308,2507.844147,2284.277351,2093.599292,1910.447273,1743.257658,1610.87242,1481.079956,1362.324205,1253.985906,1155.134256,1064.788895,981.337723,895.735536,826.291381,763.94151,709.49995,674.191557,611.222557,571.654963,528.79012,489.045137
I,53,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,15885.95328,13799.47717,11484.67467,11511.91911,9891.828726,8889.194335,7976.878847,7457.099568,6635.922302,6018.596679,5407.170136,4839.517541,4377.456318,3964.066036,3607.167275,3288.450239,2999.169559,2727.617632,2483.131474,2274.691813,2074.533853,1892.169375,1748.027145,1607.330424,1478.91067,1363.324304,1258.194641,1162.530215,1074.088297,980.424324,903.985353,835.388852,775.519808,736.742891,667.633831,624.398799,577.732671,534.62662
Xe,54,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,17276.14642,14834.84128,12193.78654,12224.60503,9770.277924,8754.68575,8354.179444,7488.178614,7000.210009,6342.640439,5688.316879,5082.260108,4590.776754,4155.550705,3782.560293,3453.725719,3153.112973,2869.68069,2610.539129,2389.485673,2177.119947,1983.706502,1830.884474,1682.000781,1546.309832,1424.601723,1314.069654,1214.713379,1123.076425,1028.191751,950.90323,878.549146,815.248682,774.241055,701.177108,655.541917,606.352672,560.981051
Cs,55,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2496.582053,16196.74298,13254.29731,13288.92097,9202.812123,8172.583388,8425.787622,7983.235004,7103.070972,6464.593151,6096.712304,5457.98065,4940.72814,4474.783855,4073.954371,3719.36428,3397.463027,3095.039978,2815.631212,2577.113601,2347.869974,2139.140689,1974.258486,1813.070695,1665.904927,1533.852891,1413.960972,1306.247628,1206.961714,1104.517173,1021.153399,945.929208,880.109902,836.417548,757.957219,708.766937,655.578349,606.501779
Ba,56,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2654.820857,2425.024088,13925.68293,13960.52655,9614.017522,8532.255553,7564.30808,7790.042243,7361.908589,6681.417017,6031.281983,5699.618286,5170.578107,4686.182278,4267.15274,3893.73219,3555.050849,3237.095352,2945.723703,2696.99914,2457.721957,2239.970642,2068.046542,1899.569659,1745.528262,1606.610899,1480.316405,1366.943574,1262.495779,1154.696888,1067.008929,987.891715,918.699365,874.050306,794.436552,743.756828,688.260985,636.943749
La,57,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,2815.514825,2574.456248,2269.713116,2273.511281,10198.7915,9041.232741,8013.927273,7114.323452,7329.201476,6907.816863,6345.37963,5694.590519,5433.536229,4942.156597,4511.640123,4121.884989,3765.927265,3430.372922,3125.808708,2864.952782,2611.243257,2379.619701,2196.193972,2017.748339,1855.239687,1708.431438,1574.845975,1454.260762,1343.02862,1228.327293,1135.041444,1050.741062,977.017301,929.421737,844.553231,791.437822,734.084177,680.692927
Ce,58,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3012.369824,2751.0347,2421.232141,2425.274643,11306.16909,9882.433439,8695.878249,7680.834728,6774.470404,7126.243607,6351.304604,6065.037741,5491.405881,5241.958573,4804.653355,4398.687561,4024.294446,3669.261266,3344.141108,3065.840792,2796.353211,2549.795416,2354.150201,2162.023963,1986.166272,1829.000319,1686.473358,1557.319995,1438.08323,1314.567828,1214.068208,1123.548102,1044.423795,993.278445,902.07316,845.022907,783.449378,726.470522
Pr,59,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3130.910937,2867.572938,2532.85293,2536.965615,8203.716765,10822.44358,9413.632395,8253.613776,7248.768714,6518.133131,6791.729491,6023.724886,5806.191828,5273.592279,4824.889847,4653.243927,4268.399947,3897.173186,3554.702933,3261.034365,2975.821902,2714.388757,2506.577636,2302.416211,2115.48246,1947.610158,1795.167197,1658.201617,1531.963028,1400.825735,1294.042199,1197.388223,1112.887148,1058.338371,961.107081,900.223171,834.453789,773.621331
Nd,60,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3228.676841,2961.360947,2619.351702,2623.60601,2036.363532,7384.222087,9899.960801,8753.336911,7715.447438,6941.463988,6181.304619,6400.357861,5723.687572,5508.393939,5009.565135,4588.083125,4419.072329,4048.732046,3697.139951,3395.801318,3100.506936,2829.858169,2614.742628,2403.271964,2209.963164,2034.030796,1874.46738,1731.148922,1599.515876,1463.133942,1351.475199,1250.564894,1162.104787,1107.027931,1004.97239,940.16992,871.439359,807.91304
Pm,61,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3397.976297,3118.6107,2760.704811,2765.155266,2149.762517,1972.603138,7128.055276,9498.378559,8337.466406,7475.343194,6631.954592,5858.896077,6122.361517,5480.366188,5301.915216,4824.99566,4413.640304,4232.532319,3883.046045,3577.443382,3282.362065,3007.108637,2787.542548,2564.288926,2356.654663,2169.256594,1997.526374,1843.245495,1701.562447,1555.447318,1437.098666,1328.924325,1234.817448,1176.291342,1066.95213,997.500344,924.332307,856.692887
Sm,62,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3486.030535,3200.800501,2834.336657,2838.904748,2207.32433,2025.417337,1823.846912,6543.077506,8683.045379,7783.360552,6903.443337,6097.305547,5449.293618,5703.058836,5134.939877,4984.764676,4533.460363,4132.551543,3961.823172,3652.365831,3349.475013,3071.49214,2847.741571,2626.915462,2421.018849,2229.995941,2055.716774,1898.3306,1751.901239,1600.756664,1478.392592,1367.85235,1271.102189,1210.630602,1098.756294,1027.188102,951.577627,881.880029
Eu,63,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3548.158636,3269.326192,2907.820913,2912.330673,2281.236929,2097.820959,1893.960971,1707.649979,6093.523231,8267.846044,7333.821409,6477.810979,5788.874602,5182.787733,5461.046694,4929.629682,4790.068145,4342.360804,3960.011007,3816.367626,3501.341929,3209.833197,2977.483363,2748.354283,2535.928811,2342.874544,2161.985437,1997.068979,1844.422362,1685.071362,1555.915935,1439.311694,1337.801099,1274.709037,1156.80024,1081.892231,1002.87916,929.254502
Gd,64,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3759.511278,3451.89975,3056.732199,3061.653205,2380.709771,2184.567003,1968.783408,1773.494142,1591.262861,5578.74642,7478.891151,6624.632269,5935.939557,5328.582501,4812.548483,5106.165811,4611.138256,4471.360221,4054.341805,3717.408877,3564.067055,3268.533469,3032.110507,2798.84563,2584.819901,2388.905526,2210.097631,2044.974977,1889.592105,1728.57406,1596.345418,1476.491384,1372.128983,1307.34071,1187.76866,1111.194832,1029.967988,955.083627
Tb,65,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,3935.592739,3617.449532,3206.585321,3211.702511,2499.933412,2294.595408,2065.617041,1860.086168,1670.242295,1524.74703,5368.920591,7155.453229,6392.599742,5721.794911,5153.668288,4658.680276,4935.949435,4442.757749,4258.789174,3931.731461,3581.944651,3430.699042,3180.922849,2936.966926,2711.520581,2508.553566,2321.168724,2151.055377,1991.84442,1822.888767,1684.736712,1558.850866,1448.298527,1379.604173,1252.9806,1172.8486,1088.171252,1008.656223
Dy,66,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4022.893856,3714.145479,3309.96962,3315.028597,2603.146121,2395.406131,2155.050662,1939.017347,1741.029472,1589.312382,1437.720088,4965.926352,6688.86891,5987.201263,5392.858653,4874.987515,4411.972782,4663.912909,4200.217881,3831.319634,3720.936396,3388.531615,3283.346847,3028.832026,2797.102649,2586.08597,2394.05672,2219.093344,2056.214453,1885.694141,1743.763126,1614.154944,1501.126727,1429.83615,1298.156454,1214.902966,1127.197539,1046.293316
Ho,67,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4175.803174,3864.305673,3452.506859,3457.703309,2725.832811,2511.031006,2257.684303,2029.861668,1821.203739,1663.941211,1505.504212,1357.038278,4678.261533,6309.485568,5682.586273,5136.518767,4648.267464,4195.211335,4442.719053,4021.728268,3647.693854,3542.845756,3264.631772,3016.811264,2903.121363,2685.803261,2485.530207,2304.878839,2137.022729,1960.700854,1816.425306,1682.762564,1564.825584,1491.368318,1354.732512,1267.607049,1175.837854,1091.147518
Er,68,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4372.775639,4052.525665,3625.46001,3630.852722,2865.368847,2639.870034,2370.629119,2128.945237,1908.075431,1741.697863,1576.767414,1420.965755,1293.345073,4421.564854,5993.252889,5416.017442,4900.088025,4421.881891,3994.723818,4264.938912,3837.580056,3479.446298,3425.294467,3136.591723,2919.624066,2792.551197,2586.498863,2397.596154,2223.218422,2041.41422,1891.319728,1754.590986,1633.324521,1556.739221,1414.340759,1323.961707,1228.115467,1139.677363
