zMeas	zAbsorb	ka	kb	la	lb	ma	mb
1	1	0	0	0	0	0	0
2	1	0	0	0	0	0	0
3	1	75561.88	0	0	0	0	0
4	1	8950	0	0	0	0	0
5	1	1730	0	0	0	0	0
6	1	462	0	0	0	0	0
7	1	149	0	0	0	0	0
8	1	57	0	0	0	0	0
9	1	25	0	0	0	0	0
10	1	12	11	0	0	0	0
11	1	6	5	0	0	0	0
12	1	3	2	0	0	0	0
13	1	1	1	0	0	0	0
14	1	1	0.89724	0	0	0	0
15	1	0.6505	0.53172	0	0	0	0
16	1	0.40719	0.32795	0	0	0	0
17	1	0.26576	0.20846	0	0	0	0
18	1	0.17541	0.13483	0	0	0	0
19	1	0.11806	0.09029	0	0	0	0
20	1	0.08177	0.06078	245	236	0	0
21	1	0.05645	0.04303	152	147	0	0
22	1	0.04149	0.03038	99	95	0	0
23	1	0.03	0.02195	66	63	0	0
24	1	0.02217	0.01602	45	43	0	0
25	1	0.01601	0.01195	32	30	0	0
26	1	0.01259	0.00902	22	21	0	0
27	1	0.0096	0.00688	16	15	0	0
28	1	0.00744	0.00528	12	11	0	0
29	1	0.00576	0.00407	9	8	0	0
30	1	0.00454	0.00318	6	6	23801.47	0
31	1	0.00358	0	5	4	0	0
32	1	0.00287	0	3	3	0	0
33	1	0	0	3	2	0	0
34	1	0	0	2	2	0	0
35	1	0	0	1	1	0	0
36	1	0	0	1	1	0	0
37	1	0	0	1	1	0	0
38	1	0	0	0.9366	0.82984	0	0
39	1	0	0	0.75804	0.66945	2767	0
40	1	0	0	0.61906	0.54185	1773	0
41	1	0	0	0.50563	0.44241	1198	0
42	1	0	0	0.41608	0.36124	846	0
43	1	0	0	0.34466	0.29484	622	0
44	1	0	0	0.28922	0.24481	462	0
45	1	0	0	0.2406	0.20315	344	0
46	1	0	0	0.20212	0.16992	261	0
47	1	0	0	0.17107	0.14165	194	0
48	1	0	0	0.14434	0.11759	142	0
49	1	0	0	0.12133	0.09983	105	0
50	1	0	0	0.10449	0.08395	78	0
51	1	0	0	0.08899	0.07088	59	0
52	1	0	0	0.07628	0.05987	45	0
53	1	0	0	0.06567	0.0509	34	0
54	1	0	0	0.05688	0	26	0
55	1	0	0	0.04917	0.03778	20	0
56	1	0	0	0.04284	0.03278	16	0
57	1	0	0	0.03689	0.028	13	12
58	1	0	0	0.03249	0.02446	10	10
59	1	0	0	0.02816	0.02103	9	8
60	1	0	0	0.02505	0.01844	7	7
61	1	0	0	0.02188	0.01588	6	6
62	1	0	0	0.01927	0.01402	5	5
63	1	0	0	0.01651	0.01222	4	4
64	1	0	0	0.01501	0.01068	4	3
65	1	0	0	0.01351	0.00936	3	3
66	1	0	0	0.01191	0.00826	3	2
67	1	0	0	0.01064	0.00726	2	2
68	1	0	0	0.00949	0.00635	2	2
69	1	0	0	0.00853	0.00563	1	1
70	1	0	0	0.00761	0.00499	1	1
71	1	0	0	0.00686	0.0044	1	1
72	1	0	0	0.00615	0.0039	1	1
73	1	0	0	0.00552	0.00348	1	1
74	1	0	0	0.005	0.00307	1	0.88767
75	1	0	0	0.0045	0	0.87613	0.78057
76	1	0	0	0.00406	0	0.7699	0.68998
77	1	0	0	0.00368	0	0.6881	0.60783
78	1	0	0	0.00335	0	0.61092	0.53932
79	1	0	0	0.00304	0	0.54312	0.47676
80	1	0	0	0.00275	0	0.48522	0.42158
81	1	0	0	0	0	0.42921	0.37602
82	1	0	0	0	0	0.38806	0.33573
83	1	0	0	0	0	0.34541	0.29937
84	1	0	0	0	0	0.2	0
85	1	0	0	0	0	0.2	0
86	1	0	0	0	0	0.2	0
87	1	0	0	0	0	0.2	0
88	1	0	0	0	0	0.1	0
89	1	0	0	0	0	0.1	0
90	1	0	0	0	0	0.16878	0.14243
91	1	0	0	0	0	0.15276	0.12817
92	1	0	0	0	0	0.13778	0.11518
93	1	0	0	0	0	0.1	0
94	1	0	0	0	0	0.1	0
95	1	0	0	0	0	0	0
96	1	0	0	0	0	0	0
97	1	0	0	0	0	0	0
98	1	0	0	0	0	0	0
99	1	0	0	0	0	0	0
100	1	0	0	0	0	0	0
1	2	0	0	0	0	0	0
2	2	0	0	0	0	0	0
3	2	225457.9	0	0	0	0	0
4	2	42200	0	0	0	0	0
5	2	10700	0	0	0	0	0
6	2	3350	0	0	0	0	0
7	2	1140	0	0	0	0	0
8	2	455	0	0	0	0	0
9	2	201	0	0	0	0	0
10	2	101	95	0	0	0	0
11	2	52	47	0	0	0	0
12	2	28	25	0	0	0	0
13	2	16	13	0	0	0	0
14	2	9	7	0	0	0	0
15	2	5	4	0	0	0	0
16	2	3	2	0	0	0	0
17	2	2	1	0	0	0	0
18	2	1	1	0	0	0	0
19	2	1	0.8244	0	0	0	0
20	2	0.74502	0.55175	1727	1666	0	0
21	2	0.51228	0.39002	1106	1070	0	0
22	2	0.37601	0.27492	740	711	0	0
23	2	0.27148	0.19847	505	483	0	0
24	2	0.20046	0.1449	355	338	0	0
25	2	0.14475	0.10819	254	240	0	0
26	2	0.11404	0.08185	184	174	0	0
27	2	0.08698	0.06252	135	127	0	0
28	2	0.06758	0.04813	100	94	0	0
29	2	0.05251	0.03722	75	70	0	0
30	2	0.04147	0.02919	57	53	92354.03	0
31	2	0.03288	0	44	40	0	0
32	2	0.02638	0	33	31	0	0
33	2	0	0	26	24	0	0
34	2	0	0	20	18	0	0
35	2	0	0	16	14	0	0
36	2	0	0	12	11	0	0
37	2	0	0	10	9	0	0
38	2	0	0	8	7	0	0
39	2	0	0	6	6	16664	0
40	2	0	0	5	4	10969	0
41	2	0	0	4	3	7595	0
42	2	0	0	3	3	5490	0
43	2	0	0	3	2	4118	0
44	2	0	0	2	2	3119	0
45	2	0	0	2	1	2371	0
46	2	0	0	1	1	1829	0
47	2	0	0	1	1	1388	0
48	2	0	0	1	1	1038	0
49	2	0	0	1	0.91332	783	0
50	2	0	0	0.95667	0.76523	595	0
51	2	0	0	0.81226	0.64475	458	0
52	2	0	0	0.69431	0.54342	356	0
53	2	0	0	0.59659	0.46181	275	0
54	2	0	0	0.51653	0	214	0
55	2	0	0	0.44605	0.34204	169	0
56	2	0	0	0.38826	0.29667	133	0
57	2	0	0	0.33396	0.25342	109	101
58	2	0	0	0.29401	0.2214	89	84
59	2	0	0	0.25488	0.1903	76	71
60	2	0	0	0.22661	0.16679	64	59
61	2	0	0	0.19781	0.14366	54	50
62	2	0	0	0.17428	0.12693	47	43
63	2	0	0	0.14928	0.11067	39	36
64	2	0	0	0.13581	0.09676	34	32
65	2	0	0	0.12225	0.08478	29	27
66	2	0	0	0.10791	0.075	25	23
67	2	0	0	0.09644	0.06599	22	20
68	2	0	0	0.08599	0.05779	19	17
69	2	0	0	0.07739	0.05131	17	15
70	2	0	0	0.0691	0.04555	14	13
71	2	0	0	0.06236	0.04022	13	11
72	2	0	0	0.05597	0.03574	11	10
73	2	0	0	0.05036	0.0319	10	9
74	2	0	0	0.04562	0.02819	8	7
75	2	0	0	0.04112	0	7	7
76	2	0	0	0.03713	0	6	6
77	2	0	0	0.03372	0	6	5
78	2	0	0	0.03076	0	5	4
79	2	0	0	0.02799	0	4	4
80	2	0	0	0.02536	0	4	3
81	2	0	0	0.1	0	3	3
82	2	0	0	0	0	3	3
83	2	0	0	0	0	3	2
84	2	0	0	0	0	2	2
85	2	0	0	0	0	2	2
86	2	0	0	0	0	2	1
87	2	0	0	0	0	2	1
88	2	0	0	0	0	1	1
89	2	0	0	0	0	1	1
90	2	0	0	0	0	1	1
91	2	0	0	0	0	1	1
92	2	0	0	0	0	1	1
93	2	0	0	0	0	1	0
94	2	0	0	0	0	1	0
95	2	0	0	0	0	0	0
96	2	0	0	0	0	0	0
97	2	0	0	0	0	0	0
98	2	0	0	0	0	0	0
99	2	0	0	0	0	0	0
100	2	0	0	0	0	0	0
1	3	0	0	0	0	0	0
2	3	0	0	0	0	0	0
3	3	6648.287	0	0	0	0	0
4	3	112000	0	0	0	0	0
5	3	31600	0	0	0	0	0
6	3	10300	0	0	0	0	0
7	3	3810	0	0	0	0	0
8	3	1600	0	0	0	0	0
9	3	735	0	0	0	0	0
10	3	395	370	0	0	0	0
11	3	208	190	0	0	0	0
12	3	115	102	0	0	0	0
13	3	66	57	0	0	0	0
14	3	39	33	0	0	0	0
15	3	24	20	0	0	0	0
16	3	15	12	0	0	0	0
17	3	10	8	0	0	0	0
18	3	6	5	0	0	0	0
19	3	4	3	0	0	0	0
20	3	3	2	5827	5634	0	0
21	3	2	1	3821	3702	0	0
22	3	1	1	2610	2515	0	0
23	3	1	0.90053	1818	1742	0	0
24	3	0.90931	0.66222	1300	1241	0	0
25	3	0.66214	0.49764	945	898	0	0
26	3	0.52397	0.3786	697	660	0	0
27	3	0.40214	0.29055	520	490	0	0
28	3	0.31353	0.22455	391	367	0	0
29	3	0.24468	0.1742	297	278	0	0
30	3	0.1939	0.13708	228	212	228042	0
31	3	0.15416	0	176	163	0	0
32	3	0.12399	0	137	126	0	0
33	3	0.2	0	107	98	0	0
34	3	0.2	0	84	77	0	0
35	3	0.1	0	67	61	0	0
36	3	0.1	0	53	48	0	0
37	3	0.1	0	43	38	0	0
38	3	0.1	0	35	31	0	0
39	3	0.1	0	28	25	49952	0
40	3	0.1	0	23	20	33596	0
41	3	0	0	19	16	23711	0
42	3	0	0	16	13	17430	0
43	3	0	0	13	11	13273	0
44	3	0	0	11	9	10203	0
45	3	0	0	9	7	7868	0
46	3	0	0	7	6	6153	0
47	3	0	0	6	5	4740	0
48	3	0	0	5	4	3598	0
49	3	0	0	4	4	2753	0
50	3	0	0	4	3	2124	0
51	3	0	0	3	2	1658	0
52	3	0	0	3	2	1303	0
53	3	0	0	2	2	1021	0
54	3	0	0	2	1	806	0
55	3	0	0	2	1	641	0
56	3	0	0	1	1	511	0
57	3	0	0	1	1	423	393
58	3	0	0	1	1	349	329
59	3	0	0	1	0.8637	300	280
60	3	0	0	1	0.75964	254	236
61	3	0	0	0.89762	0.6567	218	202
62	3	0	0	0.79316	0.58187	187	173
63	3	0	0	0.68231	0.50882	158	146
64	3	0	0	0.62188	0.44613	140	129
65	3	0	0	0.56092	0.39213	119	111
66	3	0	0	0.49642	0.34736	104	96
67	3	0	0	0.44468	0.30627	91	84
68	3	0	0	0.39764	0.26889	79	73
69	3	0	0	0.35827	0.23922	70	64
70	3	0	0	0.32045	0.21269	61	55
71	3	0	0	0.28978	0.18816	54	49
72	3	0	0	0.26056	0.1674	47	43
73	3	0	0	0.23485	0.14964	42	37
74	3	0	0	0.21304	0.13245	37	33
75	3	0	0	0.19231	0	32	29
76	3	0	0	0.17378	0	29	26
77	3	0	0	0.15806	0	26	23
78	3	0	0	0.14432	0	23	20
79	3	0	0	0.1315	0	20	18
80	3	0	0	0.11935	0	18	16
81	3	0	0	0.2	0	16	14
82	3	0	0	0.2	0	14	13
83	3	0	0	0.2	0	13	11
84	3	0	0	0.2	0	12	10
85	3	0	0	0.2	0	10	9
86	3	0	0	0.2	0	9	8
87	3	0	0	0.1	0	8	7
88	3	0	0	0.1	0	8	6
89	3	0	0	0.1	0	7	6
90	3	0	0	0.1	0	6	5
91	3	0	0	0.1	0	6	5
92	3	0	0	0.1	0	5	4
93	3	0	0	0	0	4	4
94	3	0	0	0	0	4	4
95	3	0	0	0	0	4	4
96	3	0	0	0	0	4	3
97	3	0	0	0	0	0	0
98	3	0	0	0	0	0	0
99	3	0	0	0	0	0	0
100	3	0	0	0	0	0	0
1	4	0	0	0	0	0	0
2	4	0	0	0	0	0	0
3	4	27244.56	0	0	0	0	0
4	4	6500	0	0	0	0	0
5	4	60600	0	0	0	0	0
6	4	22000	0	0	0	0	0
7	4	8880	0	0	0	0	0
8	4	3920	0	0	0	0	0
9	4	1880	0	0	0	0	0
10	4	1053	989	0	0	0	0
11	4	570	522	0	0	0	0
12	4	322	286	0	0	0	0
13	4	189	163	0	0	0	0
14	4	114	96	0	0	0	0
15	4	71	59	0	0	0	0
16	4	46	37	0	0	0	0
17	4	30	24	0	0	0	0
18	4	20	16	0	0	0	0
19	4	14	11	0	0	0	0
20	4	10	7	13663	13232	0	0
21	4	7	5	9154	8883	0	0
22	4	5	3	6372	6152	0	0
23	4	3	2	4518	4339	0	0
24	4	2	2	3284	3141	0	0
25	4	2	1	2424	2308	0	0
26	4	1	1	1813	1720	0	0
27	4	1	0.90875	1370	1295	0	0
28	4	1	0.70493	1042	982	0	0
29	4	0.76711	0.54918	802	752	0	0
30	4	0.61017	0.43396	621	580	12980.38	0
31	4	0.48686	0	484	450	0	0
32	4	0.39288	0	380	351	0	0
33	4	0.6	0	300	276	0	0
34	4	0.5	0	239	218	0	0
35	4	0.4	0	191	173	0	0
36	4	0.3	0	153	138	0	0
37	4	0.3	0	125	112	0	0
38	4	0.2	0	101	91	0	0
39	4	0.2	0	83	73	104132	0
40	4	0.2	0	68	60	71648	0
41	4	0	0	56	49	51568	0
42	4	0	0	47	41	38556	0
43	4	0	0	39	34	29799	0
44	4	0	0	33	28	23230	0
45	4	0	0	28	23	18161	0
46	4	0	0	23	20	14385	0
47	4	0	0	20	16	11231	0
48	4	0	0	17	14	8646	0
49	4	0	0	14	12	6705	0
50	4	0	0	12	10	5239	0
51	4	0	0	10	8	4139	0
52	4	0	0	9	7	3290	0
53	4	0	0	8	6	2607	0
54	4	0	0	7	5	2081	0
55	4	0	0	6	4	1674	0
56	4	0	0	5	4	1347	0
57	4	0	0	4	3	1124	1049
58	4	0	0	4	3	937	885
59	4	0	0	3	2	808	757
60	4	0	0	3	2	690	644
61	4	0	0	2	2	596	554
62	4	0	0	2	1	515	478
63	4	0	0	2	1	438	405
64	4	0	0	2	1	390	360
65	4	0	0	1	1	333	312
66	4	0	0	1	1	292	271
67	4	0	0	1	0.95737	257	237
68	4	0	0	1	0.84194	225	207
69	4	0	0	1	0.75037	199	182
70	4	0	0	1	0.66838	175	159
71	4	0	0	0.90639	0.59238	155	140
72	4	0	0	0.81658	0.5283	137	124
73	4	0	0	0.73686	0.47274	121	109
74	4	0	0	0.66947	0.41947	107	96
75	4	0	0	0.60523	0	95	85
76	4	0	0	0.54787	0	85	76
77	4	0	0	0.49913	0	75	67
78	4	0	0	0.45616	0	67	60
79	4	0	0	0.41628	0	60	53
80	4	0	0	0.37826	0	54	48
81	4	0	0	0.6	0	48	43
82	4	0	0	0.6	0	44	38
83	4	0	0	0.5	0	39	34
84	4	0	0	0.5	0	35	31
85	4	0	0	0.5	0	32	28
86	4	0	0	0.4	0	29	25
87	4	0	0	0.4	0	26	22
88	4	0	0	0.4	0	24	20
89	4	0	0	0.3	0	21	18
90	4	0	0	0.3	0	19	17
91	4	0	0	0.3	0	18	15
92	4	0	0	0.3	0	16	14
93	4	0	0	0	0	14	12
94	4	0	0	0	0	14	12
95	4	0	0	0	0	13	11
96	4	0	0	0	0	12	10
97	4	0	0	0	0	0	0
98	4	0	0	0	0	0	0
99	4	0	0	0	0	0	0
100	4	0	0	0	0	0	0
1	5	0	0	0	0	0	0
2	5	0	0	0	0	0	0
3	5	44870.33	0	0	0	0	0
4	5	11200	0	0	0	0	0
5	5	3500	0	0	0	0	0
6	5	39000	0	0	0	0	0
7	5	15800	0	0	0	0	0
8	5	8500	0	0	0	0	0
9	5	3680	0	0	0	0	0
10	5	2076	1955	0	0	0	0
11	5	1153	1060	0	0	0	0
12	5	666	595	0	0	0	0
13	5	398	346	0	0	0	0
14	5	246	208	0	0	0	0
15	5	156	129	0	0	0	0
16	5	102	83	0	0	0	0
17	5	68	54	0	0	0	0
18	5	46	36	0	0	0	0
19	5	32	25	0	0	0	0
20	5	23	17	23716	23010	0	0
21	5	16	12	16246	15791	0	0
22	5	12	9	11528	11151	0	0
23	5	9	6	8321	8006	0	0
24	5	6	5	6144	5889	0	0
25	5	5	3	4601	4391	0	0
26	5	4	3	3489	3319	0	0
27	5	3	2	2670	2531	0	0
28	5	2	1	2056	1943	0	0
29	5	1	1	1600	1505	0	0
30	5	1	1	1253	1174	22014.39	0
31	5	1	0	987	919	0	0
32	5	1	0	782	724	0	0
33	5	1.2	0	623	574	0	0
34	5	1	0	500	459	0	0
35	5	0.9	0	404	368	0	0
36	5	0.7	0	325	295	0	0
37	5	0.6	0	267	241	0	0
38	5	0.5	0	219	197	0	0
39	5	0.4	0	180	161	4149	0
40	5	0.4	0	149	132	2926	0
41	5	0	0	124	109	82528	0
42	5	0	0	104	91	62884	0
43	5	0	0	87	76	49392	0
44	5	0	0	74	63	39092	0
45	5	0	0	62	53	31012	0
46	5	0	0	53	45	24897	0
47	5	0	0	45	38	19710	0
48	5	0	0	39	32	15392	0
49	5	0	0	33	27	12099	0
50	5	0	0	29	23	9575	0
51	5	0	0	25	20	7656	0
52	5	0	0	21	17	6155	0
53	5	0	0	19	15	4933	0
54	5	0	0	16	13	3979	0
55	5	0	0	14	11	3233	0
56	5	0	0	12	9	2628	0
57	5	0	0	11	8	2211	2069
58	5	0	0	9	7	1856	1758
59	5	0	0	8	6	1612	1515
60	5	0	0	7	5	1386	1296
61	5	0	0	6	5	1203	1123
62	5	0	0	6	4	1047	974
63	5	0	0	5	3	895	832
64	5	0	0	4	3	802	742
65	5	0	0	4	3	688	647
66	5	0	0	3	2	607	564
67	5	0	0	3	2	536	496
68	5	0	0	3	2	472	436
69	5	0	0	2	1	419	385
70	5	0	0	2	1	371	339
71	5	0	0	2	1	330	300
72	5	0	0	2	1	292	265
73	5	0	0	1	1	260	235
74	5	0	0	1	1	231	209
75	5	0	0	1	0	206	185
76	5	0	0	1	0	184	165
77	5	0	0	1	0	165	147
78	5	0	0	1	0	148	132
79	5	0	0	1	0	132	118
80	5	0	0	1	0	119	105
81	5	0	0	1.3	0	107	95
82	5	0	0	1.2	0	97	85
83	5	0	0	1.1	0	87	77
84	5	0	0	1	0	79	69
85	5	0	0	1	0	72	62
86	5	0	0	0.9	0	65	56
87	5	0	0	0.8	0	59	51
88	5	0	0	0.8	0	54	46
89	5	0	0	0.7	0	49	42
90	5	0	0	0.7	0	45	38
91	5	0	0	0.6	0	41	35
92	5	0	0	0.6	0	37	32
93	5	0	0	0	0	34	28
94	5	0	0	0	0	32	27
95	5	0	0	0	0	29	24
96	5	0	0	0	0	27	23
97	5	0	0	0	0	0	0
98	5	0	0	0	0	0	0
99	5	0	0	0	0	0	0
100	5	0	0	0	0	0	0
1	6	0	0	0	0	0	0
2	6	0	0	0	0	0	0
3	6	89386.5	0	0	0	0	0
4	6	19200	0	0	0	0	0
5	6	6750	0	0	0	0	0
6	6	2170	0	0	0	0	0
7	6	25500	0	0	0	0	0
8	6	12400	0	0	0	0	0
9	6	6370	0	0	0	0	0
10	6	3358	3173	0	0	0	0
11	6	1928	1780	0	0	0	0
12	6	1147	1030	0	0	0	0
13	6	704	615	0	0	0	0
14	6	445	380	0	0	0	0
15	6	289	241	0	0	0	0
16	6	192	158	0	0	0	0
17	6	131	105	0	0	0	0
18	6	91	72	0	0	0	0
19	6	64	50	0	0	0	0
20	6	46	36	32864	31953	0	0
21	6	34	26	23104	22500	0	0
22	6	25	19	16773	16259	0	0
23	6	19	14	12365	11926	0	0
24	6	14	10	9307	8945	0	0
25	6	11	8	7097	6793	0	0
26	6	8	6	5473	5221	0	0
27	6	6	5	4255	4047	0	0
28	6	5	4	3328	3154	0	0
29	6	4	3	2627	2480	0	0
30	6	3	2	2086	1961	37385.27	0
31	6	2	2	1664	1556	0	0
32	6	2	1	1335	1242	0	0
33	6	1	1	1077	996	0	0
34	6	1	1	874	805	0	0
35	6	1	0	713	652	0	0
36	6	1	0	580	529	0	0
37	6	1.1	0	481	436	0	0
38	6	1	0	398	360	0	0
39	6	0.8	0	331	296	8521	0
40	6	0.7	0	277	246	6077	0
41	6	0	0	232	205	4487	0
42	6	0	0	196	172	3416	0
43	6	0	0	166	144	2675	0
44	6	0	0	141	122	2106	0
45	6	0	0	120	103	42172	0
46	6	0	0	103	88	34384	0
47	6	0	0	88	75	27664	0
48	6	0	0	76	64	21969	0
49	6	0	0	66	55	17547	0
50	6	0	0	57	47	14100	0
51	6	0	0	50	41	11438	0
52	6	0	0	43	35	9324	0
53	6	0	0	38	30	7576	0
54	6	0	0	33	26	6191	0
55	6	0	0	29	23	5094	0
56	6	0	0	26	20	4192	0
57	6	0	0	23	18	3563	3347
58	6	0	0	20	15	3022	2871
59	6	0	0	18	13	2645	2495
60	6	0	0	16	12	2293	2153
61	6	0	0	14	10	2007	1879
62	6	0	0	12	9	1760	1643
63	6	0	0	11	8	1518	1415
64	6	0	0	10	7	1368	1271
65	6	0	0	9	6	1183	1115
66	6	0	0	8	5	1051	980
67	6	0	0	7	5	933	867
68	6	0	0	6	4	827	767
69	6	0	0	6	4	739	682
70	6	0	0	5	3	659	604
71	6	0	0	5	3	589	538
72	6	0	0	4	3	525	478
73	6	0	0	4	2	469	426
74	6	0	0	3	2	419	380
75	6	0	0	3	2	376	340
76	6	0	0	3	2	338	304
77	6	0	0	2	1	304	272
78	6	0	0	2	1	274	245
79	6	0	0	2	1	247	220
80	6	0	0	2	1	223	198
81	6	0	0	2	1	202	179
82	6	0	0	1	1	183	162
83	6	0	0	1	1	166	146
84	6	0	0	1	0	151	132
85	6	0	0	1	0	137	120
86	6	0	0	1	0	125	109
87	6	0	0	1	0	114	99
88	6	0	0	1	0	104	90
89	6	0	0	1	0	95	82
90	6	0	0	1	0	87	75
91	6	0	0	1.1	0	80	69
92	6	0	0	1.1	0	73	63
93	6	0	0	0	0	67	56
94	6	0	0	0	0	63	53
95	6	0	0	0	0	58	49
96	6	0	0	0	0	54	45
97	6	0	0	0	0	0	0
98	6	0	0	0	0	0	0
99	6	0	0	0	0	0	0
100	6	0	0	0	0	0	0
1	7	0	0	0	0	0	0
2	7	0	0	0	0	0	0
3	7	148637.8	0	0	0	0	0
4	7	36400	0	0	0	0	0
5	7	11000	0	0	0	0	0
6	7	4220	0	0	0	0	0
7	7	1640	0	0	0	0	0
8	7	17300	0	0	0	0	0
9	7	9160	0	0	0	0	0
10	7	4979	4714	0	0	0	0
11	7	2916	2700	0	0	0	0
12	7	1767	1592	0	0	0	0
13	7	1102	967	0	0	0	0
14	7	705	605	0	0	0	0
15	7	463	388	0	0	0	0
16	7	310	256	0	0	0	0
17	7	212	172	0	0	0	0
18	7	148	118	0	0	0	0
19	7	105	83	0	0	0	0
20	7	76	59	2229	2162	0	0
21	7	56	43	1518	1475	0	0
22	7	41	31	23532	22834	0	0
23	7	31	23	17517	16916	0	0
24	7	24	18	13311	12810	0	0
25	7	18	13	10245	9820	0	0
26	7	14	10	7973	7619	0	0
27	7	11	8	6255	5960	0	0
28	7	9	6	4935	4687	0	0
29	7	7	5	3929	3717	0	0
30	7	5	4	3146	2964	71406.17	0
31	7	4	3	2530	2372	0	0
32	7	3	2	2045	1907	0	0
33	7	3	2	1662	1541	0	0
34	7	2	1	1358	1255	0	0
35	7	2	1	1115	1023	0	0
36	7	1	1	913	835	0	0
37	7	1	1	761	691	0	0
38	7	1	0	633	573	0	0
39	7	1	0	529	475	14362	0
40	7	1.2	0	444	396	10337	0
41	7	0	0	374	331	7696	0
42	7	0	0	316	278	5903	0
43	7	0	0	268	234	4653	0
44	7	0	0	229	198	3687	0
45	7	0	0	195	168	2923	0
46	7	0	0	168	143	2342	0
47	7	0	0	144	122	1848	0
48	7	0	0	125	105	30569	0
49	7	0	0	108	90	24584	0
50	7	0	0	94	78	19891	0
51	7	0	0	82	67	16246	0
52	7	0	0	71	58	13333	0
53	7	0	0	62	50	10911	0
54	7	0	0	55	44	8980	0
55	7	0	0	48	38	7441	0
56	7	0	0	42	33	6166	0
57	7	0	0	38	29	5271	4962
58	7	0	0	33	26	4497	4281
59	7	0	0	29	23	3956	3739
60	7	0	0	26	20	3447	3244
61	7	0	0	23	17	3031	2846
62	7	0	0	21	15	2671	2499
63	7	0	0	19	14	2315	2164
64	7	0	0	17	12	2094	1950
65	7	0	0	15	11	1820	1719
66	7	0	0	13	9	1623	1517
67	7	0	0	12	8	1447	1348
68	7	0	0	11	7	1287	1198
69	7	0	0	10	7	1155	1068
70	7	0	0	9	6	1032	949
71	7	0	0	8	5	926	848
72	7	0	0	7	5	828	757
73	7	0	0	6	4	742	677
74	7	0	0	6	4	666	606
75	7	0	0	5	3	598	543
76	7	0	0	5	3	539	487
77	7	0	0	4	3	486	437
78	7	0	0	4	2	439	394
79	7	0	0	4	2	397	355
80	7	0	0	3	2	359	320
81	7	0	0	3	2	325	290
82	7	0	0	3	1	296	262
83	7	0	0	2	1	269	238
84	7	0	0	2	1	245	215
85	7	0	0	2	1	223	196
86	7	0	0	2	1	204	178
87	7	0	0	2	1	186	162
88	7	0	0	1	1	170	148
89	7	0	0	1	0	156	135
90	7	0	0	1	0	143	123
91	7	0	0	1	0	131	113
92	7	0	0	1	0	120	103
93	7	0	0	1	0	109	93
94	7	0	0	1	0	103	87
95	7	0	0	0	0	94	80
96	7	0	0	0	0	88	74
97	7	0	0	0	0	0	0
98	7	0	0	0	0	0	0
99	7	0	0	0	0	0	0
100	7	0	0	0	0	0	0
1	8	0	0	0	0	0	0
2	8	0	0	0	0	0	0
3	8	204271.7	0	0	0	0	0
4	8	54000	0	0	0	0	0
5	8	16500	0	0	0	0	0
6	8	6040	0	0	0	0	0
7	8	2530	0	0	0	0	0
8	8	1200	0	0	0	0	0
9	8	12400	0	0	0	0	0
10	8	6852	6498	0	0	0	0
11	8	4082	3790	0	0	0	0
12	8	2514	2272	0	0	0	0
13	8	1591	1401	0	0	0	0
14	8	1032	888	0	0	0	0
15	8	684	576	0	0	0	0
16	8	463	383	0	0	0	0
17	8	320	259	0	0	0	0
18	8	224	179	0	0	0	0
19	8	160	126	0	0	0	0
20	8	116	90	3603	3497	0	0
21	8	85	66	2474	2404	0	0
22	8	63	48	1756	1698	0	0
23	8	48	36	1267	1219	0	0
24	8	36	27	17780	17130	0	0
25	8	28	21	13789	13235	0	0
26	8	22	16	10813	10347	0	0
27	8	17	13	8546	8155	0	0
28	8	13	10	6794	6463	0	0
29	8	11	8	5449	5164	0	0
30	8	9	6	4394	4148	106073.5	0
31	8	7	5	3559	3343	0	0
32	8	6	4	2897	2707	0	0
33	8	4	3	2369	2202	0	0
34	8	4	2	1949	1804	0	0
35	8	3	2	1609	1481	0	0
36	8	2	2	1326	1216	0	0
37	8	2	1	1111	1012	0	0
38	8	2	1	929	843	0	0
39	8	1	1	780	702	22209	0
40	8	1	1	657	588	16108	0
41	8	1	0	556	494	12077	0
42	8	1	0	472	417	9324	0
43	8	0	0	402	352	7391	0
44	8	0	0	344	299	5889	0
45	8	0	0	295	254	4694	0
46	8	0	0	253	217	3780	0
47	8	0	0	219	186	2999	0
48	8	0	0	189	160	2344	0
49	8	0	0	164	137	1842	0
50	8	0	0	143	119	1458	0
51	8	0	0	125	103	1165	0
52	8	0	0	109	89	17810	0
53	8	0	0	96	78	14659	0
54	8	0	0	84	67	12135	0
55	8	0	0	74	59	10112	0
56	8	0	0	65	52	8428	0
57	8	0	0	58	45	7241	6830
58	8	0	0	51	40	6209	5920
59	8	0	0	45	35	5484	5193
60	8	0	0	40	31	4800	4527
61	8	0	0	36	27	4239	3987
62	8	0	0	32	24	3751	3516
63	8	0	0	29	21	3266	3059
64	8	0	0	26	19	2963	2766
65	8	0	0	23	17	2588	2449
66	8	0	0	21	15	2316	2170
67	8	0	0	19	13	2072	1934
68	8	0	0	17	12	1850	1725
69	8	0	0	15	10	1665	1544
70	8	0	0	14	9	1494	1377
71	8	0	0	12	8	1344	1234
72	8	0	0	11	7	1206	1105
73	8	0	0	10	7	1084	991
74	8	0	0	9	6	976	890
75	8	0	0	8	5	879	799
76	8	0	0	8	5	795	720
77	8	0	0	7	4	718	647
78	8	0	0	6	4	650	585
