zMeas	zAbsorb	ka	kb	la	lb	ma	mb
69	49	9	7	327	237	3408	3199
70	49	9	6	300	215	3111	2903
71	49	8	6	276	196	2844	2645
72	49	7	5	253	178	2594	2407
73	49	7	5	233	161	2367	2193
74	49	6	4	215	147	2164	1999
75	49	6	4	198	134	1979	1823
76	49	5	4	183	122	1813	1665
77	49	5	3	169	111	1661	1519
78	49	4	3	157	102	1524	1392
79	49	4	3	145	93	1399	1274
80	49	4	3	135	85	1286	1168
81	49	4	2	125	78	1183	1072
82	49	3	2	116	71	1091	985
83	49	3	2	108	65	1006	905
84	49	3	2	100	60	928	832
85	49	3	2	93	55	857	767
86	49	2	2	87	50	794	708
87	49	2	1	81	46	735	652
88	49	2	1	76	42	681	603
89	49	2	1	71	39	631	557
90	49	2	1	66	36	585	516
91	49	2	1	62	33	544	478
92	49	1	1	58	30	505	443
93	49	1	1	54	28	466	405
94	49	1	1	51	26	440	383
95	49	0	0	0	0	409	356
96	49	0	0	0	0	385	333
97	49	0	0	0	0	0	0
98	49	0	0	0	0	0	0
99	49	0	0	0	0	0	0
100	49	0	0	0	0	0	0
1	50	0	0	0	0	0	0
2	50	0	0	0	0	0	0
3	50	133327.9	0	0	0	0	0
4	50	74700	0	0	0	0	0
5	50	6770	0	0	0	0	0
6	50	6330	0	0	0	0	0
7	50	4760	0	0	0	0	0
8	50	15050	0	0	0	0	0
9	50	13800	0	0	0	0	0
10	50	10450	9895	0	0	0	0
11	50	7405	6990	0	0	0	0
12	50	5045	4647	0	0	0	0
13	50	3463	3115	0	0	0	0
14	50	2405	2117	0	0	0	0
15	50	1693	1459	0	0	0	0
16	50	1209	1025	0	0	0	0
17	50	876	730	0	0	0	0
18	50	644	529	0	0	0	0
19	50	480	390	0	0	0	0
20	50	363	960	5738	5666	0	0
21	50	916	995	4849	4784	0	0
22	50	1128	902	4100	4031	0	0
23	50	893	708	17923	18084	0	0
24	50	712	560	17511	17234	0	0
25	50	571	446	15135	14686	0	0
26	50	462	358	12440	14481	0	0
27	50	375	289	13041	12454	0	0
28	50	307	235	10359	9840	0	0
29	50	252	192	9218	8856	0	0
30	50	209	158	7836	7496	152280.9	0
31	50	174	131	6655	6335	0	0
32	50	145	109	5654	5355	0	0
33	50	122	91	4807	4530	0	0
34	50	103	77	4098	3845	0	0
35	50	87	65	3496	3261	0	0
36	50	74	55	2974	2764	0	0
37	50	63	47	2561	2366	0	0
38	50	54	40	2200	2025	0	0
39	50	47	34	1894	1729	6988	0
40	50	40	30	1635	1485	7851	0
41	50	35	26	1415	1277	7976	0
42	50	30	22	1228	1103	7749	0
43	50	27	19	1068	953	7370	0
44	50	23	17	932	826	6899	0
45	50	20	15	816	718	6375	0
46	50	18	13	715	626	5854	0
47	50	16	11	629	546	5298	0
48	50	14	10	555	479	4726	0
49	50	12	9	490	420	4200	0
50	50	11	8	434	370	3727	0
51	50	10	37	386	326	18174	0
52	50	9	33	343	950	17522	0
53	50	8	30	1005	1140	15785	0
54	50	37	27	906	1019	13721	0
55	50	33	24	1098	1063	14182	0
56	50	30	22	1156	952	12864	0
57	50	27	20	1045	855	11055	10416
58	50	25	18	946	766	9440	9801
59	50	23	17	857	687	9263	8893
60	50	21	15	778	618	8381	8016
61	50	19	14	706	556	7623	7271
62	50	17	12	642	501	6934	6593
63	50	16	11	585	452	6220	5906
64	50	14	10	533	408	5757	5449
65	50	13	10	487	369	5164	4938
66	50	12	9	445	333	4719	4475
67	50	11	8	407	301	4309	4072
68	50	10	7	373	273	3926	3704
69	50	9	7	342	248	3597	3378
70	50	9	6	314	225	3286	3069
71	50	8	6	288	205	3007	2798
72	50	7	5	265	186	2745	2549
73	50	7	5	244	169	2507	2324
74	50	6	4	225	155	2293	2119
75	50	6	4	208	140	2099	1934
76	50	5	4	192	128	1924	1767
77	50	5	3	178	117	1764	1614
78	50	4	3	164	107	1619	1479
79	50	4	3	152	98	1487	1354
80	50	4	3	141	89	1367	1242
81	50	3	2	131	82	1259	1140
82	50	3	2	122	75	1161	1048
83	50	3	2	113	68	1070	963
84	50	3	2	105	63	987	885
85	50	2	2	98	58	913	817
86	50	2	2	91	53	845	754
87	50	2	1	85	48	782	694
88	50	2	1	79	44	725	642
89	50	2	1	74	41	672	593
90	50	2	1	69	38	623	549
91	50	1	1	65	35	579	509
92	50	1	1	61	32	538	471
93	50	1	1	57	29	496	431
94	50	1	1	53	27	469	407
95	50	0	0	0	0	435	379
96	50	0	0	0	0	409	354
97	50	0	0	0	0	0	0
98	50	0	0	0	0	0	0
99	50	0	0	0	0	0	0
100	50	0	0	0	0	0	0
1	51	0	0	0	0	0	0
2	51	0	0	0	0	0	0
3	51	68885.17	0	0	0	0	0
4	51	51400	0	0	0	0	0
5	51	6850	0	0	0	0	0
6	51	6600	0	0	0	0	0
7	51	5020	0	0	0	0	0
8	51	3420	0	0	0	0	0
9	51	14700	0	0	0	0	0
10	51	11381	10793	0	0	0	0
11	51	7774	7344	0	0	0	0
12	51	5326	4912	0	0	0	0
13	51	3673	3307	0	0	0	0
14	51	2560	2256	0	0	0	0
15	51	1807	1559	0	0	0	0
16	51	1292	1097	0	0	0	0
17	51	937	782	0	0	0	0
18	51	689	567	0	0	0	0
19	51	514	418	0	0	0	0
20	51	388	312	6175	6097	0	0
21	51	297	1039	5210	5140	0	0
22	51	1011	944	4396	4321	0	0
23	51	934	741	3704	3628	0	0
24	51	746	587	17048	16967	0	0
25	51	599	468	15590	15217	0	0
26	51	485	376	13169	12705	0	0
27	51	394	304	13011	12452	0	0
28	51	323	248	11285	10733	0	0
29	51	266	203	9014	9267	0	0
30	51	220	167	8218	7868	103422	0
31	51	183	138	6998	6667	0	0
32	51	153	115	5960	5649	0	0
33	51	129	96	5079	4790	0	0
34	51	109	81	4338	4074	0	0
35	51	92	68	3708	3462	0	0
36	51	78	58	3159	2938	0	0
37	51	67	49	2725	2519	0	0
38	51	57	42	2343	2159	0	0
39	51	49	36	2020	1845	7087	0
40	51	43	31	1746	1586	8236	0
41	51	37	27	1512	1366	8483	0
42	51	32	23	1313	1179	8296	0
43	51	28	20	1143	1019	7915	0
44	51	25	18	998	885	7422	0
45	51	22	16	873	769	6862	0
46	51	19	14	766	670	6301	0
47	51	17	12	674	585	5698	0
48	51	15	10	594	513	5077	0
49	51	13	9	525	450	4506	0
50	51	11	8	465	396	3991	0
51	51	10	7	413	349	3542	0
52	51	9	32	368	309	17050	0
53	51	8	29	328	883	16096	0
54	51	7	26	293	1064	14368	0
55	51	32	24	850	953	12463	0
56	51	29	22	1036	996	12844	0
57	51	27	20	937	894	12020	11345
58	51	24	18	989	802	10307	9818
59	51	22	16	897	720	9075	9305
60	51	20	15	814	648	8779	8404
61	51	18	13	740	583	7998	7635
62	51	17	12	673	526	7286	6934
63	51	15	11	613	474	6547	6222
64	51	14	10	560	429	6067	5747
65	51	13	9	511	388	5450	5216
66	51	12	8	467	350	4987	4732
67	51	11	8	428	317	4559	4311
68	51	10	7	392	288	4158	3926
69	51	9	7	359	261	3813	3584
70	51	8	6	330	237	3487	3259
71	51	8	5	303	216	3195	2975
72	51	7	5	279	196	2919	2712
73	51	7	5	257	178	2668	2474
74	51	6	4	237	163	2442	2259
75	51	6	4	219	148	2236	2062
76	51	5	4	202	135	2052	1886
77	51	5	3	187	123	1882	1723
78	51	4	3	173	113	1729	1580
79	51	4	3	160	103	1588	1447
80	51	4	3	149	94	1461	1328
81	51	3	2	138	86	1346	1219
82	51	3	2	128	79	1241	1121
83	51	3	2	119	72	1145	1031
84	51	3	2	111	66	1057	948
85	51	2	2	103	61	977	875
86	51	2	2	96	56	905	807
87	51	2	1	90	51	838	743
88	51	2	1	84	47	776	687
89	51	2	1	78	43	719	635
90	51	2	1	73	40	667	588
91	51	1	1	68	37	620	545
92	51	1	1	64	34	576	505
93	51	1	1	60	31	531	461
94	51	1	1	56	28	502	436
95	51	0	0	0	0	466	405
96	51	0	0	0	0	438	379
97	51	0	0	0	0	0	0
98	51	0	0	0	0	0	0
99	51	0	0	0	0	0	0
100	51	0	0	0	0	0	0
1	52	0	0	0	0	0	0
2	52	0	0	0	0	0	0
3	52	27613.11	0	0	0	0	0
4	52	67900	0	0	0	0	0
5	52	6760	0	0	0	0	0
6	52	6670	0	0	0	0	0
7	52	5150	0	0	0	0	0
8	52	3570	0	0	0	0	0
9	52	16400	0	0	0	0	0
10	52	11080	10526	0	0	0	0
11	52	7964	7532	0	0	0	0
12	52	5488	5067	0	0	0	0
13	52	3802	3427	0	0	0	0
14	52	2660	2346	0	0	0	0
15	52	1882	1626	0	0	0	0
16	52	1349	1146	0	0	0	0
17	52	980	818	0	0	0	0
18	52	721	593	0	0	0	0
19	52	538	437	0	0	0	0
20	52	406	327	6482	6399	0	0
21	52	311	784	5463	5389	0	0
22	52	763	828	4601	4522	0	0
23	52	955	759	3869	3788	0	0
24	52	763	601	5984	6070	0	0
25	52	614	480	15300	15064	0	0
26	52	497	386	13440	13028	0	0
27	52	405	312	11177	10727	0	0
28	52	332	255	10990	10470	0	0
29	52	273	209	9600	9090	0	0
30	52	226	172	8411	8059	97336.78	0
31	52	188	143	7182	6847	0	0
32	52	158	119	6132	5816	0	0
33	52	133	99	5237	4942	0	0
34	52	112	84	4482	4212	0	0
35	52	95	71	3838	3586	0	0
36	52	81	60	3276	3049	0	0
37	52	69	51	2830	2617	0	0
38	52	59	44	2436	2246	0	0
39	52	51	38	2103	1922	0	0
40	52	44	32	1819	1654	8379	0
41	52	38	28	1577	1425	8773	0
42	52	33	24	1370	1232	8646	0
43	52	29	21	1194	1065	8281	0
44	52	25	18	1043	925	7782	0
45	52	22	16	913	804	7202	0
46	52	20	14	801	701	6614	0
47	52	17	12	705	612	5979	0
48	52	15	11	622	537	5322	0
49	52	13	10	549	471	4717	0
50	52	12	8	487	414	4173	0
51	52	11	7	432	365	3697	0
52	52	9	7	385	323	3276	0
53	52	8	27	343	286	15561	0
54	52	7	24	307	803	14441	0
55	52	7	22	275	973	12809	0
56	52	27	20	782	873	11042	0
57	52	25	18	957	914	11676	11045
58	52	22	16	867	821	10940	10435
59	52	20	15	917	737	9663	9142
60	52	19	14	833	664	8433	7938
61	52	17	12	757	598	8190	7825
62	52	16	11	690	539	7473	7117
63	52	14	10	628	487	6726	6397
64	52	13	9	574	440	6240	5916
65	52	12	9	524	398	5614	5376
66	52	11	8	479	360	5143	4884
67	52	10	7	439	326	4707	4455
68	52	9	7	402	296	4298	4061
69	52	8	6	369	269	3946	3711
70	52	8	6	339	244	3612	3378
71	52	7	5	312	222	3312	3086
72	52	7	5	287	202	3029	2816
73	52	6	4	265	184	2771	2571
74	52	6	4	244	168	2538	2349
75	52	5	4	225	152	2326	2147
76	52	5	3	208	139	2136	1964
77	52	4	3	193	127	1960	1795
78	52	4	3	178	117	1802	1648
79	52	4	3	165	106	1656	1510
80	52	3	2	153	97	1524	1386
81	52	3	2	142	89	1404	1273
82	52	3	2	132	81	1296	1171
83	52	3	2	123	75	1196	1077
84	52	2	2	114	68	1104	991
85	52	2	2	107	63	1021	915
86	52	2	1	99	58	946	844
87	52	2	1	93	53	876	778
88	52	2	1	86	49	812	719
89	52	2	1	81	45	753	665
90	52	1	1	76	41	698	615
91	52	1	1	71	38	649	570
92	52	1	1	66	35	603	528
93	52	1	1	62	32	556	483
94	52	1	1	58	29	525	456
95	52	0	0	0	0	488	424
96	52	0	0	0	0	459	396
97	52	0	0	0	0	0	0
98	52	0	0	0	0	0	0
99	52	0	0	0	0	0	0
100	52	0	0	0	0	0	0
1	53	0	0	0	0	0	0
2	53	0	0	0	0	0	0
3	53	13582.31	0	0	0	0	0
4	53	69700	0	0	0	0	0
5	53	5880	0	0	0	0	0
6	53	7090	0	0	0	0	0
7	53	5610	0	0	0	0	0
8	53	3910	0	0	0	0	0
9	53	17200	0	0	0	0	0
10	53	10035	9558	0	0	0	0
11	53	7995	7404	0	0	0	0
12	53	5943	5492	0	0	0	0
13	53	4136	3732	0	0	0	0
14	53	2904	2564	0	0	0	0
15	53	2061	1782	0	0	0	0
16	53	1480	1259	0	0	0	0
17	53	1077	900	0	0	0	0
18	53	793	653	0	0	0	0
19	53	592	481	0	0	0	0
20	53	447	359	7144	7054	0	0
21	53	342	272	6018	5936	0	0
22	53	264	890	5062	4974	0	0
23	53	880	817	4247	4158	0	0
24	53	821	648	3586	3501	0	0
25	53	662	518	15107	15088	0	0
26	53	536	417	14125	13788	0	0
27	53	437	338	12100	11659	0	0
28	53	359	276	9958	9510	0	0
29	53	296	226	9810	10147	0	0
30	53	245	186	8621	8127	75687.25	0
31	53	204	155	7747	7391	0	0
32	53	171	129	6629	6293	0	0
33	53	144	108	5674	5359	0	0
34	53	121	91	4866	4576	0	0
35	53	103	77	4174	3903	0	0
36	53	88	65	3569	3324	0	0
37	53	75	56	3087	2858	0	0
38	53	64	48	2662	2456	0	0
39	53	56	41	2301	2104	0	0
40	53	48	35	1992	1813	9183	0
41	53	42	30	1729	1563	9493	0
42	53	36	26	1504	1352	9441	0
43	53	32	23	1311	1170	9086	0
44	53	28	20	1146	1017	8560	0
45	53	24	18	1004	884	7934	0
46	53	21	15	881	771	7290	0
47	53	19	13	775	673	6589	0
48	53	17	12	684	590	5862	0
49	53	15	10	605	518	5191	0
50	53	13	9	536	456	4585	0
51	53	12	8	476	402	4057	0
52	53	10	7	423	356	3590	0
53	53	9	6	378	315	3165	0
54	53	8	23	338	279	14821	0
55	53	7	21	302	771	13602	0
56	53	6	19	271	692	11969	0
57	53	23	17	758	843	10543	10006
58	53	21	15	687	883	11129	10635
59	53	19	14	846	794	9873	10204
60	53	18	13	896	715	9430	8887
61	53	16	12	815	644	8310	7803
62	53	15	11	743	582	8055	7677
63	53	13	10	677	525	7262	6912
64	53	12	9	618	475	6745	6399
65	53	11	8	566	430	6077	5822
66	53	10	7	517	389	5574	5296
67	53	9	7	474	352	5107	4836
68	53	9	6	434	320	4668	4414
69	53	8	6	399	291	4290	4038
70	53	7	5	367	264	3931	3679
71	53	7	5	337	240	3608	3364
72	53	6	4	311	219	3302	3073
73	53	6	4	286	199	3024	2808
74	53	5	4	264	182	2772	2567
75	53	5	3	244	165	2543	2348
76	53	4	3	226	151	2336	2150
77	53	4	3	209	138	2146	1966
78	53	4	3	193	126	1973	1806
79	53	3	2	179	115	1815	1656
80	53	3	2	166	105	1671	1521
81	53	3	2	154	97	1541	1398
82	53	3	2	143	88	1422	1286
83	53	3	2	133	81	1313	1184
84	53	2	2	124	74	1213	1089
85	53	2	1	116	68	1122	1005
86	53	2	1	108	63	1040	928
87	53	2	1	101	58	963	855
88	53	2	1	94	53	893	791
89	53	2	1	88	49	828	731
90	53	1	1	82	45	768	677
91	53	1	1	77	41	714	628
92	53	1	1	72	38	664	582
93	53	1	1	67	35	612	531
94	53	1	1	63	32	578	502
95	53	0	0	0	0	537	457
96	53	0	0	0	0	505	436
97	53	0	0	0	0	0	0
98	53	0	0	0	0	0	0
99	53	0	0	0	0	0	0
100	53	0	0	0	0	0	0
1	54	0	0	0	0	0	0
2	54	0	0	0	0	0	0
3	54	6934.313	0	0	0	0	0
4	54	108000	0	0	0	0	0
5	54	4100	0	0	0	0	0
6	54	6750	0	0	0	0	0
7	54	5740	0	0	0	0	0
8	54	4200	0	0	0	0	0
9	54	27300	0	0	0	0	0
10	54	10499	10035	0	0	0	0
11	54	8574	7950	0	0	0	0
12	54	6169	5707	0	0	0	0
13	54	4312	3896	0	0	0	0
14	54	3039	2686	0	0	0	0
15	54	2163	1872	0	0	0	0
16	54	1557	1325	0	0	0	0
17	54	1135	949	0	0	0	0
18	54	837	689	0	0	0	0
19	54	625	508	0	0	0	0
20	54	472	380	7543	7447	0	0
21	54	361	287	6354	6266	0	0
22	54	279	675	5338	5244	0	0
23	54	668	724	4472	4377	0	0
24	54	728	670	3768	3678	0	0
25	54	684	536	3189	3104	0	0
26	54	555	432	13848	13665	0	0
27	54	453	351	12392	12008	0	0
28	54	372	286	10424	9987	0	0
29	54	307	235	8549	9883	0	0
30	54	255	194	9231	8712	49623.75	0
31	54	212	161	7456	6991	0	0
32	54	178	134	6872	6528	0	0
33	54	150	112	5894	5570	0	0
34	54	126	95	5064	4766	0	0
35	54	107	80	4352	4072	0	0
36	54	91	68	3727	3474	0	0
37	54	78	58	3229	2991	0	0
38	54	67	50	2788	2574	0	0
39	54	58	43	2413	2208	0	0
40	54	50	37	2091	1904	9680	0
41	54	43	32	1817	1644	10008	0
42	54	38	28	1582	1423	9850	0
43	54	33	24	1380	1233	9533	0
44	54	29	21	1207	1072	9011	0
45	54	25	18	1058	933	8368	0
46	54	22	16	929	814	7695	0
47	54	20	14	818	711	6958	0
48	54	17	12	722	623	6188	0
49	54	15	11	638	547	5475	0
50	54	14	10	566	482	4831	0
51	54	12	9	502	425	4269	0
52	54	11	8	447	375	3772	0
53	54	10	7	399	332	3321	0
54	54	9	6	357	295	2930	0
55	54	8	18	319	262	13548	0
56	54	7	16	286	712	12280	0
57	54	6	15	257	640	10983	10470
58	54	18	13	707	782	9641	9235
59	54	17	12	642	820	8602	9936
60	54	15	11	793	739	9205	9509
61	54	14	10	722	666	8904	8371
62	54	13	9	767	602	7866	7365
63	54	12	8	700	544	6826	7160
64	54	11	8	640	492	6990	6636
65	54	10	7	585	446	6307	6046
66	54	9	6	535	403	5791	5506
67	54	8	6	491	365	5312	5034
68	54	7	5	450	332	4861	4599
69	54	7	5	413	302	4471	4211
70	54	6	4	380	274	4101	3841
71	54	6	4	350	250	3767	3516
72	54	5	4	322	227	3451	3214
73	54	5	3	297	207	3163	2939
74	54	5	3	274	189	2902	2690
75	54	4	3	253	172	2664	2462
76	54	4	3	234	157	2449	2256
77	54	4	2	217	143	2251	2065
78	54	3	2	201	132	2072	1897
79	54	3	2	186	120	1907	1741
80	54	3	2	173	110	1757	1599
81	54	3	2	161	101	1620	1471
82	54	2	2	149	92	1497	1354
83	54	2	1	139	85	1382	1247
84	54	2	1	129	77	1277	1147
85	54	2	1	120	71	1182	1060
86	54	2	1	112	65	1096	979
87	54	2	1	105	60	1015	902
88	54	1	1	98	55	942	835
89	54	1	1	91	51	873	772
90	54	1	1	85	47	810	715
91	54	1	1	80	43	753	663
92	54	1	1	75	39	700	614
93	54	1	0	70	36	646	561
94	54	1	0	66	33	610	530
95	54	0	0	0	0	567	493
96	54	0	0	0	0	533	461
97	54	0	0	0	0	0	0
98	54	0	0	0	0	0	0
99	54	0	0	0	0	0	0
100	54	0	0	0	0	0	0
1	55	0	0	0	0	0	0
2	55	0	0	0	0	0	0
3	55	7149.105	0	0	0	0	0
4	55	124000	0	0	0	0	0
5	55	4730	0	0	0	0	0
6	55	6510	0	0	0	0	0
7	55	6160	0	0	0	0	0
8	55	4440	0	0	0	0	0
9	55	3030	0	0	0	0	0
10	55	11092	10653	0	0	0	0
11	55	8512	7906	0	0	0	0
12	55	6530	6047	0	0	0	0
13	55	4584	4146	0	0	0	0
14	55	3242	2869	0	0	0	0
15	55	2314	2005	0	0	0	0
16	55	1670	1423	0	0	0	0
17	55	1219	1020	0	0	0	0
18	55	900	742	0	0	0	0
19	55	673	547	0	0	0	0
20	55	509	409	8110	8008	0	0
21	55	389	310	6835	6741	0	0
22	55	301	237	5738	5637	0	0
23	55	235	762	4801	4698	0	0
24	55	767	707	4039	3941	0	0
25	55	722	567	3412	3320	0	0
26	55	586	457	2898	2814	0	0
27	55	479	371	12703	12410	0	0
28	55	394	303	11022	10607	0	0
29	55	325	249	9183	8748	0	0
30	55	270	206	9147	8646	25926.91	0
31	55	225	171	8150	7650	0	0
32	55	189	142	6610	6904	0	0
33	55	159	119	6242	5904	0	0
34	55	134	101	5373	5060	0	0
35	55	114	85	4626	4331	0	0
36	55	97	72	3968	3701	0	0
37	55	83	62	3443	3191	0	0
38	55	72	53	2977	2750	0	0
39	55	62	45	2579	2363	0	0
40	55	53	39	2238	2039	10416	0
41	55	46	34	1947	1763	10642	0
42	55	40	29	1696	1527	10646	0
43	55	35	26	1481	1324	10168	0
44	55	31	22	1296	1152	9651	0
45	55	27	20	1137	1003	8983	0
46	55	24	17	999	876	8272	0
47	55	21	15	880	765	7484	0
48	55	19	13	777	671	6656	0
49	55	16	12	687	589	5887	0
50	55	15	10	609	519	5190	0
51	55	13	9	541	457	4581	0
52	55	11	8	482	405	4043	0
53	55	10	7	430	358	3554	0
54	55	9	6	384	317	3132	0
55	55	8	6	344	282	2770	0
56	55	7	13	309	251	12620	0
57	55	7	12	277	673	11537	11065
58	55	6	11	250	605	10271	9871
59	55	13	10	674	741	9236	8793
60	55	12	9	614	779	8172	7729
61	55	11	8	761	703	8832	8316
62	55	10	7	694	635	8591	8052
63	55	9	7	738	574	7471	6990
64	55	8	6	675	520	6765	6305
65	55	8	6	618	471	6674	6401
66	55	7	5	566	426	6135	5836
67	55	6	5	519	387	5633	5341
68	55	6	4	476	352	5160	4885
69	55	5	4	437	319	4751	4478
70	55	5	4	402	291	4362	4088
71	55	5	3	370	265	4010	3745
72	55	4	3	341	241	3678	3427
73	55	4	3	315	219	3373	3137
74	55	4	2	291	201	3097	2873
75	55	3	2	269	183	2846	2631
76	55	3	2	249	167	2618	2413
77	55	3	2	230	152	2408	2210
78	55	3	2	213	140	2218	2032
79	55	2	2	198	128	2042	1866
80	55	2	1	184	117	1882	1715
81	55	2	1	171	107	1737	1578
82	55	2	1	159	98	1606	1454
83	55	2	1	148	90	1483	1339
84	55	2	1	137	82	1371	1232
85	55	1	1	128	76	1270	1139
86	55	1	1	119	70	1178	1052
87	55	1	1	111	64	1091	970
88	55	1	1	104	59	1012	898
89	55	1	1	97	54	939	831
90	55	1	0	91	50	871	769
91	55	1	0	85	46	811	713
92	55	1	0	80	42	754	661
93	55	1	0	75	39	695	604
94	55	1	0	70	36	657	571
95	55	0	0	0	0	611	531
96	55	0	0	0	0	574	496
97	55	0	0	0	0	0	0
98	55	0	0	0	0	0	0
99	55	0	0	0	0	0	0
100	55	0	0	0	0	0	0
1	56	0	0	0	0	0	0
2	56	0	0	0	0	0	0
3	56	16522.78	0	0	0	0	0
4	56	131000	0	0	0	0	0
5	56	4940	0	0	0	0	0
6	56	4450	0	0	0	0	0
7	56	5730	0	0	0	0	0
8	56	4560	0	0	0	0	0
9	56	3160	0	0	0	0	0
10	56	11275	10906	0	0	0	0
11	56	7385	8383	0	0	0	0
12	56	6118	6261	0	0	0	0
13	56	4761	4311	0	0	0	0
14	56	3379	2994	0	0	0	0
15	56	2419	2099	0	0	0	0
16	56	1750	1492	0	0	0	0
17	56	1280	1072	0	0	0	0
18	56	947	781	0	0	0	0
19	56	708	576	0	0	0	0
20	56	536	431	8509	8404	0	0
21	56	410	326	7180	7081	0	0
22	56	317	250	6027	5920	0	0
23	56	247	576	5038	4929	0	0
24	56	579	626	4232	4129	0	0
25	56	639	585	3569	3472	0	0
26	56	606	473	3026	2937	0	0
27	56	495	384	2578	4458	0	0
28	56	407	314	11218	10867	0	0
29	56	337	258	9563	9143	0	0
30	56	280	213	7914	7497	7820.281	0
31	56	233	177	7883	7408	0	0
32	56	196	148	7066	6596	0	0
33	56	165	124	5758	6114	0	0
34	56	140	105	5571	5250	0	0
35	56	119	88	4804	4501	0	0
36	56	101	75	4128	3853	0	0
37	56	87	64	3586	3327	0	0
38	56	74	55	3105	2870	0	0
39	56	64	47	2694	2469	0	0
40	56	56	41	2340	2134	10908	0
41	56	48	35	2038	1846	11031	0
42	56	42	31	1777	1601	10955	0
43	56	37	27	1553	1389	10564	0
44	56	32	23	1360	1209	10074	0
45	56	28	20	1194	1054	9406	0
46	56	25	18	1050	921	8677	0
47	56	22	16	925	805	7859	0
48	56	19	14	817	706	6992	0
49	56	17	12	723	620	6183	0
50	56	15	11	641	546	5449	0
51	56	13	10	570	482	4805	0
52	56	12	9	507	426	4237	0
53	56	11	8	453	377	3720	0
54	56	10	7	405	334	3273	0
55	56	9	6	362	297	2891	0
56	56	8	5	325	265	2553	0
57	56	7	8	292	236	11626	11254
58	56	6	7	263	622	10571	10209
59	56	6	6	237	560	9614	9187
60	56	5	6	214	689	8578	8135
61	56	7	5	575	622	7652	7220
62	56	7	5	716	656	8299	7790
63	56	6	4	653	593	7238	7466
64	56	5	4	697	537	7229	6743
65	56	5	4	638	487	6301	5956
66	56	5	3	584	441	6351	6045
67	56	4	3	536	400	5838	5538
68	56	4	3	492	364	5353	5070
69	56	3	2	452	331	4933	4652
70	56	3	2	416	301	4533	4251
71	56	3	2	383	274	4171	3898
72	56	3	2	353	250	3828	3570
73	56	2	2	326	227	3514	3270
74	56	2	2	301	208	3230	2997
75	56	2	1	279	189	2969	2748
76	56	2	1	258	173	2734	2521
77	56	2	1	239	158	2517	2311
78	56	2	1	221	145	2319	2126
79	56	1	1	205	133	2137	1953
80	56	1	1	191	121	1971	1797
81	56	1	1	177	111	1820	1654
82	56	1	1	165	102	1683	1524
83	56	1	1	153	94	1555	1405
84	56	1	0	143	86	1439	1294
85	56	1	0	133	79	1333	1196
86	56	1	0	124	72	1237	1106
87	56	1	0	116	66	1146	1020
88	56	1	0	108	61	1064	944
89	56	0	0	101	56	987	873
90	56	0	0	95	52	916	809
91	56	0	0	89	48	853	750
92	56	0	0	83	44	793	696
93	56	0	0	78	40	732	636
94	56	0	0	73	37	691	601
95	56	0	0	0	0	643	559
96	56	0	0	0	0	604	523
97	56	0	0	0	0	0	0
98	56	0	0	0	0	0	0
99	56	0	0	0	0	0	0
100	56	0	0	0	0	0	0
1	57	0	0	0	0	0	0
2	57	0	0	0	0	0	0
3	57	37337.08	0	0	0	0	0
4	57	37300	0	0	0	0	0
5	57	2500	0	0	0	0	0
6	57	6030	0	0	0	0	0
7	57	6320	0	0	0	0	0
8	57	4690	0	0	0	0	0
9	57	3280	0	0	0	0	0
10	57	4180	11265	0	0	0	0
11	57	7934	7404	0	0	0	0
12	57	6667	6019	0	0	0	0
13	57	5041	4568	0	0	0	0
14	57	3589	3183	0	0	0	0
15	57	2577	2238	0	0	0	0
16	57	1869	1595	0	0	0	0
17	57	1369	1148	0	0	0	0
18	57	1014	837	0	0	0	0
19	57	760	618	0	0	0	0
20	57	575	463	9086	8976	0	0
21	57	440	350	7681	7576	0	0
22	57	340	269	6449	6335	0	0
23	57	266	208	5388	5271	0	0
24	57	210	659	4521	4410	0	0
25	57	672	617	3808	3703	0	0
26	57	638	499	3223	3127	0	0
27	57	522	406	2741	2653	0	0
28	57	430	332	11499	11234	0	0
29	57	356	273	10092	9693	0	0
30	57	296	226	8475	8049	21830.33	0
31	57	247	188	6976	8016	0	0
32	57	207	157	6961	7183	0	0
33	57	175	132	6278	5831	0	0
34	57	148	111	5888	5553	0	0
35	57	126	94	5086	4768	0	0
36	57	107	80	4376	4088	0	0
37	57	92	68	3807	3534	0	0
38	57	79	58	3301	3053	0	0
39	57	68	50	2867	2630	0	0
40	57	59	43	2494	2275	11631	0
41	57	51	38	2173	1971	11661	0
42	57	45	33	1897	1711	11506	0
43	57	39	28	1660	1486	11266	0
44	57	34	25	1455	1294	10690	0
45	57	30	22	1278	1129	10018	0
46	57	26	19	1125	986	9262	0
47	57	23	17	992	863	8401	0
48	57	21	15	876	758	7481	0
49	57	18	13	776	666	6617	0
50	57	16	12	688	586	5829	0
51	57	14	10	612	517	5138	0
52	57	13	9	545	458	4526	0
53	57	11	8	486	405	3970	0
54	57	10	7	435	359	3489	0
55	57	9	6	389	320	3078	0
56	57	8	6	349	284	2714	0
57	57	7	5	314	254	2445	4174
58	57	7	2	282	226	10993	10681
59	57	6	2	254	588	10140	9735
60	57	5	2	230	530	9141	8698
61	57	5	2	208	655	8208	7763
62	57	2	1	551	592	7333	6896
63	57	2	1	503	625	7836	7349
64	57	2	1	629	566	7119	7341
