K-L3,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Re,75,13069.03189,21924.09305,19453.78348,13193.75533,9738.481365,7070.447043,4950.474897,3384.784677,2221.816752,1528.95635,1097.258034,3866.122093,2775.680233,2380.446179,1998.732308,1519.224232,1166.396088,900.018273,702.746848,555.415132,442.585446,355.725718,288.764245,236.816204,196.028849,163.635291,137.127353,114.618955,95.749234,108.233256,183.306603,155.081698,213.805678,184.692341,159.799189,138.684755,120.705709,105.350326,92.192022,80.9446,71.286288,62.960245,55.751035,49.46989,43.994844,39.220899,35.027771,31.327341,27.951153,24.974629,22.343504,20.035645,18.000428,16.20687,14.616258,13.205787,11.952634,10.836253,9.840161,8.948143,8.149994,7.432705,6.783975,6.198435,5.669744,5.19166,4.756782,4.361961,3.998767,3.668896,3.369279,3.096674,2.848644,2.622625,2.416317,2.22846,2.057018,9.761775,9.084625,8.449885,7.847467,7.292865,6.783793,6.312344,5.877939,5.48004,5.109661,4.757124,4.430515
Os,76,11018.74079,20264.49417,19328.35504,13783.78837,9919.22742,7202.470161,5120.675574,3511.614147,2328.33484,1598.588297,1144.461086,2701.105474,2868.857994,2460.425128,1969.772117,1562.307556,1199.057518,930.40525,725.197087,573.774344,457.264659,367.59426,298.314162,244.482535,202.254803,168.748438,141.695392,118.502275,98.994429,83.278501,189.222096,160.259881,190.428931,189.743992,164.317264,142.66389,124.229745,108.509179,94.984255,83.403071,73.45285,64.876135,57.470617,51.009047,45.372881,40.459613,36.150665,32.348262,28.862836,25.790136,23.074118,20.691351,18.589911,16.737645,15.094933,13.638208,12.344228,11.191675,10.163575,9.242975,8.418871,7.678132,7.011344,6.409959,5.864189,5.369972,4.922788,4.517388,4.144712,3.806231,3.497199,3.214463,2.957323,2.723312,2.509661,2.314651,2.136576,1.973785,9.278171,8.638736,8.031775,7.472371,6.949396,6.464612,6.018262,5.609723,5.229612,4.873763,4.54375
Ir,77,7670.157744,15723.55455,19028.95385,14955.75828,10716.64311,7430.157166,5314.581712,3732.833978,2541.794081,1727.113618,1226.067185,901.254981,3005.874586,2577.121275,2057.525134,1625.471584,1247.164931,970.490809,756.744263,597.995709,477.313533,384.356114,311.812646,255.373901,211.133214,176.059631,147.876905,123.894449,103.508355,87.066489,95.942961,167.1638,142.087336,170.116876,170.763455,148.345871,129.212611,112.893098,98.871968,86.820286,76.459922,67.529996,59.820065,53.116438,47.271149,42.151087,37.673546,33.726563,30.102914,26.903305,24.070573,21.585306,19.393468,17.46197,15.748927,14.22979,12.879999,11.677452,10.604992,9.644761,8.785423,8.013044,7.319182,6.693553,6.125266,5.610442,5.144891,4.722838,4.337035,3.987592,3.666367,3.37034,3.101117,2.856181,2.63252,2.428145,2.241504,2.070741,1.914394,8.912473,8.303773,7.738738,7.199587,6.699029,6.235922,5.810102,5.414154,5.04797,4.708224
Pt,78,7248.598659,12307.3697,18213.31519,15675.54744,11429.91872,7875.839804,5587.018334,3909.656352,2704.808806,1855.692762,1306.772777,955.120219,3133.25133,2291.011535,2005.249228,1676.015935,1287.011152,1004.505646,787.762279,621.668314,496.506553,399.792807,324.586867,265.787759,219.647823,183.080823,153.755677,128.976626,107.87008,90.695645,76.789697,173.666843,147.64221,176.827962,176.410739,153.340532,133.647636,116.818598,102.407822,89.96205,79.240521,69.987534,61.99574,55.063195,49.020905,43.715894,39.07971,34.995579,31.262056,27.951463,25.007929,22.42569,20.148286,18.140432,16.359866,14.781097,13.378563,12.129214,11.014815,10.016968,9.124187,8.321827,7.601074,6.951217,6.363524,5.831552,5.348149,4.909152,4.509689,4.148748,3.817238,3.512025,3.233603,2.978469,2.745475,2.532949,2.33882,2.161042,1.99813,1.84886,8.512632,7.947097,7.421718,6.932248,6.46893,6.033729,5.628337,5.235543,4.871948
Au,79,7145.866664,9336.451377,16642.76342,15984.13519,11398.91857,8336.975739,5878.442849,4100.485236,2823.65115,1979.448496,1397.179891,1014.532293,3290.206315,2398.56867,2092.728531,1670.718203,1336.718581,1042.816986,821.415905,648.153523,517.882965,417.062774,339.208244,277.846637,229.508661,191.221038,160.528461,134.716673,112.834852,94.899541,80.31057,86.282984,153.908649,131.475127,158.388874,159.26908,138.9255,121.462643,106.506516,93.609495,82.477189,72.849913,64.532601,57.317728,51.034821,45.539085,40.719482,36.468473,32.602179,29.168291,26.110165,23.416226,21.037954,18.941449,17.082073,15.433083,13.968321,12.663661,11.499723,10.457452,9.524984,8.686997,7.934575,7.256238,6.644592,6.091233,5.587089,5.128809,4.712341,4.336282,3.99234,3.677126,3.388492,3.121658,2.877939,2.655506,2.4523,2.266275,2.095814,1.939537,1.795872,8.183743,7.626399,7.108131,6.625919,6.180137,5.765109,5.376507,5.015873
Hg,80,8157.635116,7499.749499,14585.2711,15587.73026,11847.90266,8674.423628,6135.067292,4259.010822,2917.539686,2061.365127,1469.879913,1071.378673,2348.926922,2496.753438,2163.027004,1730.225875,1375.180067,1071.233337,846.357917,670.123288,534.885326,431.260809,350.692562,287.695484,237.680855,197.952227,166.11607,139.38058,116.836352,98.398642,83.256001,70.855375,159.285358,136.041659,116.681818,163.811499,142.987303,125.105518,109.702593,96.472165,85.039125,75.133788,66.56219,59.125463,52.653109,47.008258,42.043596,37.65916,33.680169,30.152255,27.015873,24.232057,21.769992,19.599482,17.674812,15.968421,14.452154,13.101234,11.89608,10.816973,9.851934,8.984815,8.206113,7.504089,6.871306,6.298888,5.779411,5.307724,4.877185,4.487441,4.132321,3.80819,3.51142,3.237429,2.986979,2.756779,2.546419,2.35388,2.177438,2.014955,1.864457,1.72627,7.806316,7.277122,6.784453,6.329419,5.90569,5.509288,5.141304
Tl,81,7615.31207,5547.644585,12088.95823,14313.36403,11943.10206,8927.130873,6372.852411,4421.123421,3010.928201,2124.412078,1521.983472,1114.307431,836.653529,2601.654946,2145.649674,1674.840104,1355.725702,1100.923488,869.98928,692.391811,552.310612,445.756131,362.193889,297.291832,245.863049,204.693417,171.686751,143.980001,120.70942,101.778994,86.181026,73.332538,67.573278,140.513185,120.552386,145.946283,147.010434,128.758412,112.908683,99.301283,87.556675,77.387992,68.564919,60.909101,54.245475,48.433518,43.334398,38.833939,34.733101,31.108396,27.896133,25.036809,22.504093,20.260189,18.270134,16.505223,14.937632,13.541502,12.295842,11.180391,10.182511,9.285816,8.48063,7.754772,7.100658,6.508992,5.97414,5.489044,5.044536,4.641243,4.274258,3.939776,3.634197,3.353943,3.097515,2.85898,2.640975,2.441485,2.258681,2.090309,1.934314,1.791215,1.656288,7.429222,6.929327,6.467307,6.036898,5.634429,5.260631
Pb,82,11319.43988,5183.527547,11045.17113,13550.05407,12073.31892,9249.757383,6482.155483,4587.410034,3089.50494,2178.374413,1584.083996,1156.438411,867.823802,2719.512224,2003.64498,1736.606417,1402.92472,1137.813764,899.173175,717.767553,572.94782,461.415544,375.205239,307.888189,254.839052,212.424613,178.155923,149.353779,125.177151,105.595154,89.537743,76.203147,65.165936,145.621053,125.062908,107.729646,131.139687,132.880112,116.621037,102.597195,90.500581,80.035655,70.930277,63.020047,56.130444,50.11967,44.85752,40.215603,35.970035,32.222963,28.90731,25.967562,23.362034,21.032409,18.966331,17.133989,15.506598,14.057283,12.76378,11.605341,10.569216,9.63823,8.802292,8.048733,7.369622,6.75535,6.200174,5.696682,5.236804,4.820268,4.440016,4.09224,3.775127,3.485871,3.221065,2.975101,2.750153,2.543239,2.353183,2.178092,2.01583,1.866959,1.726603,1.597112,7.116387,6.643308,6.201654,5.789791,5.407164
Bi,83,10006.89162,4392.6412,10334.51418,13525.87278,12330.55485,9024.338658,6784.004303,4780.319423,3204.205268,2249.96805,1642.281984,1205.097715,902.679012,1953.578764,2095.182667,1815.197008,1368.232977,1178.988267,930.431472,743.442501,596.274456,479.924992,390.46513,320.188317,265.079897,221.094832,185.530501,155.523915,130.30952,109.937781,93.30938,79.485989,67.972768,58.491728,130.121016,112.108952,129.56313,137.711815,121.045077,106.51973,93.971297,83.117552,73.689109,65.482403,58.327905,52.085952,46.623638,41.806556,37.407696,33.5184,30.070641,27.032419,24.34102,21.925438,19.77881,17.86845,16.171135,14.659068,13.310326,12.102733,11.022183,10.051154,9.179235,8.393244,7.684982,7.044364,6.46544,5.940431,5.46257,5.030539,4.634796,4.271527,3.940541,3.639278,3.36343,3.10952,2.877099,2.661517,2.462767,2.27971,2.110147,1.95456,1.807837,1.672455,1.548057,5.219344,6.392093,5.96969,5.577133
Po,84,10658.67268,3753.748903,9916.893406,13847.72916,12718.55561,9369.492992,6996.191101,4997.332104,3346.435374,2348.86203,1712.686562,1277.044281,955.464031,731.394416,2212.798489,1924.005308,1442.186224,1184.293807,973.62363,777.647314,625.833503,504.195868,409.970837,336.290987,278.256999,232.103098,194.889277,163.43733,136.905726,115.451808,98.003544,83.594173,71.501627,61.532212,136.556021,117.786806,101.865048,124.667039,126.557589,111.471107,98.388381,87.035704,77.193357,68.616922,61.134042,54.599503,48.880038,43.837637,39.253446,35.185251,31.565324,28.383706,25.56795,23.054451,20.811181,18.799947,17.013045,15.421212,14.001474,12.730422,11.593567,10.572087,9.654376,8.82704,8.081645,7.407501,6.798343,6.245956,5.743679,5.289826,4.874635,4.494055,4.146764,3.829445,3.538917,3.273471,3.030375,2.805016,2.597229,2.405304,2.226679,2.062756,1.908118,1.765414,1.634291,1.514534,6.647379,6.209994,5.802332
At,85,9491.793921,2634.427951,8101.169878,13868.27804,12870.57557,9822.805918,7330.974688,5123.933861,3499.23613,2452.902194,1784.790633,1331.873138,1001.659247,766.496599,2342.687212,1705.886452,1511.809132,1242.963574,1015.654665,809.205669,651.842907,526.812938,428.139279,351.406146,290.602701,242.449392,203.562318,170.688711,142.951691,120.517375,102.275614,87.278137,74.750433,64.305479,55.574371,122.885646,106.395867,92.335889,114.259259,115.977393,102.435921,90.634306,80.399713,71.48786,63.710959,56.90761,50.95264,45.703594,40.944047,36.715131,32.947616,29.628626,26.691812,24.090357,21.763329,19.669672,17.803979,16.137692,14.651594,13.32117,12.130885,11.061351,10.101037,9.235426,8.455432,7.749978,7.112481,6.534389,6.008827,5.533981,5.100701,4.70465,4.342573,4.010257,3.705998,3.428555,3.174437,2.940319,2.724932,2.525167,2.337954,2.166128,2.004184,1.854717,1.717413,1.592039,1.476048,2.571366,5.998842
Rn,86,9433.698029,2510.586711,5345.466504,12877.5686,11869.82806,9685.947137,7239.368771,5080.380271,3465.483096,2427.24798,1763.290121,1322.027166,1006.96286,768.987206,1627.736095,1698.105892,1506.285404,1156.193259,1006.16305,800.802988,645.040919,522.534489,424.990724,348.764863,288.436457,240.492331,201.94252,169.361024,141.88541,119.627599,101.486494,86.584879,74.227675,63.876502,55.199352,121.6445,105.514707,91.616541,112.65076,114.462375,101.170505,89.578137,79.484005,70.701619,63.036483,56.319112,50.434296,45.244359,40.536309,36.364023,32.65682,29.371331,26.460923,23.892029,21.597648,19.54033,17.695685,16.039503,14.562118,13.239383,12.056193,10.993105,10.038394,9.177812,8.402483,7.70129,7.067718,6.493213,5.970807,5.498765,5.06867,4.676159,4.317195,3.987551,3.685684,3.409711,3.156938,2.925097,2.712165,2.514585,2.329337,2.159228,1.998091,1.849303,1.71258,1.587699,1.472159,1.366009,1.799587
Fr,87,12354.98233,2619.636805,2864.995397,11774.27586,12448.55509,10131.49499,7531.469012,5311.105975,3617.083839,2531.942034,1836.8947,1373.830037,1055.604571,808.90002,630.068904,1794.533567,1585.76105,1205.815401,1002.160801,833.793671,670.358214,543.689353,443.104913,363.602516,300.955957,250.839609,210.613259,176.610487,147.945409,124.749429,105.857659,90.289988,77.396146,66.692719,57.625718,50.005608,109.815196,95.558654,83.210684,102.900684,105.110069,93.155165,82.672324,73.54749,65.583793,58.613559,52.499729,47.104037,42.20761,37.878792,34.042002,30.623312,27.590628,24.912031,22.527431,20.402808,18.49011,16.76683,15.224896,13.842261,12.604694,11.49256,10.494606,9.59521,8.784646,8.051526,7.389092,6.788415,6.24228,5.748831,5.299218,4.88888,4.514106,4.171255,3.857157,3.568397,3.303901,3.061671,2.839323,2.633536,2.441551,2.26511,2.096075,1.93989,1.796411,1.665394,1.54418,1.432874,1.330095
Ra,88,18772.98269,2198.265729,1487.149667,6066.561464,12040.23257,10861.49865,7584.138395,5625.662364,3986.178677,2745.384429,1963.204863,1452.191984,1104.843531,849.236768,658.370279,1858.67808,1390.97038,1250.432112,1036.140698,858.021161,689.483531,559.379301,456.886393,375.123886,310.639563,258.92884,217.355873,182.331512,152.714405,128.720587,109.219416,93.16494,79.837166,68.85362,59.510409,51.630169,113.083298,98.564297,85.868899,75.001975,100.917939,95.81489,85.097539,75.7322,67.544032,60.380363,54.096743,48.549755,43.50876,39.051766,35.101056,31.595548,28.485541,25.720727,23.26289,21.079262,19.118269,17.354886,15.764807,14.333533,13.052848,11.902033,10.86878,9.937428,9.098313,8.339404,7.653628,7.031756,6.466324,5.955418,5.489941,5.065171,4.677611,4.32416,4.000215,3.701115,3.427113,3.176102,2.945652,2.732856,2.535198,2.353431,2.179169,2.018052,1.86959,1.73363,1.607815,1.492292,1.385592
Ac,89,23797.88256,2809.494763,1637.147778,6538.922031,12394.76729,11002.53803,7697.126488,5738.514424,4014.761113,2835.955064,2029.608933,1499.494792,1138.902851,881.911577,685.161989,1342.539224,1463.886458,1309.45445,1013.235042,850.466929,713.439554,579.229828,474.310799,390.030292,322.885263,269.356118,226.125969,189.747982,158.999212,134.022532,113.690465,96.996175,83.135258,71.679645,62.026735,53.835972,46.894403,102.453444,89.432448,78.150448,97.035963,99.340934,88.331799,78.65383,70.166594,62.732154,56.215293,50.463224,45.231386,40.603824,36.500274,32.877242,29.663044,26.786251,24.228529,21.955758,19.926029,18.109212,16.461058,14.972819,13.637197,12.435802,11.356905,10.384316,9.508255,8.715931,7.999825,7.350372,6.759849,6.226247,5.740015,5.29623,4.891326,4.522117,4.183701,3.872616,3.587515,3.325387,3.084334,2.861855,2.655406,2.465516,2.284361,2.116822,1.961741,1.819115,1.687127,1.565923,1.453976
Th,90,20900.41521,3293.313207,1672.408145,3280.724778,10712.39799,10064.45246,7980.804846,5920.573677,4204.5282,2992.523199,2130.743318,1561.039621,1177.043582,908.106464,704.821361,533.432694,1516.177909,1337.481858,1035.030168,868.067442,728.040912,591.438233,484.554823,398.968794,330.141799,275.448324,231.206132,194.113532,162.733996,137.150459,116.296516,99.188422,85.031502,73.318829,63.485331,55.125035,48.015946,104.462325,91.444957,79.977312,70.081668,87.561033,89.988284,80.18129,71.565522,64.000422,57.367934,51.512186,46.181583,41.464083,37.278461,33.589937,30.31836,27.390903,24.783496,22.459468,20.390367,18.543091,16.870183,15.360098,13.994319,12.762656,11.656513,10.659277,9.76064,8.947774,8.213176,7.546948,6.94115,6.393718,5.89486,5.43953,5.024043,4.645107,4.297754,3.979865,3.688415,3.41958,3.171996,2.943472,2.731404,2.536326,2.351479,2.180492,2.021808,1.875512,1.740071,1.615214,1.499882
Pa,91,22951.31092,3506.861986,1741.584073,1975.734451,9167.500684,10152.1904,8404.703354,6231.60604,4431.717152,3196.123629,2265.173226,1653.489547,1240.42132,953.199101,741.76054,561.11417,1607.090177,1232.055209,1092.952895,851.30002,757.66981,616.364187,506.079968,418.262815,346.277381,288.825558,242.468755,203.483007,170.574834,143.829434,121.960087,103.97105,89.096458,76.830972,66.514657,57.791762,50.368326,44.035966,95.765872,83.855396,73.53857,64.62136,90.503085,83.839851,74.893627,66.990433,60.058625,53.938332,48.379821,43.451486,39.07053,35.208452,31.784195,28.736522,26.014087,23.575282,21.403826,19.465034,17.724172,16.15832,14.728778,13.435567,12.272582,11.223668,10.278389,9.423258,8.650365,7.949334,7.311789,6.735598,6.210532,5.731285,5.293941,4.895043,4.529362,4.195239,3.888843,3.606326,3.346143,3.105738,2.882253,2.676653,2.482508,2.302893,2.136553,1.983493,1.841663,1.709838,1.588047
U,92,22907.29268,2733.84908,1869.22766,1597.505428,7498.267205,9949.675527,8469.611907,5881.414904,4425.807652,3241.439829,2309.178733,1685.461621,1261.358079,966.659861,753.092769,571.069594,1070.615448,1290.268678,1129.662639,863.370304,728.170207,617.767614,508.304979,421.577605,350.323175,292.206171,245.310953,205.867821,172.588534,145.618198,123.496256,105.267241,90.181266,77.760143,67.333706,58.544153,51.055949,44.644818,96.731548,84.847142,74.494702,65.48382,82.22482,84.612193,75.648402,67.697221,60.705034,54.526086,48.941087,43.975839,39.549917,35.644559,32.182655,29.11739,26.371526,23.899851,21.698524,19.732603,17.975499,16.398141,14.959784,13.658298,12.478903,11.413073,10.452683,9.58386,8.798498,8.086092,7.438199,6.852632,6.31898,5.831855,5.387287,4.981775,4.609999,4.270254,3.958678,3.672118,3.408453,3.164481,2.93714,2.727967,2.530318,2.347441,2.178784,2.024194,1.880827,1.746627,1.622611
